binomial,genus,family,fossilArea,Area,taxon
Hyperolius chlorosteus,Hyperolius,HYPEROLIIDAE,5915.23804,202790.1285,Amphibian
Hyperolius chrysogaster,Hyperolius,HYPEROLIIDAE,59.59427573,11207.23744,Amphibian
Hyperolius cinereus,Hyperolius,HYPEROLIIDAE,1111.936733,111654.794,Amphibian
Hyperolius cinnamomeoventris,Hyperolius,HYPEROLIIDAE,284414.0122,4028201.997,Amphibian
Hyperolius concolor,Hyperolius,HYPEROLIIDAE,85511.29191,1119758.025,Amphibian
Hyperolius constellatus,Hyperolius,HYPEROLIIDAE,0,3581.109727,Amphibian
Hyperolius cystocandicans,Hyperolius,HYPEROLIIDAE,0,7790.332338,Amphibian
Hyperolius dartevellei,Hyperolius,HYPEROLIIDAE,45677.76595,1515180.751,Amphibian
Hyperolius davenporti,Hyperolius,HYPEROLIIDAE,0,43.5838753,Amphibian
Hyperolius diaphanus,Hyperolius,HYPEROLIIDAE,0,20563.55323,Amphibian
Hyperolius dintelmanni,Hyperolius,HYPEROLIIDAE,0,30.46169933,Amphibian
Hyperolius discodactylus,Hyperolius,HYPEROLIIDAE,1.290856921,12383.48161,Amphibian
Hyperolius endjami,Hyperolius,HYPEROLIIDAE,0,11307.50786,Amphibian
Hyperolius fasciatus,Hyperolius,HYPEROLIIDAE,0,105.4104599,Amphibian
Hyperolius ferreirai,Hyperolius,HYPEROLIIDAE,0,105.4104599,Amphibian
Hyperolius ferrugineus,Hyperolius,HYPEROLIIDAE,0,33.34622934,Amphibian
Hyperolius friedemanni,Hyperolius,HYPEROLIIDAE,114.2922009,248.6006494,Amphibian
Hyperolius frontalis,Hyperolius,HYPEROLIIDAE,0,9352.384009,Amphibian
Hyperolius fuscigula,Hyperolius,HYPEROLIIDAE,0,11.53954161,Amphibian
Hyperolius fusciventris,Hyperolius,HYPEROLIIDAE,72918.73055,576362.9236,Amphibian
Hyperolius ghesquieri,Hyperolius,HYPEROLIIDAE,0,106.6813364,Amphibian
Hyperolius glandicolor,Hyperolius,HYPEROLIIDAE,195019.0398,1059259.059,Amphibian
Hyperolius gularis,Hyperolius,HYPEROLIIDAE,0,15.01808006,Amphibian
Hyperolius guttulatus,Hyperolius,HYPEROLIIDAE,62280.2072,615759.4224,Amphibian
Hyperolius horstockii,Hyperolius,HYPEROLIIDAE,777.1458793,18583.63378,Amphibian
Hyperolius howelli,Hyperolius,HYPEROLIIDAE,202.4242523,3657.780252,Amphibian
Hyperolius hutsebauti,Hyperolius,HYPEROLIIDAE,17176.91039,405034.9478,Amphibian
Hyperolius igbettensis,Hyperolius,HYPEROLIIDAE,103689.9032,1652727.187,Amphibian
Hyperolius inornatus,Hyperolius,HYPEROLIIDAE,0,477.6937468,Amphibian
Hyperolius inyangae,Hyperolius,HYPEROLIIDAE,0,488.2559661,Amphibian
Hyperolius jackie,Hyperolius,HYPEROLIIDAE,0,2.352656769,Amphibian
Hyperolius jacobseni,Hyperolius,HYPEROLIIDAE,0,11.1321682,Amphibian
Hyperolius kachalolae,Hyperolius,HYPEROLIIDAE,16560.4451,171618.763,Amphibian
Hyperolius kibarae,Hyperolius,HYPEROLIIDAE,0,403.3638063,Amphibian
Hyperolius kihangensis,Hyperolius,HYPEROLIIDAE,0,140.8141009,Amphibian
Hyperolius kivuensis,Hyperolius,HYPEROLIIDAE,522950.135,2983645.497,Amphibian
Hyperolius koehleri,Hyperolius,HYPEROLIIDAE,889.390109,203103.2589,Amphibian
Hyperolius kuligae,Hyperolius,HYPEROLIIDAE,5572.766171,507415.0555,Amphibian
Hyperolius lamottei,Hyperolius,HYPEROLIIDAE,23117.64739,332085.6873,Amphibian
Hyperolius langi,Hyperolius,HYPEROLIIDAE,1703.435556,90317.68587,Amphibian
Hyperolius lateralis,Hyperolius,HYPEROLIIDAE,35448.16009,302571.5966,Amphibian
Hyperolius laurenti,Hyperolius,HYPEROLIIDAE,0,3496.973231,Amphibian
Hyperolius leleupi,Hyperolius,HYPEROLIIDAE,0,2602.549379,Amphibian
Hyperolius leucotaenius,Hyperolius,HYPEROLIIDAE,0,3478.875166,Amphibian
Hyperolius lucani,Hyperolius,HYPEROLIIDAE,0,32.23156777,Amphibian
Hyperolius lupiroensis,Hyperolius,HYPEROLIIDAE,0,11.05747045,Amphibian
Hyperolius maestus,Hyperolius,HYPEROLIIDAE,0,32.23156777,Amphibian
Hyperolius major,Hyperolius,HYPEROLIIDAE,0.323567221,43429.13592,Amphibian
Hyperolius marginatus,Hyperolius,HYPEROLIIDAE,118128.202,1676553.029,Amphibian
Hyperolius mariae,Hyperolius,HYPEROLIIDAE,18451.5457,78115.65055,Amphibian
Hyperolius marmoratus,Hyperolius,HYPEROLIIDAE,206910.5373,1214080.603,Amphibian
Hyperolius minutissimus,Hyperolius,HYPEROLIIDAE,0,6623.741512,Amphibian
Hyperolius mitchelli,Hyperolius,HYPEROLIIDAE,84357.81533,809668.9789,Amphibian
Hyperolius molleri,Hyperolius,HYPEROLIIDAE,0,1003.478221,Amphibian
Hyperolius montanus,Hyperolius,HYPEROLIIDAE,0,20430.90134,Amphibian
Hyperolius mosaicus,Hyperolius,HYPEROLIIDAE,0,145843.8045,Amphibian
Hyperolius nasicus,Hyperolius,HYPEROLIIDAE,82972.40752,651755.9214,Amphibian
Hyperolius nasutus,Hyperolius,HYPEROLIIDAE,178013.9031,1165215.09,Amphibian
Hyperolius nienokouensis,Hyperolius,HYPEROLIIDAE,0,4837.08302,Amphibian
Hyperolius nimbae,Hyperolius,HYPEROLIIDAE,0,177.7435406,Amphibian
Hyperolius nitidulus,Hyperolius,HYPEROLIIDAE,425463.72,3147892.116,Amphibian
Hyperolius obscurus,Hyperolius,HYPEROLIIDAE,0,196.4508857,Amphibian
Hyperolius occidentalis,Hyperolius,HYPEROLIIDAE,20130.24071,123762.1747,Amphibian
Hyperolius ocellatus,Hyperolius,HYPEROLIIDAE,170677.7571,2193123.812,Amphibian
Hyperolius papyri,Hyperolius,HYPEROLIIDAE,3114.666698,6160.064487,Amphibian
Hyperolius parallelus,Hyperolius,HYPEROLIIDAE,194829.3172,2104947.164,Amphibian
Hyperolius pardalis,Hyperolius,HYPEROLIIDAE,459.0065058,345367.089,Amphibian
Hyperolius parkeri,Hyperolius,HYPEROLIIDAE,41376.91896,237865.0168,Amphibian
Hyperolius phantasticus,Hyperolius,HYPEROLIIDAE,166601.8685,1203569.638,Amphibian
Hyperolius pickersgilli,Hyperolius,HYPEROLIIDAE,87.43191713,3039.029977,Amphibian
Hyperolius picturatus,Hyperolius,HYPEROLIIDAE,4202.957704,312211.8504,Amphibian
Hyperolius pictus,Hyperolius,HYPEROLIIDAE,463.2888878,33516.33305,Amphibian
Hyperolius platyceps,Hyperolius,HYPEROLIIDAE,145059.3038,1624578.033,Amphibian
Hyperolius polli,Hyperolius,HYPEROLIIDAE,0,250.9203495,Amphibian
Hyperolius polystictus,Hyperolius,HYPEROLIIDAE,0,192.5074644,Amphibian
Hyperolius poweri,Hyperolius,HYPEROLIIDAE,856.8707626,24888.36907,Amphibian
Hyperolius protchei,Hyperolius,HYPEROLIIDAE,0,32.23156777,Amphibian
Hyperolius pseudargus,Hyperolius,HYPEROLIIDAE,0,6708.326406,Amphibian
Hyperolius puncticulatus,Hyperolius,HYPEROLIIDAE,11.95409866,920.5660189,Amphibian
Hyperolius pusillus,Hyperolius,HYPEROLIIDAE,217838.5035,802133.815,Amphibian
Hyperolius pustulifer,Hyperolius,HYPEROLIIDAE,0,37.62127235,Amphibian
Hyperolius pyrrhodictyon,Hyperolius,HYPEROLIIDAE,15707.8174,43719.57968,Amphibian
Hyperolius quadratomaculatus,Hyperolius,HYPEROLIIDAE,69.77753231,69.77753231,Amphibian
Hyperolius quinquevittatus,Hyperolius,HYPEROLIIDAE,185119.9687,1364708.643,Amphibian
Hyperolius raymondi,Hyperolius,HYPEROLIIDAE,921.4420048,47334.80285,Amphibian
Hyperolius rhizophilus,Hyperolius,HYPEROLIIDAE,0,32.23156777,Amphibian
Hyperolius rhodesianus,Hyperolius,HYPEROLIIDAE,0,5506.210947,Amphibian
Hyperolius riggenbachi,Hyperolius,HYPEROLIIDAE,208.0478702,15634.81782,Amphibian
Hyperolius robustus,Hyperolius,HYPEROLIIDAE,0,17351.90199,Amphibian
Hyperolius rubrovermiculatus,Hyperolius,HYPEROLIIDAE,1.970002252,421.8205318,Amphibian
Hyperolius ruvuensis,Hyperolius,HYPEROLIIDAE,0,10.17490849,Amphibian
Hyperolius rwandae,Hyperolius,HYPEROLIIDAE,1695.223469,25205.71088,Amphibian
Hyperolius sankuruensis,Hyperolius,HYPEROLIIDAE,0,521.5712297,Amphibian
Hyperolius schoutedeni,Hyperolius,HYPEROLIIDAE,87826.12714,834905.8972,Amphibian
Hyperolius seabrai,Hyperolius,HYPEROLIIDAE,0,425.4894901,Amphibian
Hyperolius semidiscus,Hyperolius,HYPEROLIIDAE,1405.031684,142267.328,Amphibian
Hyperolius sheldricki,Hyperolius,HYPEROLIIDAE,0,18.75821955,Amphibian
Hyperolius soror,Hyperolius,HYPEROLIIDAE,518.731558,103892.0053,Amphibian
Hyperolius spatzi,Hyperolius,HYPEROLIIDAE,21914.01211,270674.8063,Amphibian
Hyperolius spinigularis,Hyperolius,HYPEROLIIDAE,0,1022.345971,Amphibian
Hyperolius steindachneri,Hyperolius,HYPEROLIIDAE,20728.86684,205562.9539,Amphibian
Hyperolius stenodactylus,Hyperolius,HYPEROLIIDAE,0,32.8300648,Amphibian
Hyperolius stictus,Hyperolius,HYPEROLIIDAE,1597.553372,14506.05074,Amphibian
Hyperolius substriatus,Hyperolius,HYPEROLIIDAE,53771.60191,579761.1045,Amphibian
Hyperolius swynnertoni,Hyperolius,HYPEROLIIDAE,0,1780.165892,Amphibian
Hyperolius sylvaticus,Hyperolius,HYPEROLIIDAE,60821.91664,346947.4207,Amphibian
Hyperolius tanneri,Hyperolius,HYPEROLIIDAE,0,5.037870403,Amphibian
Hyperolius thomensis,Hyperolius,HYPEROLIIDAE,0,586.4252479,Amphibian
Hyperolius torrentis,Hyperolius,HYPEROLIIDAE,0,5198.333997,Amphibian
Hyperolius tuberculatus,Hyperolius,HYPEROLIIDAE,171987.8181,1956619.413,Amphibian
Hyperolius tuberilinguis,Hyperolius,HYPEROLIIDAE,224997.1375,1135001.794,Amphibian
Hyperolius ukwiva,Hyperolius,HYPEROLIIDAE,0,991.2418177,Amphibian
Hyperolius veithi,Hyperolius,HYPEROLIIDAE,0,7.0719223939999996,Amphibian
Hyperolius vilhenai,Hyperolius,HYPEROLIIDAE,8.517430921,135.8901632,Amphibian
Hyperolius viridiflavus,Hyperolius,HYPEROLIIDAE,300994.5148,1960115.375,Amphibian
Hyperolius viridigulosus,Hyperolius,HYPEROLIIDAE,2396.231148,32288.72583,Amphibian
Hyperolius viridis,Hyperolius,HYPEROLIIDAE,3340.863014,45680.78916,Amphibian
Hyperolius watsonae,Hyperolius,HYPEROLIIDAE,0,7.369495568,Amphibian
Hyperolius xenorhinus,Hyperolius,HYPEROLIIDAE,0,3.138301725,Amphibian
Hyperolius zonatus,Hyperolius,HYPEROLIIDAE,1442.671127,145253.1227,Amphibian
Hypogeophis brevis,Hypogeophis,INDOTYPHLIDAE,0,15.3751064,Amphibian
Hypogeophis rostratus,Hypogeophis,INDOTYPHLIDAE,24.53949198,237.6690241,Amphibian
Hypopachus barberi,Hypopachus,MICROHYLIDAE,0,6457.037847,Amphibian
Hypopachus pictiventris,Hypopachus,MICROHYLIDAE,952.7357284,20108.37924,Amphibian
Hypopachus ustus,Hypopachus,MICROHYLIDAE,29246.30352,209172.8933,Amphibian
Hypopachus variolosus,Hypopachus,MICROHYLIDAE,172314.334,759251.1505,Amphibian
Ichthyophis acuminatus,Ichthyophis,ICHTHYOPHIIDAE,182.0414285,14047.93106,Amphibian
Ichthyophis asplenius,Ichthyophis,ICHTHYOPHIIDAE,0,2.935083495,Amphibian
Ichthyophis bannanicus,Ichthyophis,ICHTHYOPHIIDAE,119.6967694,61669.56644,Amphibian
Ichthyophis beddomei,Ichthyophis,ICHTHYOPHIIDAE,0,13384.60414,Amphibian
Ichthyophis biangularis,Ichthyophis,ICHTHYOPHIIDAE,0.274393739,30.4333709,Amphibian
Ichthyophis billitonensis,Ichthyophis,ICHTHYOPHIIDAE,50.4866994,4474.912031,Amphibian
Ichthyophis bombayensis,Ichthyophis,ICHTHYOPHIIDAE,822.7721619,101836.6694,Amphibian
Ichthyophis cardamomensis,Ichthyophis,ICHTHYOPHIIDAE,0.207373284,12982.20635,Amphibian
Ichthyophis catlocensis,Ichthyophis,ICHTHYOPHIIDAE,0,15292.77138,Amphibian
Ichthyophis chaloensis,Ichthyophis,ICHTHYOPHIIDAE,0.054168962,26902.19328,Amphibian
Ichthyophis dulitensis,Ichthyophis,ICHTHYOPHIIDAE,0,1109.830944,Amphibian
Ichthyophis elongatus,Ichthyophis,ICHTHYOPHIIDAE,373.3939727,19323.00493,Amphibian
Ichthyophis garoensis,Ichthyophis,ICHTHYOPHIIDAE,2520.606818,8039.02474,Amphibian
Ichthyophis glandulosus,Ichthyophis,ICHTHYOPHIIDAE,25.88842212,1447.37009,Amphibian
Ichthyophis glutinosus,Ichthyophis,ICHTHYOPHIIDAE,0,8162.627195,Amphibian
Ichthyophis hypocyaneus,Ichthyophis,ICHTHYOPHIIDAE,0,1167.431355,Amphibian
Ichthyophis khumhzi,Ichthyophis,ICHTHYOPHIIDAE,0,34.21642421,Amphibian
Ichthyophis kodaguensis,Ichthyophis,ICHTHYOPHIIDAE,0,13.17155935,Amphibian
Ichthyophis kohtaoensis,Ichthyophis,ICHTHYOPHIIDAE,12655.77583,255764.7501,Amphibian
Ichthyophis lakimi,Ichthyophis,ICHTHYOPHIIDAE,0,174.9413962,Amphibian
Ichthyophis larutensis,Ichthyophis,ICHTHYOPHIIDAE,57.16338744,753.5664717,Amphibian
Ichthyophis longicephalus,Ichthyophis,ICHTHYOPHIIDAE,0,110.5947707,Amphibian
Ichthyophis mindanaoensis,Ichthyophis,ICHTHYOPHIIDAE,0,3972.182274,Amphibian
Ichthyophis monochrous,Ichthyophis,ICHTHYOPHIIDAE,316.8331861,1379.584078,Amphibian
Ichthyophis moustakius,Ichthyophis,ICHTHYOPHIIDAE,0,81.59754815,Amphibian
Ichthyophis multicolor,Ichthyophis,ICHTHYOPHIIDAE,19233.20782,24851.50802,Amphibian
Ichthyophis nguyenorum,Ichthyophis,ICHTHYOPHIIDAE,3.871416547,62546.97702,Amphibian
Ichthyophis orthoplicatus,Ichthyophis,ICHTHYOPHIIDAE,0,1167.410752,Amphibian
Ichthyophis paucidentulus,Ichthyophis,ICHTHYOPHIIDAE,0,495.5553524,Amphibian
Ichthyophis paucisulcus,Ichthyophis,ICHTHYOPHIIDAE,3336.093748,47177.43057,Amphibian
Ichthyophis pauli,Ichthyophis,ICHTHYOPHIIDAE,0,8.093391863,Amphibian
Ichthyophis pseudangularis,Ichthyophis,ICHTHYOPHIIDAE,0,8303.567847,Amphibian
Ichthyophis sendenyu,Ichthyophis,ICHTHYOPHIIDAE,0,0.915422708,Amphibian
Ichthyophis sikkimensis,Ichthyophis,ICHTHYOPHIIDAE,0,4060.17649,Amphibian
Ichthyophis singaporensis,Ichthyophis,ICHTHYOPHIIDAE,0,168.2587005,Amphibian
Ichthyophis sumatranus,Ichthyophis,ICHTHYOPHIIDAE,0.179368788,214.0706513,Amphibian
Ichthyophis supachaii,Ichthyophis,ICHTHYOPHIIDAE,3011.48707,11614.56336,Amphibian
Ichthyophis tricolor,Ichthyophis,ICHTHYOPHIIDAE,2315.635529,21949.16522,Amphibian
Ichthyophis weberi,Ichthyophis,ICHTHYOPHIIDAE,0,530.3444392,Amphibian
Ichthyophis youngorum,Ichthyophis,ICHTHYOPHIIDAE,0,11058.833,Amphibian
Ichthyosaura alpestris,Ichthyosaura,SALAMANDRIDAE,62376.63628,1365255.8,Amphibian
Idiocranium russeli,Idiocranium,INDOTYPHLIDAE,0,7062.990561,Amphibian
Ikakogi tayrona,Ikakogi,CENTROLENIDAE,0,4097.009735,Amphibian
Incilius alvarius,Incilius,BUFONIDAE,124109.9591,364886.2706,Amphibian
Incilius aucoinae,Incilius,BUFONIDAE,454.7711657,5055.456905,Amphibian
Incilius aurarius,Incilius,BUFONIDAE,0,243.9472518,Amphibian
Incilius bocourti,Incilius,BUFONIDAE,0,9469.077741,Amphibian
Incilius campbelli,Incilius,BUFONIDAE,0.037277641,4812.764752,Amphibian
Incilius canaliferus,Incilius,BUFONIDAE,1075.748389,13767.33042,Amphibian
Incilius cavifrons,Incilius,BUFONIDAE,6.757690357,1569.464863,Amphibian
Incilius chompipe,Incilius,BUFONIDAE,0,218.1855782,Amphibian
Incilius coccifer,Incilius,BUFONIDAE,20425.06405,139072.8224,Amphibian
Incilius coniferus,Incilius,BUFONIDAE,3446.549088,120109.8238,Amphibian
Incilius cristatus,Incilius,BUFONIDAE,0,2620.157467,Amphibian
Incilius cycladen,Incilius,BUFONIDAE,0,3403.672896,Amphibian
Incilius epioticus,Incilius,BUFONIDAE,0,959.7496682,Amphibian
Incilius fastidiosus,Incilius,BUFONIDAE,0,252.3769365,Amphibian
Incilius gemmifer,Incilius,BUFONIDAE,1.152514833,336.6938669,Amphibian
Incilius guanacaste,Incilius,BUFONIDAE,0,59.67859014,Amphibian
Incilius holdridgei,Incilius,BUFONIDAE,0,7.615621707,Amphibian
Incilius ibarrai,Incilius,BUFONIDAE,0,8185.365017,Amphibian
Incilius karenlipsae,Incilius,BUFONIDAE,0,10.18021869,Amphibian
Incilius leucomyos,Incilius,BUFONIDAE,628.0485718,10330.26695,Amphibian
Incilius luetkenii,Incilius,BUFONIDAE,15473.02069,107373.3805,Amphibian
Incilius macrocristatus,Incilius,BUFONIDAE,0,9295.034316,Amphibian
Incilius majordomus,Incilius,BUFONIDAE,0,10.54378221,Amphibian
Incilius marmoreus,Incilius,BUFONIDAE,10917.40161,124428.5392,Amphibian
Incilius mazatlanensis,Incilius,BUFONIDAE,19864.45989,46172.05271,Amphibian
Incilius mccoyi,Incilius,BUFONIDAE,14.92556373,7609.73656,Amphibian
Incilius melanochlorus,Incilius,BUFONIDAE,952.9408971,19579.45201,Amphibian
Incilius nebulifer,Incilius,BUFONIDAE,183616.8857,668549.104,Amphibian
Incilius occidentalis,Incilius,BUFONIDAE,13908.62229,391176.6893,Amphibian
Incilius periglenes,Incilius,BUFONIDAE,0,143.0825189,Amphibian
Incilius peripatetes,Incilius,BUFONIDAE,0,11.45331575,Amphibian
Incilius perplexus,Incilius,BUFONIDAE,0,5711.079187,Amphibian
Incilius pisinnus,Incilius,BUFONIDAE,0,1433.527426,Amphibian
Incilius porteri,Incilius,BUFONIDAE,0,16624.01212,Amphibian
Incilius signifer,Incilius,BUFONIDAE,241.8295698,6100.279548,Amphibian
Incilius spiculatus,Incilius,BUFONIDAE,0,61.70366458,Amphibian
Incilius tacanensis,Incilius,BUFONIDAE,0,1060.322116,Amphibian
Incilius tutelarius,Incilius,BUFONIDAE,0,1841.940633,Amphibian
Incilius valliceps,Incilius,BUFONIDAE,124249.8715,565205.4785,Amphibian
Indirana beddomii,Indirana,RANIXALIDAE,0,50217.43094,Amphibian
Indirana brachytarsus,Indirana,RANIXALIDAE,0,2852.565684,Amphibian
Indirana diplosticta,Indirana,RANIXALIDAE,105.1276357,1487.528182,Amphibian
Indirana gundia,Indirana,RANIXALIDAE,0,68.73952517,Amphibian
Indirana leithii,Indirana,RANIXALIDAE,0,16246.02022,Amphibian
Indirana leptodactyla,Indirana,RANIXALIDAE,75.30292993,3618.972432,Amphibian
Indirana longicrus,Indirana,RANIXALIDAE,0,605.8244871,Amphibian
Indirana phrynoderma,Indirana,RANIXALIDAE,0,92.34872277,Amphibian
Indirana semipalmata,Indirana,RANIXALIDAE,61.85159501,18030.19877,Amphibian
Indosylvirana aurantiaca,Indosylvirana,RANIDAE,7.359229966,12416.5733,Amphibian
Indosylvirana serendipi,Indosylvirana,RANIDAE,6.663281718,7791.927007,Amphibian
Indosylvirana temporalis,Indosylvirana,RANIDAE,0,43280.97952,Amphibian
Indotyphlus battersbyi,Indotyphlus,INDOTYPHLIDAE,31.59334104,1636.551574,Amphibian
Indotyphlus maharashtraensis,Indotyphlus,INDOTYPHLIDAE,0,9.123944879,Amphibian
Ingerana borealis,Ingerana,DICROGLOSSIDAE,41347.23045,136510.098,Amphibian
Ingerana charlesdarwini,Ingerana,DICROGLOSSIDAE,0.032886079,58.858103,Amphibian
Ingerana reticulata,Ingerana,DICROGLOSSIDAE,0,9.94924507,Amphibian
Ingerana tenasserimensis,Ingerana,DICROGLOSSIDAE,1404.215549,106332.7104,Amphibian
Ingerophrynus biporcatus,Ingerophrynus,BUFONIDAE,69345.1238,320692.9837,Amphibian
Ingerophrynus celebensis,Ingerophrynus,BUFONIDAE,7154.059234,180051.9855,Amphibian
Ingerophrynus claviger,Ingerophrynus,BUFONIDAE,119.8746762,7890.478818,Amphibian
Ingerophrynus divergens,Ingerophrynus,BUFONIDAE,25717.94732,330572.0914,Amphibian
Ingerophrynus galeatus,Ingerophrynus,BUFONIDAE,2.313236613,279353.2904,Amphibian
Ingerophrynus gollum,Ingerophrynus,BUFONIDAE,0,47.56989388,Amphibian
Ingerophrynus kumquat,Ingerophrynus,BUFONIDAE,1894.678755,2136.839263,Amphibian
Ingerophrynus ledongensis,Ingerophrynus,BUFONIDAE,0,494.6396155,Amphibian
Ingerophrynus macrotis,Ingerophrynus,BUFONIDAE,117450.8261,1297480.34,Amphibian
Ingerophrynus parvus,Ingerophrynus,BUFONIDAE,46880.12148,555775.8872,Amphibian
Ingerophrynus philippinicus,Ingerophrynus,BUFONIDAE,230.4654788,13707.08852,Amphibian
Ingerophrynus quadriporcatus,Ingerophrynus,BUFONIDAE,27166.22074,96398.05568,Amphibian
Insuetophrynus acarpicus,Insuetophrynus,RHINODERMATIDAE,13.06435182,975.9731042,Amphibian
Ischnocnema bolbodactyla,Ischnocnema,BRACHYCEPHALIDAE,916.672078,11293.9599,Amphibian
Ischnocnema epipeda,Ischnocnema,BRACHYCEPHALIDAE,0,4.80920215,Amphibian
Ischnocnema erythromera,Ischnocnema,BRACHYCEPHALIDAE,0,1003.816793,Amphibian
Ischnocnema gehrti,Ischnocnema,BRACHYCEPHALIDAE,0,10.6197361,Amphibian
Ischnocnema gualteri,Ischnocnema,BRACHYCEPHALIDAE,0,1039.833085,Amphibian
Ischnocnema guentheri,Ischnocnema,BRACHYCEPHALIDAE,8121.023676,408958.6893,Amphibian
Ischnocnema henselii,Ischnocnema,BRACHYCEPHALIDAE,3334.850889,50614.59326,Amphibian
Ischnocnema hoehnei,Ischnocnema,BRACHYCEPHALIDAE,18.70747361,12049.33262,Amphibian
Ischnocnema holti,Ischnocnema,BRACHYCEPHALIDAE,0,285.5374034,Amphibian
Ischnocnema izecksohni,Ischnocnema,BRACHYCEPHALIDAE,0,1953.279383,Amphibian
Ischnocnema juipoca,Ischnocnema,BRACHYCEPHALIDAE,0,457602.5443,Amphibian
Ischnocnema lactea,Ischnocnema,BRACHYCEPHALIDAE,1621.720316,231079.1576,Amphibian
Ischnocnema manezinho,Ischnocnema,BRACHYCEPHALIDAE,398.3090477,15473.40226,Amphibian
Ischnocnema nasuta,Ischnocnema,BRACHYCEPHALIDAE,8237.449255,626148.808,Amphibian
Ischnocnema nigriventris,Ischnocnema,BRACHYCEPHALIDAE,95.43746686,188.1706524,Amphibian
Ischnocnema octavioi,Ischnocnema,BRACHYCEPHALIDAE,601.0337191,9064.007997,Amphibian
Ischnocnema oea,Ischnocnema,BRACHYCEPHALIDAE,0,4.80920215,Amphibian
Ischnocnema paranaensis,Ischnocnema,BRACHYCEPHALIDAE,0,19.08286558,Amphibian
Ischnocnema parva,Ischnocnema,BRACHYCEPHALIDAE,5243.346346,125007.678,Amphibian
Ischnocnema penaxavantinho,Ischnocnema,BRACHYCEPHALIDAE,0,62896.91067,Amphibian
Ischnocnema pusilla,Ischnocnema,BRACHYCEPHALIDAE,0,542.2621094,Amphibian
Ischnocnema randorum,Ischnocnema,BRACHYCEPHALIDAE,0,68.22760419,Amphibian
Ischnocnema sambaqui,Ischnocnema,BRACHYCEPHALIDAE,0,46.29184521,Amphibian
Ischnocnema spanios,Ischnocnema,BRACHYCEPHALIDAE,0,1676.189513,Amphibian
Ischnocnema venancioi,Ischnocnema,BRACHYCEPHALIDAE,11.79841372,6317.751173,Amphibian
Ischnocnema verrucosa,Ischnocnema,BRACHYCEPHALIDAE,0,23618.22324,Amphibian
Isthmohyla angustilineata,Isthmohyla,HYLIDAE,0,475.7331235,Amphibian
Isthmohyla calypsa,Isthmohyla,HYLIDAE,0,323.3165609,Amphibian
Isthmohyla debilis,Isthmohyla,HYLIDAE,0,3315.659474,Amphibian
Isthmohyla graceae,Isthmohyla,HYLIDAE,0,1333.104877,Amphibian
Isthmohyla infucata,Isthmohyla,HYLIDAE,0,144.6313437,Amphibian
Isthmohyla insolita,Isthmohyla,HYLIDAE,0,66.35568354,Amphibian
Isthmohyla lancasteri,Isthmohyla,HYLIDAE,60.7147613,5171.358499,Amphibian
Isthmohyla picadoi,Isthmohyla,HYLIDAE,0,4853.05802,Amphibian
Isthmohyla pictipes,Isthmohyla,HYLIDAE,0,2795.174095,Amphibian
Isthmohyla pseudopuma,Isthmohyla,HYLIDAE,0,5380.898349,Amphibian
Isthmohyla rivularis,Isthmohyla,HYLIDAE,184.5185955,3827.421813,Amphibian
Isthmohyla tica,Isthmohyla,HYLIDAE,0,5714.191626,Amphibian
Isthmohyla xanthosticta,Isthmohyla,HYLIDAE,0,20.13998843,Amphibian
Isthmohyla zeteki,Isthmohyla,HYLIDAE,0,1242.584829,Amphibian
Isthmura bellii,Isthmura,PLETHODONTIDAE,12676.93989,191361.7333,Amphibian
Isthmura boneti,Isthmura,PLETHODONTIDAE,0,4092.52903,Amphibian
Isthmura corrugata,Isthmura,PLETHODONTIDAE,0,9.15665793,Amphibian
Isthmura gigantea,Isthmura,PLETHODONTIDAE,0,5534.224119,Amphibian
Isthmura maxima,Isthmura,PLETHODONTIDAE,0,270.2002162,Amphibian
Isthmura naucampatepetl,Isthmura,PLETHODONTIDAE,0,117.9363582,Amphibian
Isthmura sierraoccidentalis,Isthmura,PLETHODONTIDAE,0,29.12781415,Amphibian
Itapotihyla langsdorffii,Itapotihyla,HYLIDAE,16577.62039,519021.7415,Amphibian
Ixalotriton niger,Ixalotriton,PLETHODONTIDAE,0,21.07484141,Amphibian
Ixalotriton parvus,Ixalotriton,PLETHODONTIDAE,0,12.81741614,Amphibian
Kalophrynus anya,Kalophrynus,MICROHYLIDAE,296.145986,18711.15154,Amphibian
Kalophrynus baluensis,Kalophrynus,MICROHYLIDAE,0,1487.147787,Amphibian
Kalophrynus barioensis,Kalophrynus,MICROHYLIDAE,0,9.868993022,Amphibian
Kalophrynus bunguranus,Kalophrynus,MICROHYLIDAE,61.76506103,1642.54768,Amphibian
Kalophrynus calciphilus,Kalophrynus,MICROHYLIDAE,0,9.85697486,Amphibian
Kalophrynus cryptophonus,Kalophrynus,MICROHYLIDAE,0,3347.746526,Amphibian
Kalophrynus eok,Kalophrynus,MICROHYLIDAE,0,9.071073018,Amphibian
Kalophrynus heterochirus,Kalophrynus,MICROHYLIDAE,1049.303682,33106.08997,Amphibian
Kalophrynus honbaensis,Kalophrynus,MICROHYLIDAE,0,11.26661811,Amphibian
Kalophrynus interlineatus,Kalophrynus,MICROHYLIDAE,145617.883,1189925.995,Amphibian
Kalophrynus intermedius,Kalophrynus,MICROHYLIDAE,915.1336998,23436.12005,Amphibian
