binomial,genus,family,fossilArea,Area,taxon
Setophaga pensylvanica,Setophaga,Parulidae,573497.7068,7338673.4,Bird
Setophaga petechia,Setophaga,Parulidae,1874301.299,21081526.17,Bird
Setophaga pharetra,Setophaga,Parulidae,367.1270565,11021.79272,Bird
Setophaga pinus,Setophaga,Parulidae,180709.1536,2274423.337,Bird
Setophaga pitiayumi,Setophaga,Parulidae,1795749.735,8364842.359,Bird
Setophaga pityophila,Setophaga,Parulidae,1554.553198,7445.414331,Bird
Setophaga plumbea,Setophaga,Parulidae,58.02204121,2397.364229,Bird
Setophaga ruticilla,Setophaga,Parulidae,1506819.497,15136441.04,Bird
Setophaga striata,Setophaga,Parulidae,875684.8536,16025276.76,Bird
Setophaga subita,Setophaga,Parulidae,0,153.9290329,Bird
Setophaga tigrina,Setophaga,Parulidae,231973.0416,5707488.089,Bird
Setophaga townsendi,Setophaga,Parulidae,719305.8673,5300461.234,Bird
Setophaga virens,Setophaga,Parulidae,628773.7871,8726429.583,Bird
Setophaga vitellina,Setophaga,Parulidae,42.04872722,279.5060037,Bird
Setornis criniger,Setornis,Pycnonotidae,174102.1402,775315.219,Bird
Sheppardia aequatorialis,Sheppardia,Muscicapidae,3947.100367,138551.9612,Bird
Sheppardia aurantiithorax,Sheppardia,Muscicapidae,0,552.407731,Bird
Sheppardia bocagei,Sheppardia,Muscicapidae,69972.86213,589364.8655,Bird
Sheppardia cyornithopsis,Sheppardia,Muscicapidae,14438.93164,1077642.837,Bird
Sheppardia gabela,Sheppardia,Muscicapidae,0,8397.054085,Bird
Sheppardia gunningi,Sheppardia,Muscicapidae,12705.62632,58080.6704,Bird
Sheppardia lowei,Sheppardia,Muscicapidae,0.016370294,6701.78412,Bird
Sheppardia montana,Sheppardia,Muscicapidae,0,929.871212,Bird
Sheppardia poensis,Sheppardia,Muscicapidae,1513.336855,117725.5186,Bird
Sheppardia polioptera,Sheppardia,Muscicapidae,30849.90781,644015.3885,Bird
Sheppardia sharpei,Sheppardia,Muscicapidae,1283.161346,92949.71886,Bird
Sholicola albiventris,Sholicola,Muscicapidae,0,1353.099119,Bird
Sholicola major,Sholicola,Muscicapidae,0,1160.848975,Bird
Sialia currucoides,Sialia,Turdidae,690412.7795,7772470.214,Bird
Sialia mexicana,Sialia,Turdidae,281561.6329,2426607.097,Bird
Sialia sialis,Sialia,Turdidae,386251.5536,5895802.546,Bird
Sibia morrisoniana,Sibia,Leiotrichidae,0,11919.34544,Bird
Sibia nipalensis,Sibia,Leiotrichidae,9.56830885,108962.1306,Bird
Sibia souliei,Sibia,Leiotrichidae,0,160984.1516,Bird
Sibia waldeni,Sibia,Leiotrichidae,1735.654142,344553.1816,Bird
Sibirionetta formosa,Sibirionetta,Anatidae,1557873.692,12987827.24,Bird
Sicalis auriventris,Sicalis,Thraupidae,3138.838257,135708.5408,Bird
Sicalis citrina,Sicalis,Thraupidae,92205.32904,1533750.796,Bird
Sicalis columbiana,Sicalis,Thraupidae,391340.8852,1844490.44,Bird
Sicalis flaveola,Sicalis,Thraupidae,2649748.28,8114698.636,Bird
Sicalis lebruni,Sicalis,Thraupidae,36123.881,418610.1337,Bird
Sicalis lutea,Sicalis,Thraupidae,74647.30243,333215.4355,Bird
Sicalis luteocephala,Sicalis,Thraupidae,1190.083997,79080.07101,Bird
Sicalis luteola,Sicalis,Thraupidae,2361889.376,6592156.981,Bird
Sicalis mendozae,Sicalis,Thraupidae,86886.823,185813.3049,Bird
Sicalis olivascens,Sicalis,Thraupidae,58040.07691,770000.9237,Bird
Sicalis raimondii,Sicalis,Thraupidae,951.4817541,67941.22854,Bird
Sicalis taczanowskii,Sicalis,Thraupidae,17998.94792,41440.25318,Bird
Sicalis uropigyalis,Sicalis,Thraupidae,87860.39269,705537.1239,Bird
Silvicultrix diadema,Silvicultrix,Tyrannidae,532.3474226,130712.5349,Bird
Silvicultrix frontalis,Silvicultrix,Tyrannidae,351.2812048,229769.1186,Bird
Silvicultrix jelskii,Silvicultrix,Tyrannidae,0,73744.83954,Bird
Silvicultrix pulchella,Silvicultrix,Tyrannidae,15.83408448,116854.1618,Bird
Sinosuthora alphonsiana,Sinosuthora,Sylviidae,6156.476669,186113.0766,Bird
Sinosuthora brunnea,Sinosuthora,Sylviidae,251.4916977,125195.8084,Bird
Sinosuthora conspicillata,Sinosuthora,Sylviidae,1471.423174,276898.2223,Bird
Sinosuthora przewalskii,Sinosuthora,Sylviidae,0,32727.9636,Bird
Sinosuthora ricketti,Sinosuthora,Sylviidae,318.0957548,98062.43126,Bird
Sinosuthora webbiana,Sinosuthora,Sylviidae,721026.6459,4345702.673,Bird
Sinosuthora zappeyi,Sinosuthora,Sylviidae,0,41291.29702,Bird
Siphonorhis americana,Siphonorhis,Caprimulgidae,11.41523644,107.7974315,Bird
Siphonorhis brewsteri,Siphonorhis,Caprimulgidae,788.9450349,18693.14996,Bird
Sipia berlepschi,Sipia,Thamnophilidae,2663.806832,55751.49356,Bird
Sipia laemosticta,Sipia,Thamnophilidae,454.5598111,36688.59186,Bird
Sipia nigricauda,Sipia,Thamnophilidae,3570.985684,64676.02227,Bird
Sipia palliata,Sipia,Thamnophilidae,639.6795139,88370.25591,Bird
Sipodotus wallacii,Sipodotus,Maluridae,61944.69255,489815.3485,Bird
Siptornis striaticollis,Siptornis,Furnariidae,0,20659.07247,Bird
Sirystes albocinereus,Sirystes,Tyrannidae,502006.8816,1895094.779,Bird
Sirystes albogriseus,Sirystes,Tyrannidae,10357.78326,174214.8869,Bird
Sirystes sibilator,Sirystes,Tyrannidae,226731.8591,4179456.641,Bird
Sirystes subcanescens,Sirystes,Tyrannidae,38368.74611,752028.9895,Bird
Sitta arctica,Sitta,Sittidae,47107.59568,2689023.09,Bird
Sitta azurea,Sitta,Sittidae,22620.06635,361030.4943,Bird
Sitta canadensis,Sitta,Sittidae,715822.7332,12270371.62,Bird
Sitta carolinensis,Sitta,Sittidae,530134.7259,9154157.7,Bird
Sitta cashmirensis,Sitta,Sittidae,952.3164756,140095.4611,Bird
Sitta castanea,Sitta,Sittidae,458069.5605,1252045.854,Bird
Sitta cinnamoventris,Sitta,Sittidae,60254.5506,792388.4255,Bird
Sitta europaea,Sitta,Sittidae,1754862.744,21552609.45,Bird
Sitta formosa,Sitta,Sittidae,3244.645352,445648.0369,Bird
Sitta frontalis,Sitta,Sittidae,750443.5411,5214778.053,Bird
Sitta himalayensis,Sitta,Sittidae,3030.35714,421134.1793,Bird
Sitta insularis,Sitta,Sittidae,22.7462903,83.63900719,Bird
Sitta krueperi,Sitta,Sittidae,7420.047848,282935.5244,Bird
Sitta ledanti,Sitta,Sittidae,0,246.5965574,Bird
Sitta leucopsis,Sitta,Sittidae,3122.09483,258490.4438,Bird
Sitta magna,Sitta,Sittidae,10557.00429,500173.5048,Bird
Sitta nagaensis,Sitta,Sittidae,8707.803733,1053042.172,Bird
Sitta neglecta,Sitta,Sittidae,7219.363641,558578.6801,Bird
Sitta neumayer,Sitta,Sittidae,100167.8004,1244048.466,Bird
Sitta oenochlamys,Sitta,Sittidae,15996.28142,249953.7064,Bird
Sitta przewalskii,Sitta,Sittidae,32429.62541,459510.692,Bird
Sitta pusilla,Sitta,Sittidae,66546.8847,891267.1014,Bird
Sitta pygmaea,Sitta,Sittidae,135685.394,1953530.055,Bird
Sitta solangiae,Sitta,Sittidae,0,24723.09899,Bird
Sitta tephronota,Sitta,Sittidae,532971.471,2326480.322,Bird
Sitta victoriae,Sitta,Sittidae,0,358.2383361,Bird
Sitta villosa,Sitta,Sittidae,234387.3441,1820647.556,Bird
Sitta whiteheadi,Sitta,Sittidae,0,2318.899509,Bird
Sitta yunnanensis,Sitta,Sittidae,318.0957548,204753.9358,Bird
Sittasomus griseicapillus,Sittasomus,Furnariidae,1415694.53,10911702.04,Bird
Sittasomus griseus,Sittasomus,Furnariidae,236346.8523,1192176.701,Bird
Sittiparus castaneoventris,Sittiparus,Paridae,4377.448321,35903.37395,Bird
Sittiparus olivaceus,Sittiparus,Paridae,4.125116415,279.4549526,Bird
Sittiparus owstoni,Sittiparus,Paridae,19.74580607,150.8721832,Bird
Sittiparus semilarvatus,Sittiparus,Paridae,3517.22504,55106.28417,Bird
Sittiparus varius,Sittiparus,Paridae,27647.45588,692773.4429,Bird
Siva cyanouroptera,Siva,Leiotrichidae,84497.92717,2841547.998,Bird
Smicrornis brevirostris,Smicrornis,Acanthizidae,2287814.358,7230935.065,Bird
Smithornis capensis,Smithornis,Calyptomenidae,395328.2773,3752026.71,Bird
Smithornis rufolateralis,Smithornis,Calyptomenidae,28020.24027,1880041.131,Bird
Smithornis sharpei,Smithornis,Calyptomenidae,1763.728612,498913.6834,Bird
Smutsornis africanus,Smutsornis,Glareolidae,385452.8509,2999197.973,Bird
Snowornis cryptolophus,Snowornis,Cotingidae,628.81554,109190.4751,Bird
Snowornis subalaris,Snowornis,Cotingidae,406.6012428,59762.16085,Bird
Somateria fischeri,Somateria,Anatidae,875343.9771,508385809.6,Bird
Somateria mollissima,Somateria,Anatidae,6769217.233,21212168.33,Bird
Somateria spectabilis,Somateria,Anatidae,6036928.193,25846713.93,Bird
Spartonoica maluroides,Spartonoica,Furnariidae,843887.0706,1267819.379,Bird
Spatula clypeata,Spatula,Anatidae,7357606.978,50152291.21,Bird
Spatula cyanoptera,Spatula,Anatidae,1851381.652,8781040.364,Bird
Spatula discors,Spatula,Anatidae,1426578.525,14960038.1,Bird
Spatula hottentota,Spatula,Anatidae,1225952.345,7755536.109,Bird
Spatula platalea,Spatula,Anatidae,1406920.695,2948986.005,Bird
Spatula puna,Spatula,Anatidae,88044.75733,690808.426,Bird
Spatula querquedula,Spatula,Anatidae,5812720.062,34158254.1,Bird
Spatula rhynchotis,Spatula,Anatidae,1302725.994,4454578.153,Bird
Spatula smithii,Spatula,Anatidae,272234.2381,2430834.851,Bird
Spatula versicolor,Spatula,Anatidae,1619093.005,3845096.235,Bird
Speculanas specularis,Speculanas,Anatidae,117060.3087,1109450.335,Bird
Speculipastor bicolor,Speculipastor,Sturnidae,361321.1532,1308218.834,Bird
Spelaeornis badeigularis,Spelaeornis,Timaliidae,0,1098.506268,Bird
Spelaeornis caudatus,Spelaeornis,Timaliidae,0,56850.85937,Bird
Spelaeornis chocolatinus,Spelaeornis,Timaliidae,1854.486798,11102.13315,Bird
Spelaeornis kinneari,Spelaeornis,Timaliidae,0,6222.20859,Bird
Spelaeornis longicaudatus,Spelaeornis,Timaliidae,0,6234.116018,Bird
Spelaeornis oatesi,Spelaeornis,Timaliidae,0,29692.11245,Bird
Spelaeornis reptatus,Spelaeornis,Timaliidae,0,223061.6938,Bird
Spelaeornis troglodytoides,Spelaeornis,Timaliidae,320.5267243,498435.9001,Bird
Spermestes bicolor,Spermestes,Estrildidae,475173.2919,5169098.022,Bird
Spermestes cucullata,Spermestes,Estrildidae,827916.6213,8677209.415,Bird
Spermestes fringilloides,Spermestes,Estrildidae,141359.8467,1503666.437,Bird
Spermophaga haematina,Spermophaga,Estrildidae,212933.7674,1910632.204,Bird
Spermophaga poliogenys,Spermophaga,Estrildidae,13287.33772,366771.1081,Bird
Spermophaga ruficapilla,Spermophaga,Estrildidae,10643.41761,562813.9992,Bird
Sphecotheres hypoleucus,Sphecotheres,Oriolidae,49.88576323,2638.286252,Bird
Sphecotheres vieilloti,Sphecotheres,Oriolidae,109016.9437,1004976.409,Bird
Sphecotheres viridis,Sphecotheres,Oriolidae,336.5815981,30023.1371,Bird
Spheniscus demersus,Spheniscus,Spheniscidae,284771.5767,330029.7963,Bird
Spheniscus humboldti,Spheniscus,Spheniscidae,519423.3995,885668.8952,Bird
Spheniscus magellanicus,Spheniscus,Spheniscidae,1855955.12,2636889.029,Bird
Spheniscus mendiculus,Spheniscus,Spheniscidae,0,5627.468212,Bird
Sphenoeacus afer,Sphenoeacus,Macrosphenidae,7517.311022,430368.2239,Bird
Sphenopsis frontalis,Sphenopsis,Thraupidae,600.3558736,200826.3723,Bird
Sphenopsis melanotis,Sphenopsis,Thraupidae,351.2812048,183641.4643,Bird
Sphenopsis ochracea,Sphenopsis,Thraupidae,0,1281.561687,Bird
Sphenopsis piurae,Sphenopsis,Thraupidae,0,12282.73564,Bird
Sphyrapicus nuchalis,Sphyrapicus,Picidae,578499.1889,3614323.072,Bird
Sphyrapicus ruber,Sphyrapicus,Picidae,108024.4446,1189111.049,Bird
Sphyrapicus thyroideus,Sphyrapicus,Picidae,81456.47239,1248886.857,Bird
Sphyrapicus varius,Sphyrapicus,Picidae,650150.4961,9946989.686,Bird
Spilopelia chinensis,Spilopelia,Columbidae,1506174.946,9146203.712,Bird
Spilopelia senegalensis,Spilopelia,Columbidae,7503959.22,29237524.34,Bird
Spilopelia suratensis,Spilopelia,Columbidae,948756.8682,2958415.627,Bird
Spiloptila clamans,Spiloptila,Cisticolidae,1322148.517,2718959.395,Bird
Spilornis cheela,Spilornis,Accipitridae,1186028.334,7008582.913,Bird
Spilornis elgini,Spilornis,Accipitridae,580.6021753,5798.894487,Bird
Spilornis holospilus,Spilornis,Accipitridae,16776.5987,276025.5397,Bird
Spilornis kinabaluensis,Spilornis,Accipitridae,0,36584.13856,Bird
Spilornis klossi,Spilornis,Accipitridae,98.45404649,1111.020275,Bird
Spilornis rufipectus,Spilornis,Accipitridae,1778.166411,115936.1755,Bird
Spindalis dominicensis,Spindalis,Spindalidae,5661.318934,74799.65471,Bird
Spindalis nigricephala,Spindalis,Spindalidae,367.1270565,11021.79272,Bird
Spindalis portoricensis,Spindalis,Spindalidae,510.2751949,8774.419367,Bird
Spindalis zena,Spindalis,Spindalidae,62903.17767,126553.1987,Bird
Spinus atratus,Spinus,Fringillidae,135162.227,839898.3895,Bird
Spinus atriceps,Spinus,Fringillidae,0,50048.76499,Bird
Spinus barbatus,Spinus,Fringillidae,129348.0078,1234721.153,Bird
Spinus crassirostris,Spinus,Fringillidae,41346.18423,373236.3432,Bird
Spinus cucullatus,Spinus,Fringillidae,2988.073657,107480.5005,Bird
Spinus dominicensis,Spinus,Fringillidae,11.91236712,9702.059712,Bird
Spinus lawrencei,Spinus,Fringillidae,176484.047,556098.6885,Bird
Spinus magellanicus,Spinus,Fringillidae,1967357.403,6077506.564,Bird
Spinus notatus,Spinus,Fringillidae,13763.38562,488010.9263,Bird
Spinus olivaceus,Spinus,Fringillidae,396.9367166,173138.5341,Bird
Spinus pinus,Spinus,Fringillidae,942180.0239,14062045.34,Bird
Spinus psaltria,Spinus,Fringillidae,840839.2771,4186824.034,Bird
Spinus siemiradzkii,Spinus,Fringillidae,5971.093146,24435.9024,Bird
Spinus spinescens,Spinus,Fringillidae,545.0151534,117947.856,Bird
Spinus spinus,Spinus,Fringillidae,1390139.027,15585617.4,Bird
Spinus thibetanus,Spinus,Fringillidae,52855.64461,948366.5437,Bird
Spinus tristis,Spinus,Fringillidae,886868.6756,10571094.54,Bird
Spinus uropygialis,Spinus,Fringillidae,73255.69151,494529.9031,Bird
Spinus xanthogastrus,Spinus,Fringillidae,4635.715506,161337.7217,Bird
Spinus yarrellii,Spinus,Fringillidae,33538.564,496141.4376,Bird
Spiza americana,Spiza,Cardinalidae,824021.6193,6182189.045,Bird
Spizaetus isidori,Spizaetus,Accipitridae,4244.007056,469196.4898,Bird
Spizaetus melanoleucus,Spizaetus,Accipitridae,1225534.989,8712299.56,Bird
Spizaetus ornatus,Spizaetus,Accipitridae,1196082.449,9433689.645,Bird
Spizaetus tyrannus,Spizaetus,Accipitridae,870057.7234,8304396.401,Bird
Spizella atrogularis,Spizella,Passerellidae,226557.5024,1398283.934,Bird
Spizella breweri,Spizella,Passerellidae,657039.388,5119199.339,Bird
Spizella pallida,Spizella,Passerellidae,359752.1022,7310046.056,Bird
Spizella passerina,Spizella,Passerellidae,1066780.188,14987900.06,Bird
Spizella pusilla,Spizella,Passerellidae,347774.5501,4745200.358,Bird
Spizella wortheni,Spizella,Passerellidae,4503.074899,60092.72325,Bird
Spiziapteryx circumcincta,Spiziapteryx,Falconidae,1236775.553,1416117.161,Bird
Spizixos canifrons,Spizixos,Pycnonotidae,53285.6746,1162284.262,Bird
Spizixos semitorques,Spizixos,Pycnonotidae,217970.8477,2327799.731,Bird
Spizocorys conirostris,Spizocorys,Alaudidae,160446.4112,1128197.694,Bird
Spizocorys fremantlii,Spizocorys,Alaudidae,88015.9682,566463.1608,Bird
Spizocorys fringillaris,Spizocorys,Alaudidae,0,3270.793534,Bird
Spizocorys obbiensis,Spizocorys,Alaudidae,31733.87859,55205.64443,Bird
Spizocorys personata,Spizocorys,Alaudidae,7229.811271,73282.91938,Bird
Spizocorys sclateri,Spizocorys,Alaudidae,19305.14139,226407.2336,Bird
Spizocorys starki,Spizocorys,Alaudidae,272262.0352,2006317.044,Bird
Spodiopsar cineraceus,Spodiopsar,Sturnidae,1293880.016,7882897.97,Bird
Spodiopsar sericeus,Spodiopsar,Sturnidae,132076.082,1771505.115,Bird
Spodiornis rusticus,Spodiornis,Thraupidae,4226.215936,480601.9282,Bird
Sporathraupis cyanocephala,Sporathraupis,Thraupidae,1180.353517,429810.7709,Bird
Sporophila albogularis,Sporophila,Thraupidae,61904.87414,910928.738,Bird
Sporophila americana,Sporophila,Thraupidae,170420.297,1491136.705,Bird
Sporophila angolensis,Sporophila,Thraupidae,1322121.259,11883099.5,Bird
Sporophila ardesiaca,Sporophila,Thraupidae,9489.967753,638522.5346,Bird
Sporophila atrirostris,Sporophila,Thraupidae,23766.32763,201172.023,Bird
Sporophila beltoni,Sporophila,Thraupidae,14237.33251,819751.9863,Bird
Sporophila bouvreuil,Sporophila,Thraupidae,361523.9686,3349383.686,Bird
Sporophila bouvronides,Sporophila,Thraupidae,492059.3597,4740630.635,Bird
Sporophila caerulescens,Sporophila,Thraupidae,2365210.239,7990276.459,Bird
Sporophila castaneiventris,Sporophila,Thraupidae,250862.3562,3489717.757,Bird
Sporophila cinnamomea,Sporophila,Thraupidae,487775.3663,2747256.128,Bird
Sporophila collaris,Sporophila,Thraupidae,1315923.348,3264729.952,Bird
Sporophila corvina,Sporophila,Thraupidae,11668.62674,242705.4579,Bird
Sporophila crassirostris,Sporophila,Thraupidae,385816.2015,2533005.946,Bird
Sporophila falcirostris,Sporophila,Thraupidae,7951.012763,175226.7606,Bird
Sporophila fringilloides,Sporophila,Thraupidae,490.9290598,330716.7735,Bird
Sporophila frontalis,Sporophila,Thraupidae,19183.53319,280056.2302,Bird
Sporophila funerea,Sporophila,Thraupidae,111108.6192,730951.7832,Bird
Sporophila hypochroma,Sporophila,Thraupidae,696165.4842,1603566.869,Bird
Sporophila hypoxantha,Sporophila,Thraupidae,1013920.306,3190538.075,Bird
Sporophila iberaensis,Sporophila,Thraupidae,2770.591463,2770.591463,Bird
Sporophila intermedia,Sporophila,Thraupidae,371009.1291,1371524.649,Bird
Sporophila leucoptera,Sporophila,Thraupidae,813072.7505,3778024.822,Bird
Sporophila lineola,Sporophila,Thraupidae,1875873.421,12049630.55,Bird
Sporophila luctuosa,Sporophila,Thraupidae,117816.5117,1127800.907,Bird
Sporophila maximiliani,Sporophila,Thraupidae,229807.6256,1854799.21,Bird
Sporophila melanogaster,Sporophila,Thraupidae,287.8962135,837013.774,Bird
Sporophila minuta,Sporophila,Thraupidae,506225.1947,2242991.351,Bird
Sporophila morelleti,Sporophila,Thraupidae,159643.6194,854802.9808,Bird
Sporophila murallae,Sporophila,Thraupidae,111490.637,973957.8431,Bird
Sporophila nigricollis,Sporophila,Thraupidae,818109.3979,7194566.924,Bird
Sporophila nigrorufa,Sporophila,Thraupidae,82315.02333,217411.3479,Bird
Sporophila nuttingi,Sporophila,Thraupidae,3400.541247,52781.0195,Bird
Sporophila ophthalmica,Sporophila,Thraupidae,19425.26362,239119.9908,Bird
Sporophila palustris,Sporophila,Thraupidae,464950.5103,2517369.038,Bird
Sporophila peruviana,Sporophila,Thraupidae,24593.43882,102427.4509,Bird
Sporophila pileata,Sporophila,Thraupidae,202146.2771,1453407.833,Bird
Sporophila plumbea,Sporophila,Thraupidae,833710.5951,4740009.705,Bird
Sporophila ruficollis,Sporophila,Thraupidae,1498424.218,3428855.926,Bird
Sporophila schistacea,Sporophila,Thraupidae,264373.688,1554538.331,Bird
Sporophila simplex,Sporophila,Thraupidae,785.7662407,95348.07428,Bird
Sporophila telasco,Sporophila,Thraupidae,32628.34316,240808.9229,Bird
Sporophila torqueola,Sporophila,Thraupidae,18268.89213,346682.6119,Bird
Sporopipes frontalis,Sporopipes,Ploceidae,1105391.441,3005484.054,Bird
Sporopipes squamifrons,Sporopipes,Ploceidae,246142.4548,1945510.028,Bird
Stachyris grammiceps,Stachyris,Timaliidae,3.882376063,28092.09889,Bird
Stachyris herberti,Stachyris,Timaliidae,15.3439649,21761.28388,Bird
Stachyris humei,Stachyris,Timaliidae,1417.779044,92713.28275,Bird
Stachyris leucotis,Stachyris,Timaliidae,28071.35219,247761.6128,Bird
Stachyris maculata,Stachyris,Timaliidae,90003.0373,586781.0095,Bird
Stachyris nigriceps,Stachyris,Timaliidae,25066.71365,1916651.34,Bird
Stachyris nigricollis,Stachyris,Timaliidae,38729.70138,170687.395,Bird
Stachyris nonggangensis,Stachyris,Timaliidae,0,1097.471898,Bird
Stachyris oglei,Stachyris,Timaliidae,0,16469.08576,Bird
Stachyris poliocephala,Stachyris,Timaliidae,53531.46426,715188.0678,Bird
Stachyris roberti,Stachyris,Timaliidae,248.7036256,173456.128,Bird
Stachyris strialata,Stachyris,Timaliidae,1625.589435,593955.2699,Bird
Stachyris thoracica,Stachyris,Timaliidae,457.6780713,63833.10017,Bird
Stactolaema anchietae,Stactolaema,Lybiidae,147268.8188,1482335.035,Bird
Stactolaema leucogrammica,Stactolaema,Lybiidae,997.5227923,70144.33566,Bird
Stactolaema leucotis,Stactolaema,Lybiidae,176396.702,863044.0413,Bird
Stactolaema whytii,Stactolaema,Lybiidae,36606.95175,456225.3063,Bird
Stagonopleura bella,Stagonopleura,Estrildidae,46478.03617,276821.4436,Bird
Stagonopleura guttata,Stagonopleura,Estrildidae,655737.7165,1457239.851,Bird
Stagonopleura oculata,Stagonopleura,Estrildidae,599.1254128,82329.43877,Bird
Starnoenas cyanocephala,Starnoenas,Columbidae,52669.65604,110641.9031,Bird
Steatornis caripensis,Steatornis,Steatornithidae,6867.087112,1057268.683,Bird
Steganopus tricolor,Steganopus,Scolopacidae,3271565.646,15118551.34,Bird
Stelgidillas gracilirostris,Stelgidillas,Pycnonotidae,281571.6678,3807343.29,Bird
Stelgidopteryx ridgwayi,Stelgidopteryx,Hirundinidae,65897.7758,289804.6252,Bird
Stelgidopteryx ruficollis,Stelgidopteryx,Hirundinidae,2117857.518,13831464.34,Bird
Stelgidopteryx serripennis,Stelgidopteryx,Hirundinidae,1187165.488,11481228.55,Bird
Stenostira scita,Stenostira,Stenostiridae,38412.79001,1116959.098,Bird
Stephanoaetus coronatus,Stephanoaetus,Accipitridae,674722.2714,6608223.252,Bird
Stephanophorus diadematus,Stephanophorus,Thraupidae,235284.7717,1089017.872,Bird
Stephanoxis lalandi,Stephanoxis,Trochilidae,1825.736431,300520.0963,Bird
Stephanoxis loddigesii,Stephanoxis,Trochilidae,47962.40392,834341.7422,Bird
Stercorarius longicaudus,Stercorarius,Stercorariidae,5556329.8,53729548.95,Bird
Stercorarius parasiticus,Stercorarius,Stercorariidae,8988604.818,24146020.36,Bird
Stercorarius pomarinus,Stercorarius,Stercorariidae,21551829.09,143417551.8,Bird
Sterna acuticauda,Sterna,Laridae,1033663.79,3544561.66,Bird
Sterna aurantia,Sterna,Laridae,1801302.525,5657566.973,Bird
Sterna dougallii,Sterna,Laridae,17768762.61,34628909.74,Bird
Sterna forsteri,Sterna,Laridae,2184280.705,10873367.09,Bird
Sterna hirundinacea,Sterna,Laridae,1167958.839,1716894.146,Bird
Sterna hirundo,Sterna,Laridae,16888835.84,51345574.05,Bird
Sterna paradisaea,Sterna,Laridae,6853550.475,62571088.69,Bird
Sterna repressa,Sterna,Laridae,1282548.371,1914211.831,Bird
Sterna striata,Sterna,Laridae,2328686,4439263.637,Bird
Sterna sumatrana,Sterna,Laridae,11525348.65,49275737.12,Bird
Sterna trudeaui,Sterna,Laridae,357529.3156,539944.6131,Bird
Sterna virgata,Sterna,Laridae,0,1445840.668,Bird
Sterna vittata,Sterna,Laridae,3560772.01,10872255.97,Bird
Sternoclyta cyanopectus,Sternoclyta,Trochilidae,1392.179,40400.97727,Bird
Sternula albifrons,Sternula,Laridae,14091305.34,24702563.41,Bird
Sternula antillarum,Sternula,Laridae,2413087.737,3519667.337,Bird
Sternula balaenarum,Sternula,Laridae,558149.5038,739836.8464,Bird
Sternula lorata,Sternula,Laridae,200918.5807,201854.2905,Bird
Sternula nereis,Sternula,Laridae,711171.9893,816564.9888,Bird
Sternula saundersi,Sternula,Laridae,934615.6863,4572542.027,Bird
Sternula superciliaris,Sternula,Laridae,1521351.294,11385363.12,Bird
Sterrhoptilus capitalis,Sterrhoptilus,Zosteropidae,585.5260434,37149.29355,Bird
Sterrhoptilus dennistouni,Sterrhoptilus,Zosteropidae,104.9659617,15801.32032,Bird
Sterrhoptilus nigrocapitatus,Sterrhoptilus,Zosteropidae,199.7099482,30644.38945,Bird
Stictonetta naevosa,Stictonetta,Anatidae,2108336.919,5902367.554,Bird
Stigmatura bahiae,Stigmatura,Tyrannidae,35023.31594,572163.877,Bird
Stigmatura budytoides,Stigmatura,Tyrannidae,981688.0512,1867027.262,Bird
Stigmatura napensis,Stigmatura,Tyrannidae,47747.34441,322837.0305,Bird
Stiltia isabella,Stiltia,Glareolidae,1930076.45,5214519.077,Bird
Stiphrornis erythrothorax,Stiphrornis,Muscicapidae,70535.47647,812164.8506,Bird
Stiphrornis pyrrholaemus,Stiphrornis,Muscicapidae,4107.348325,112552.331,Bird
Stiphrornis xanthogaster,Stiphrornis,Muscicapidae,103409.9416,1422971.512,Bird
Stipiturus malachurus,Stipiturus,Maluridae,62712.7311,687090.5269,Bird
Stipiturus mallee,Stipiturus,Maluridae,20044.35043,20044.35043,Bird
Stipiturus ruficeps,Stipiturus,Maluridae,193623.875,568078.0498,Bird
Stizorhina finschi,Stizorhina,Turdidae,38257.6003,397351.6458,Bird
Stizorhina fraseri,Stizorhina,Turdidae,216110.1895,3553456.834,Bird
Stomiopera flava,Stomiopera,Meliphagidae,122240.7473,415054.8845,Bird
Stomiopera unicolor,Stomiopera,Meliphagidae,291554.5715,1189175.779,Bird
Strepera fuliginosa,Strepera,Artamidae,407.252588,68050.36553,Bird
Strepera graculina,Strepera,Artamidae,387685.6796,1580103.369,Bird
Strepera versicolor,Strepera,Artamidae,462041.2997,2079568.098,Bird
Streptocitta albertinae,Streptocitta,Sturnidae,37.83715312,2737.235398,Bird
Streptocitta albicollis,Streptocitta,Sturnidae,2362.296967,55724.5574,Bird
Streptocitta torquata,Streptocitta,Sturnidae,853.3063992,70872.5469,Bird
Streptopelia bitorquata,Streptopelia,Columbidae,21891.4323,186292.8039,Bird
Streptopelia capicola,Streptopelia,Columbidae,1265827.941,9534277.024,Bird
Streptopelia decaocto,Streptopelia,Columbidae,5330749.821,19323666.33,Bird
Streptopelia decipiens,Streptopelia,Columbidae,2148510.343,7209887.266,Bird
Streptopelia dusumieri,Streptopelia,Columbidae,16950.70236,278184.2247,Bird
Streptopelia hypopyrrha,Streptopelia,Columbidae,14419.8646,529922.8525,Bird
Streptopelia lugens,Streptopelia,Columbidae,22411.33169,945568.8264,Bird
Streptopelia orientalis,Streptopelia,Columbidae,3328663.5,20060786.76,Bird
Streptopelia reichenowi,Streptopelia,Columbidae,29978.6917,153525.11060000001,Bird
Streptopelia roseogrisea,Streptopelia,Columbidae,2676961.385,6666640.899,Bird
