FID,id_no,binomial,presence,origin,seasonal,compiler,yrcompiled,citation,subspecies,subpop,source,island,tax_comm,dist_comm,generalisd,legend,kingdom,phylum,class,order_,family,genus,category,marine,terrestial,freshwater,SHAPE_Leng,SHAPE_Area
4092,1093,Ambystoma lermaense,1,1,1,"IUCN, Paulina Arias Caballero-CONABIO",2014,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe, CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Ambystoma,EN,false,true,true,0.686140873,0.025673962
4093,58930,Philautus umbra,1,1,1,Louise Hobin,2018,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Philautus,LC,false,true,false,1.235969105,0.044945858
4094,54525,Atelopus mandingues,1,1,1,Louise Hobin,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,DD,false,true,true,0.309226202,0.006960727
4095,54687,Bufotes latastii,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Bufotes,LC,false,true,true,14.13756032,5.860084083
4096,68206465,Boophis occidentalis,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Boophis,LC,false,true,true,2.070462942,0.049713652
4097,158545,Atelopus oxapampae,1,1,1,Kelsey Neam and Louise Hobin,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,EN,false,true,true,0.610846935,0.019271167
4098,54476,Ansonia minuta,1,1,1,Louise Hobin,2018,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,LC,false,true,true,0.211798667,0.002211721
4099,54476,Ansonia minuta,1,1,1,Kelsey Neam,2018,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,LC,false,true,true,9.068566784,0.953079737
4100,54476,Ansonia minuta,1,1,1,IUCN,2018,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,LC,false,true,true,8.150710666,1.212593088
4101,56345,Crossodactylodes izecksohni,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Crossodactylodes,NT,false,true,false,0.18022665,0.002584742
4102,58231,Aubria masako,1,1,1,IUCN,2014,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Aubria,LC,false,true,true,39.50849798,92.4847321
4103,55843,Agalychnis buckleyi,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,LC,false,true,true,16.46925861,4.778987576
4104,520,Adelotus brevis,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LIMNODYNASTIDAE,Adelotus,NT,false,true,true,75.93579575,43.84715531
4105,61899,Bolitoglossa obscura,1,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , ,"Wake, Hanken and Savage, 2005", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,DD,false,true,false,0.098751196,0.000776004
4106,149286315,Nothophryne ribauensis,1,1,1,Krystal Tolley,2019,IUCN (International Union for Conservation of Nature) and Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Nothophryne,EN,false,true,true,0.601345551,0.011830438
4107,58714,Lithobates sevosus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , ,"S. Richter, unpubl. data", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Lithobates,CR,false,true,true,0.689172116,0.012598338
4108,58714,Lithobates sevosus,4,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , ,"Blackburn et al., 2001, Richter et al., 2003", , , ,0,Possibly Extinct,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Lithobates,CR,false,true,true,11.49546808,2.002154233
4109,54626,Anaxyrus debilis,1,1,1,Nieves Garcia,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe, CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Anaxyrus,LC,false,true,true,97.02171148,136.86953
4110,57853,Kaloula mediolineata,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Kaloula,NT,false,true,true,31.71670345,18.01385832
4111,55118,Hyloxalus mystax,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Hyloxalus,DD,false,true,true,0.064880749,0.000334974
4112,173111497,Pelodytes punctatus,1,1,1,Louise Hobin,2020,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODYTIDAE,Pelodytes,LC,false,true,true,105.0679261,80.2494662
4113,136930941,Choerophryne pipiens,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Choerophryne,LC,false,true,false,0.100598011,0.000805291
4114,56785,Strabomantis necerus,4,1,1,IUCN,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Possibly Extinct,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Strabomantis,CR,false,true,true,9.859093427,0.220325779
4115,56785,Strabomantis necerus,4,1,1,Louise Hobin,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Possibly Extinct,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Strabomantis,CR,false,true,true,0.100456674,0.00080303
4116,3069,Breviceps gibbosus,1,1,1,Alex Rebelo,2016,"IUCN (International Union for Conservation of Nature), Conservation International and South African Frog Re-assessment Group (SA-FRoG).", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Breviceps,NT,false,true,false,6.078961399,0.318626641
4117,76317622,Cophixalus tomaiodactylus,1,1,1,Steve Best,2015,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Cophixalus,LC,false,true,false,1.314509783,0.110087736
4118,55109,Hyloxalus maquipucuna,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Hyloxalus,DD,false,true,true,0.114188745,0.00103759
4119,57884,Microhyla maculifera,3,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Possibly Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Microhyla,DD,false,true,true,0.8003401,0.028207832
4120,57884,Microhyla maculifera,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Microhyla,DD,false,true,true,0.169015645,0.002273183
4121,57807,Elachistocleis bicolor,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Elachistocleis,LC,false,true,true,89.89072388,145.0968129
4122,59442,Cynops orientalis,1,1,1,Xie Feng,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Cynops,LC,false,true,true,51.57268273,36.52666922
4123,54597,Rhaebo caeruleostictus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Rhaebo,EN,false,true,true,11.78109747,1.443784248
4124,55958,Scinax fuscovarius,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Scinax,LC,false,true,true,114.6239749,427.7472861
4125,59123,Batrachoseps gavilanensis,1,1,1,Nieves Garcia,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Batrachoseps,LC,false,true,false,5.821966202,1.139625781
4126,58798,Chiromantis kelleri,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Chiromantis,LC,false,true,true,47.0732607,88.35540914
4127,57851,Kaloula kalingensis,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Kaloula,LC,false,true,false,15.81368629,1.224153729
4128,57350,Telmatobius mayoloi,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,EN,false,false,true,0.729487501,0.041151461
4129,56856,Pristimantis phragmipleuron,4,1,1,Louise Hobin,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Possibly Extinct,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,CR,false,true,false,0.101974026,0.000827472
4130,135849,Sarcohyla miahuatlanensis,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Sarcohyla,DD,false,true,true,0.104478904,0.000868624
4131,57924,Oreophryne moluccensis,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Oreophryne,LC,false,true,false,17.45327352,1.633402074
4132,55951,Scinax duartei,1,1,1,IUCN,2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Scinax,LC,false,true,true,8.579225775,2.503573201
4133,55717,Litoria darlingtoni,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODRYADIDAE,Litoria,LC,false,true,true,8.779031839,2.677115043
4134,56409,Eleutherodactylus amadeus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,CR,false,true,false,0.987272824,0.031265404
4135,59567,Idiocranium russeli,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,INDOTYPHLIDAE,Idiocranium,DD,false,true,false,4.283401698,0.576176289
4136,54380,Arthroleptis poecilonotus,1,1,1,IUCN,2013,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , ,Modified in 2009 to encompass Kyabobo National Park,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Arthroleptis,LC,false,true,false,135.7006188,209.0742993
4137,54380,Arthroleptis poecilonotus,1,1,1,IUCN,2013,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Arthroleptis,LC,false,true,false,1.852011347,0.157908651
4138,119243805,Leptobrachium tengchongense,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachium,EN,false,true,true,1.104907233,0.046460558
4139,149667541,Hynobius iwami,1,1,1,Janice Chanson,2020,IUCN (International Union for the Conservation of Nature), , ,Matsui et al. 2019, , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,EN,false,true,true,2.879733889,0.2359143
4140,56381,Cycloramphus valae,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CYCLORAMPHIDAE,Cycloramphus,DD,false,true,true,3.378028695,0.372131105
4141,59085,Batrachuperus pinchonii,1,1,1,Jie Wang and Lauren Warr,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Batrachuperus,VU,false,true,true,15.41334856,10.10286106
4142,57375,Zachaenus parvulus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CYCLORAMPHIDAE,Zachaenus,LC,false,true,false,5.265314879,0.677934455
4143,56181,Hyperolius pictus,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,LC,false,true,true,12.02974792,2.756080236
4144,57513,Gephyromantis pseudoasper,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Gephyromantis,LC,false,true,true,11.96582939,1.691543319
4145,57513,Gephyromantis pseudoasper,1,1,1,Jennifer Luedtke,2015,International Union for Conservation of Nature (IUCN), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Gephyromantis,LC,false,true,true,1.134957332,0.021339972
4146,18435497,Elachistocleis matogrosso,1,1,1,Laurence Jarvis,2012,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Elachistocleis,LC,false,true,true,5.195999314,1.082583275
4147,76317569,Choerophryne nigrescens,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Choerophryne,DD,false,true,false,0.100649627,0.000806117
4148,56300,Adelophryne baturitensis,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Adelophryne,VU,false,true,false,1.634053334,0.084158262
4149,57586,Megophrys microstoma,3,1,1,Timothy Cutajar,2015,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Possibly Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,LC,false,true,true,154.1537587,9.77842916
4150,57586,Megophrys microstoma,1,1,1,Timothy Cutajar,2015,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,LC,false,true,true,985.8595366,29.61604473
4151,56287,Leptopelis zebra,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Leptopelis,LC,false,true,true,11.02790968,7.021758531
4152,56287,Leptopelis zebra,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , ,protectedplanet.net, , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Leptopelis,LC,false,true,true,6.904640432,0.338043454
