OBJECTID,id_no,binomial,orig_area_km2
1135,111935780,Cryptomys pretoriae,3785.71191675605
1136,136545,Cryptonanus agricolai,1142694.5098481199
1137,136845,Cryptonanus chacoensis,880291.7053553639
1138,136705,Cryptonanus guahybae,7568.7723609144286
1139,136749,Cryptonanus unduaviensis,310840.37589391181
1140,5760,Cryptoprocta ferox,442916.13160840829
1141,136789,Cryptotis alticola,111001.4098123412
1142,45954361,Cryptotis aroensis,810.87830418631552
1143,136736,Cryptotis brachyonyx,10525.496425573479
1144,96829126,Cryptotis cavatorculus,116.23351657672551
1145,96828906,Cryptotis celaque,245.13534873016479
1146,136795,Cryptotis colombiana,5940.0293935610443
1147,114956336,Cryptotis dinirensis,1807.3351536642431
1148,5763,Cryptotis endersi,1049.020756508932
1149,136438,Cryptotis equatoris,33341.355158569982
1150,41371,Cryptotis goldmani,47998.245120876207
1151,48269679,Cryptotis goodwini,39439.139838451832
1152,5764,Cryptotis gracilis,12412.024350771409
1153,48269619,Cryptotis griseoventris,156.78512273815659
1154,5765,Cryptotis hondurensis,96.616463825403059
1155,48269646,Cryptotis lacertosus,237.67558130304079
1156,5766,Cryptotis magna,14384.906825221429
1157,48269568,Cryptotis mam,1020.065577403844
1158,136488,Cryptotis mayensis,136567.2858921967
1159,96829093,Cryptotis mccarthyi,81.764887304332959
1160,136267,Cryptotis medellinia,14038.949506787911
1161,48268560,Cryptotis meridensis,13485.19326359425
1162,136398,Cryptotis merriami,95422.06170860563
1163,136299,Cryptotis merus,2258.795216017334
1164,41374,Cryptotis mexicana,31917.522469809119
1165,41375,Cryptotis montivaga,29768.551450178591
1166,136389,Cryptotis nelsoni,26.78584808168355
1167,96829156,Cryptotis niausa,4152.6064052498941
1168,41376,Cryptotis nigrescens,21177.624433037148
1169,136462,Cryptotis obscura,14447.481866819569
1170,45954370,Cryptotis oreoryctes,41.864464476101837
1171,136838,Cryptotis orophila,119615.86721150611
1172,41377,Cryptotis parva,4121744.2310585598
1173,136550,Cryptotis peregrina,684.74078812865434
1174,91356351,Cryptotis perijensis,1385.3712558912409
1175,136734,Cryptotis peruviensis,13995.06498807257
1176,136639,Cryptotis phillipsii,5969.6547408061724
1177,41378,Cryptotis squamipes,38079.78688271765
1178,136780,Cryptotis tamensis,5984.2626984669023
1179,41379,Cryptotis thomasi,23698.048342266022
1180,136757,Cryptotis tropicalis,102824.22437159671
1181,48267978,Cryptotis venezuelensis,782.95777940331186
1182,5792,Ctenodactylus gundi,132763.45325218121
1183,5793,Ctenodactylus vali,57360.376880594442
1184,5795,Ctenomys argentinus,27069.358977428688
1185,5796,Ctenomys australis,38470.45960708733
1186,5797,Ctenomys azarae,7813.8189813554263
1187,136687,Ctenomys bergi,5375.8593561975131
1188,5798,Ctenomys boliviensis,133222.7310312824
1189,5799,Ctenomys bonettoi,19378.69553310789
1190,5800,Ctenomys brasiliensis,3543.0208545346231
1191,5801,Ctenomys colburni,173420.6222685352
1192,136308,Ctenomys coludo,33789.414871197689
1193,5802,Ctenomys conoveri,98393.958207552219
1194,136295,Ctenomys coyhaiquensis,18160.84114030825
1195,136234,Ctenomys dorbignyi,85265.611885685648
1196,5803,Ctenomys dorsalis,35978.353283545417
1197,5804,Ctenomys emilianus,26286.151024968811
1198,136588,Ctenomys famosus,39214.680152833767
1199,136464,Ctenomys flamarioni,35816.938029329758
1200,136499,Ctenomys fochi,37823.542877743828
1201,136601,Ctenomys fodax,43180.629213946901
1202,115553730,Ctenomys frater,217653.2103180839
1203,5806,Ctenomys fulvus,97098.150815203058
1204,136607,Ctenomys goodfellowi,22596.291663259191
1205,5807,Ctenomys haigi,26896.458557456572
1206,45958852,Ctenomys ibicuiensis,9962.9790803181586
1207,136281,Ctenomys johannis,48453.850638173331
1208,136556,Ctenomys juris,42786.100897461773
1209,5808,Ctenomys knighti,42363.332003378848
1210,136567,Ctenomys lami,11407.709396158571
1211,5809,Ctenomys latro,6530.9252709673519
1212,5810,Ctenomys leucodon,11433.614314408829
1213,5811,Ctenomys lewisi,4752.3377508979893
1214,5812,Ctenomys magellanicus,252502.66318885711
1215,5813,Ctenomys maulinus,51468.320747582133
1216,5814,Ctenomys mendocinus,137036.90203667479
1217,5815,Ctenomys minutus,54965.387462944687
1218,5817,Ctenomys occultus,38100.320860818429
1219,5818,Ctenomys opimus,288116.38599027292
1220,136390,Ctenomys osvaldoreigi,44980.879386882771
1221,5819,Ctenomys pearsoni,23369.99717953692
1222,5820,Ctenomys perrensi,45272.720776880851
1223,5821,Ctenomys peruanus,5463.8700184267109
1224,136289,Ctenomys pilarensis,45773.703735947631
1225,5822,Ctenomys pontifex,82205.68945514808
1226,5823,Ctenomys porteousi,46178.747298436698
1227,136370,Ctenomys pundti,10500.00208067741
1228,136635,Ctenomys rionegrensis,86801.487947992908
1229,136633,Ctenomys roigi,84.659539095338189
1230,5824,Ctenomys saltarius,78379.783913975829
1231,136568,Ctenomys scagliai,59105.219472680052
1232,5825,Ctenomys sericeus,41580.390705094833
1233,5826,Ctenomys sociabilis,22795.877468938539
1234,5827,Ctenomys steinbachi,19202.009605933221
1235,5828,Ctenomys talarum,51323.139440819017
1236,5829,Ctenomys torquatus,241188.78715925291
1237,5830,Ctenomys tuconax,52550.678245391748
1238,5831,Ctenomys tucumanus,41465.686008748991
1239,136826,Ctenomys tulduco,143.16133608348949
1240,5832,Ctenomys validus,56216.324990069661
1241,136758,Ctenomys viperinus,67505.531232760535
1242,136681,Ctenomys yolandae,56247.045804944872
1243,699,Cuniculus paca,13436596.69628573
1244,700,Cuniculus taczanowskii,406872.67714804137
1245,5953,Cuon alpinus,3443490.3258094811
1246,136466,Cuscomys ashaninka,44.226018214167468
1247,136658,Cuscomys oblativa,252.6999851418544
1248,6019,Cyclopes didactylus,7891176.7349548927
1249,41597,Cynictis penicillata,2252303.4183384581
1250,6081,Cynocephalus volans,120524.27044268011
1251,6082,Cynogale bennettii,1090112.140582758
1252,13637,Cynomops abrasus,9896549.1354491599
1253,13639,Cynomops greenhalli,4471097.8520856937
1254,136611,Cynomops mexicanus,236536.57570048439
1255,87993512,Cynomops milleri,2202318.179334457
1256,87993365,Cynomops paranus,6860378.5128224567
1257,13642,Cynomops planirostris,11449330.063110551
1258,42453,Cynomys gunnisoni,309499.0589702258
1259,42454,Cynomys leucurus,269544.01693670568
1260,6091,Cynomys ludovicianus,1820835.386818049
1261,6089,Cynomys mexicanus,13332.34200088398
1262,6090,Cynomys parvidens,31816.46945027083
1263,6103,Cynopterus brachyotis,2699388.1649090899
1264,6104,Cynopterus horsfieldii,1485601.5508538249
1265,136798,Cynopterus luzoniensis,455804.73771689797
1266,136423,Cynopterus minutus,1461294.0343221051
1267,6105,Cynopterus nusatenggara,85669.009607766508
1268,6106,Cynopterus sphinx,6456049.819093355
1269,6107,Cynopterus titthaecheilus,598087.11607665149
1270,6204,Cystophora cristata,7715590.6927806446
1271,6206,Cyttarops alecto,687786.11198101775
1272,6219,Dacnomys millardi,41719.853157569138
1273,6220,Dactylomys boliviensis,337011.21725702111
1274,6221,Dactylomys dactylinus,3305352.6053660801
1275,6222,Dactylomys peruanus,163.76688231473409
1276,6225,Dactylonax palpator,213287.56566963589
1277,6223,Dactylopsila megalura,62968.139798325697
1278,6224,Dactylopsila tatei,144.86648747848119
1279,6226,Dactylopsila trivirgata,765394.38784977607
1280,42188,Dama dama,4018761.132799766
1281,6232,Dama mesopotamica,614.20160046982426
1282,6235,Damaliscus lunatus,1840644.7640462089
1283,30208,Damaliscus pygargus,395529.68956201657
1284,6267,Dasycercus blythi,1470730.7402230031
1285,6266,Dasycercus cristicauda,114859.6629625045
1286,40527,Dasykaluta rosamondae,386515.06698703842
1287,6268,Dasymys foxi,51936.763149959232
1288,6269,Dasymys incomtus,6435499.1147769941
1289,6270,Dasymys montanus,1879.3537427542699
1290,6271,Dasymys nudipes,137653.68028522801
1291,6272,Dasymys rufulus,1666845.497742875
1292,6278,Dasyprocta azarae,1667383.993485888
1293,6279,Dasyprocta coibae,497.24314437199638
1294,89497187,Dasyprocta croconota,369075.30342040141
1295,6281,Dasyprocta fuliginosa,2612209.6558765229
1296,6282,Dasyprocta guamara,7993.829212754541
1297,89531729,Dasyprocta iacki,46348.713286696613
1298,6283,Dasyprocta kalinowskii,67071.005482062537
1299,89497102,Dasyprocta leporina,4557244.5931325797
1300,6285,Dasyprocta mexicana,107849.1063873729
1301,6286,Dasyprocta prymnolopha,1929730.806229437
1302,89497686,Dasyprocta punctata,1306842.125573504
1303,6287,Dasyprocta ruatanica,156.60560143405471
1304,89497716,Dasyprocta variegata,421631.05786039721
1305,6288,Dasypus hybridus,1423793.3673169189
1306,6289,Dasypus kappleri,6028938.5592884794
1307,6290,Dasypus novemcinctus,18205422.964014638
1308,6291,Dasypus pilosus,53162.829187673917
1309,6292,Dasypus sabanicola,441446.66612811561
1310,6293,Dasypus septemcinctus,5797230.0796263963
1311,61924,Dasypus yepesi,22454.298345273521
1312,6265,Dasyuroides byrnei,71530.93506943954
1313,6299,Dasyurus albopunctatus,580302.29653474048
1314,6294,Dasyurus geoffroii,188708.29766734809
1315,6295,Dasyurus hallucatus,331649.15044232312
1316,6300,Dasyurus maculatus,464972.1513102295
1317,6301,Dasyurus spartacus,26551.618089366151
1318,6296,Dasyurus viverrinus,63883.693450732193
1319,6302,Daubentonia madagascariensis,124674.792742962
1320,6313,Delanymys brooksi,3946.3295910575289
1321,136338,Delomys collinus,88365.151242857406
1322,6329,Delomys dorsalis,292197.87140709307
1323,6330,Delomys sublineatus,150886.10686137111
1324,6335,Delphinapterus leucas,9679577.8457367532
1325,134817215,Delphinus delphis,89159472.540376142
1326,156206333,Delphinus delphis Gulf of Corinth subpopulation,833.07400158776375
1327,738,Deltamys kempi,141586.6809033133
1328,6405,Dendrogale melanura,33542.555714801689
1329,41490,Dendrogale murina,204368.29853716839
1330,6409,Dendrohyrax arboreus,2446084.9488751292
1331,6410,Dendrohyrax dorsalis,3057677.7097367039
1332,136599,Dendrohyrax validus,37809.960337973956
1333,6426,Dendrolagus bennettianus,3562.4760879807982
1334,6427,Dendrolagus dorianus,39846.731527320873
1335,6429,Dendrolagus goodfellowi,114879.7141200147
1336,6431,Dendrolagus inustus,144434.12337785991
1337,6432,Dendrolagus lumholtzi,7382.914589279967
1338,6433,Dendrolagus matschiei,13584.506518109019
1339,136668,Dendrolagus mayri,80.56875381681634
1340,6437,Dendrolagus mbaiso,5558.2878290017916
1341,136732,Dendrolagus notatus,84950.023117085875
1342,136696,Dendrolagus pulcherrimus,2990.614624957961
1343,6435,Dendrolagus scottae,1246.3572331258961
1344,6436,Dendrolagus spadix,49874.000226024953
1345,136812,Dendrolagus stellarum,46924.621352245791
1346,6434,Dendrolagus ursinus,28295.843552877999
1347,6440,Dendromus insignis,26896.863776535069
1348,6439,Dendromus kahuziensis,122.94538177838091
1349,6441,Dendromus kivu,27532.34157425159
1350,45958985,Dendromus lachaisei,20355.44626490337
1351,6442,Dendromus lovati,38666.743357435837
1352,6443,Dendromus melanotis,4307437.8734766413
1353,6444,Dendromus mesomelas,588646.67892508197
1354,6445,Dendromus messorius,60941.64124326552
1355,6446,Dendromus mystacalis,2937069.74575578
1356,6447,Dendromus nyikae,2375782.772178174
1357,6448,Dendromus oreas,1370.2015310515089
1358,45959000,Dendromus ruppi,1606.4078079885919
1359,6449,Dendromus vernayi,318.13808771260142
1360,6483,Dendroprionomys rousseloti,281.74961851334098
1361,6490,Deomys ferrugineus,1293567.996636054
1362,6491,Dephomys defua,426031.69430434873
1363,2122,Dermanura anderseni,4071910.9441284859
1364,2123,Dermanura azteca,606563.95913952577
1365,83683094,Dermanura bogotensis,253063.79666857631
1366,2124,Dermanura cinerea,4321762.0021664426
1367,83683065,Dermanura glauca,2660228.8990304531
1368,2129,Dermanura gnoma,10007849.376312111
1369,83683287,Dermanura phaeotis,3737197.586551704
1370,83683265,Dermanura rava,252992.72492257541
1371,136505,Dermanura rosenbergi,113666.7212595782
1372,2140,Dermanura tolteca,849440.25262851245
1373,99586593,Dermanura watsoni,554689.13126869127
1374,18731,Desmalopex leucopterus,52582.904114927267
1375,84457227,Desmalopex microleucopterus,613.44024596884287
1376,6506,Desmana moschata,1215798.4000260951
1377,6508,Desmodilliscus braueri,3380044.690218471
1378,6509,Desmodillus auricularis,1955065.906609467
1379,6510,Desmodus rotundus,17726363.158106189
1380,6511,Desmomys harringtoni,265251.37873066339
1381,45052,Desmomys yaldeni,9679.5194929015397
1382,6520,Diaemus youngi,13058400.733957499
1383,6553,Dicerorhinus sumatrensis,960082.52223507792
1384,6557,Diceros bicornis,19274957.959950872
1385,6561,Diclidurus albus,12496727.52839629
1386,6562,Diclidurus ingens,2088147.3309128969
1387,6563,Diclidurus isabella,1061780.826760706
1388,6564,Diclidurus scutatus,1540597.715541272
1389,42618,Dicrostonyx groenlandicus,2562331.1504155942
1390,42619,Dicrostonyx hudsonius,492535.89958187978
1391,42620,Dicrostonyx nelsoni,334086.11637488741
1392,6567,Dicrostonyx nunatakensis,54587.584003136952
1393,42622,Dicrostonyx richardsoni,405352.1165317212
1394,6568,Dicrostonyx torquatus,2616003.2593061668
1395,39974,Dicrostonyx unalascensis,4510.2408767429897
1396,6569,Dicrostonyx vinogradovi,7784.6082285390494
1397,40489,Didelphis albiventris,6797414.2064255746
1398,40500,Didelphis aurita,1447463.6879154269
1399,136592,Didelphis imperfecta,530389.17531711492
1400,40501,Didelphis marsupialis,9324140.5157012343
1401,136395,Didelphis pernigra,1033692.41744302
1402,40502,Didelphis virginiana,6032910.7807490556
1403,6607,Dinaromys bogdanovi,79580.239989716225
1404,6608,Dinomys branickii,1390143.079776807
1405,6622,Diomys crumpi,96.604724812706451
1406,6628,Diphylla ecaudata,8093143.0615487956
1407,6635,Diplogale hosei,100926.1116482558
1408,41448,Diplomesodon pulchellum,1818347.1542935821
1409,6662,Diplomys caniceps,432.21717143348872
1410,6663,Diplomys labilis,110966.9219063933
1411,6671,Diplothrix legata,799.96911574546607
1412,6684,Dipodomys agilis,38594.397264202977
1413,42599,Dipodomys californicus,86208.224824161676
1414,6685,Dipodomys compactus,49441.306012779838
1415,6686,Dipodomys deserti,307693.54933446308
1416,6675,Dipodomys elator,10767.95239066839
1417,6676,Dipodomys gravipes,5681.3941905571482
1418,42600,Dipodomys heermanni,70207.859944851618
1419,6678,Dipodomys ingens,6784.2471407877256
1420,92465716,Dipodomys merriami,1423710.773410775
1421,42603,Dipodomys microps,392307.85753249459
1422,6690,Dipodomys nelsoni,192580.76820751981
1423,6683,Dipodomys nitratoides,11331.475982547579
1424,6691,Dipodomys ordii,3419499.4499523919
1425,92464382,Dipodomys ornatus,201223.00687434949
1426,42604,Dipodomys panamintinus,60988.831113127329
1427,92463503,Dipodomys phillipsii,62377.104581982931
1428,136630,Dipodomys simulans,97804.314563530308
1429,6693,Dipodomys spectabilis,523897.59881338122
1430,6682,Dipodomys stephensi,9357.5173051156853
1431,42605,Dipodomys venustus,16355.324544755231
1432,6705,Dipus sagitta,3156283.9556901278
1433,6765,Distoechurus pennatus,536094.92028224701
1434,136374,Dobsonia anderseni,46526.995655046427
1435,6772,Dobsonia beauforti,10000.151565183771
1436,6773,Dobsonia chapmani,29.113242082498989
1437,136571,Dobsonia crenulata,209291.7684125769
1438,6774,Dobsonia emersa,2533.4044961744389
1439,6775,Dobsonia exoleta,179910.94160958769
1440,6778,Dobsonia inermis,34750.338287217972
1441,84882338,Dobsonia magna,892764.73886663187
1442,6770,Dobsonia minor,614812.47281753039
1443,84882605,Dobsonia moluccensis,39785.12475928411
1444,6776,Dobsonia pannietensis,5506.8234607611521
1445,6771,Dobsonia peronii,87783.684517098038
1446,6777,Dobsonia praedatrix,44746.120859152412
1447,6780,Dobsonia viridis,27753.007812623131
1448,6785,Dolichotis patagonum,1242869.620030947
1449,6786,Dolichotis salinicola,735948.2057567077
1450,41598,Dologale dybowskii,487957.84751172259
1451,6793,Dorcatragus megalotis,51752.623517137217
1452,6794,Dorcopsis atrata,83.250353735337228
1453,6795,Dorcopsis hageni,152963.2111544424
1454,6799,Dorcopsis luctuosa,159603.8928523197
1455,6800,Dorcopsis muelleri,125656.6706724042
1456,6801,Dorcopsulus macleayi,25885.957862944731
1457,6802,Dorcopsulus vanheurni,179395.13571251789
1458,6820,Dremomys everetti,65728.027811287669
1459,136313,Dremomys gularis,42684.868392481098
1460,6821,Dremomys lokriah,361770.40999127203
1461,6822,Dremomys pernyi,1752855.5017954709
1462,6823,Dremomys pyrrhomerus,273464.57820440148
1463,6824,Dremomys rufigenis,1600218.9991075541
1464,6834,Dromiciops gliroides,139168.71785492319
1465,88120233,Dryadonycteris capixaba,29395.617662680881
1466,46205572,Drymoreomys albimaculatus,141408.68640245101
1467,6859,Dryomys laniger,32976.465947010191
1468,40767,Dryomys niethammeri,28.952303348220511
1469,6858,Dryomys nitedula,5229024.3720147982
1470,6909,Dugong dugon,6469978.1633813092
1471,157011948,Dugong dugon Nansei subpopulation,44205.294793073379
1472,6923,Dusicyon australis,10936.355750644339
1473,82337482,Dusicyon avus,1614055.8897013511
1474,136356,Dyacopterus brooksi,429470.10582812998
1475,84457541,Dyacopterus rickarti,2926.5653556774769
1476,6931,Dyacopterus spadiceus,445037.19790641038
1477,41488,Dymecodon pilirostris,38975.606912379611
1478,6979,Echimys chrysurus,1583321.2500542931
1479,6987,Echimys saturnus,131044.9439634041
1480,136652,Echimys vieirai,68147.616194347313
1481,40592,Echinops telfairi,111000.4775970715
1482,40603,Echinosorex gymnura,1373927.159689893
1483,136230,Echiothrix centrosa,29007.0527585973
1484,7014,Echiothrix leucura,7189.867983956
1485,7015,Echymipera clara,175464.94965994279
1486,7017,Echymipera davidi,278.31303719901359
1487,7016,Echymipera echinista,631.1625476911322
1488,7018,Echymipera kalubu,840230.16245742503
1489,7019,Echymipera rufescens,859313.23753922363
1490,7030,Ectophylla alba,124366.85350655339
1491,7083,Eidolon dupreanum,459952.86672909831
1492,7084,Eidolon helvum,11788466.9434947
1493,41644,Eira barbara,13375273.87569508
1494,7112,Elaphodus cephalophus,1944189.9092923601
1495,7121,Elaphurus davidianus,217.56542480137529
1496,42658,Elephantulus brachyrhynchus,3873859.948747728
1497,7136,Elephantulus edwardii,193824.20528120341
1498,42659,Elephantulus fuscipes,150897.126729749
1499,42660,Elephantulus fuscus,155031.75990954539
1500,42661,Elephantulus intufi,1213308.6045675511
1501,42662,Elephantulus myurus,968718.38263191085
1502,165924,Elephantulus pilicaudus,28411.466825115269
1503,7137,Elephantulus revoilii,124783.8153974632
1504,42663,Elephantulus rozeti,730290.22965651553
1505,42664,Elephantulus rufescens,1493547.322612589
1506,7138,Elephantulus rupestris,557929.81853914016
1507,7140,Elephas maximus,894367.84757430153
1508,7577,Eligmodontia moreni,46842.555203810953
1509,7578,Eligmodontia morgani,371780.8768101536
1510,7579,Eligmodontia puerulus,447140.8366555695
1511,48303074,Eligmodontia typus,923061.62197075947
1512,7619,Eliomys melanurus,148672.1038846712
1513,136469,Eliomys munbyanus,874209.49312254007
1514,7618,Eliomys quercinus,2361938.813026594
1515,48267436,Eliurus antsingy,1263.36436194866
1516,48266951,Eliurus carletoni,2411.2529234872381
1517,136251,Eliurus danieli,866.35126439820533
1518,136325,Eliurus ellermani,19.81387844753398
1519,29460,Eliurus grandidieri,60596.301162857671
1520,7622,Eliurus majori,88713.276915677576
1521,7621,Eliurus minor,114226.12521421519
1522,7623,Eliurus myoxinus,279000.70690540038
1523,7624,Eliurus penicillatus,1756.7110958760461
1524,136316,Eliurus petteri,1491.9511823146511
1525,7625,Eliurus tanala,120850.3696794642
1526,7626,Eliurus webbi,133414.81707842401
1527,7653,Ellobius alaicus,2603.354312443088
1528,7654,Ellobius fuscocapillus,478900.68697195541
1529,7655,Ellobius lutescens,310071.55461000162
1530,7656,Ellobius talpinus,2984348.4906617398
1531,7657,Ellobius tancrei,3010220.7817069739
1532,7670,Emballonura alecto,1212058.6432293721
1533,7672,Emballonura beccarii,91116.041841578102
1534,7673,Emballonura dianae,90454.630168819131
1535,7667,Emballonura furax,67862.599562021889
1536,7674,Emballonura monticola,1690478.37452196
1537,7668,Emballonura raffrayana,216467.05926501949
1538,7669,Emballonura semicaudata,20505.932350831059
1539,41528,Emballonura serii,11497.34033518811
1540,2130,Enchisthenes hartii,3104218.3543737
1541,7750,Enhydra lutris,2026436.7152025439
1542,7781,Eoglaucomys fimbriatus,188926.50228095739
1543,7782,Eolagurus luteus,398254.83504156291
1544,7783,Eolagurus przewalskii,903282.1530879857
1545,7786,Eonycteris major,732628.33844745532
1546,136768,Eonycteris robusta,114505.8079469019
1547,7787,Eonycteris spelaea,3525503.0529983952
1548,14118,Eospalax fontanierii,1200223.700260347
1549,14121,Eospalax rothschildi,231533.73125928
1550,14122,Eospalax smithii,134748.6057715269
1551,136507,Eothenomys cachinus,26621.744565734571
1552,7797,Eothenomys chinensis,9006.5015543725967
1553,7798,Eothenomys custos,115701.87629077271
1554,7801,Eothenomys melanogaster,1722840.8730433311
1555,136275,Eothenomys miletus,402542.37621739903
1556,7802,Eothenomys olitor,178204.15077490249
1557,7803,Eothenomys proditor,38457.610697641692
1558,136196,Eothenomys wardi,8334.4623423039884
1559,7806,Eozapus setchuanus,544450.81021493732
1560,41428,Episoriculus caudatus,315673.14042769518
1561,41429,Episoriculus fumidus,12808.808786869749
1562,41432,Episoriculus leucops,236573.22903676031
1563,41433,Episoriculus macrurus,375487.3986020108
1564,7899,Epixerus ebii,540522.20358785323
1565,7901,Epomophorus angolensis,383556.06538980937
1566,136351,Epomophorus anselli,3402.116511911624
1567,44697,Epomophorus crypturus,2084445.9086864011
1568,7903,Epomophorus gambianus,3790977.1292931889
1569,7902,Epomophorus grandis,508.12608217095908
1570,84457881,Epomophorus labiatus,1765033.447106783
1571,7905,Epomophorus minimus,264479.91614066099
1572,84458822,Epomophorus minor,2216657.4432300371
1573,7906,Epomophorus wahlbergi,5000775.3626035033
1574,7907,Epomops buettikoferi,1079109.276848383
1575,7908,Epomops dobsonii,1366933.446737594
1576,7909,Epomops franqueti,4508945.5432293722
1577,85198368,Eptesicus anatolicus,503891.32064207189
1578,7912,Eptesicus andinus,811292.81156386924
1579,7914,Eptesicus bobrinskoi,643915.45201794989
1580,85197425,Eptesicus bottae,1067294.0885917761
1581,7916,Eptesicus brasiliensis,13116987.650739729
1582,136524,Eptesicus chiriquinus,274036.04288875603
1583,7922,Eptesicus diminutus,2385974.9209567392
1584,7921,Eptesicus dimissus,4071.4664914957962
1585,7926,Eptesicus floweri,1466411.8025914
1586,7927,Eptesicus furinalis,16292636.17173023
1587,7928,Eptesicus fuscus,12796172.1770365
1588,41531,Eptesicus gobiensis,3884635.2910359241
1589,7929,Eptesicus guadeloupensis,1468.688744723258
1590,7931,Eptesicus hottentotus,2853412.8627163698
1591,7932,Eptesicus innoxius,167225.64760125661
1592,85200107,Eptesicus isabellinus,852637.90496162081
1593,136823,Eptesicus japonensis,1460.465906354649
1594,7933,Eptesicus kobayashii,1214.2920670922899
1595,85200388,Eptesicus lobatus,26893.51908822449
1596,7910,Eptesicus nilssonii,10472430.56912687
1597,85198662,Eptesicus ognevi,1880061.4288336181
1598,85200202,Eptesicus pachyomus,5420308.3418727629
1599,7936,Eptesicus pachyotis,1205278.01296576
1600,7937,Eptesicus platyops,926.1008991425814
1601,85199559,Eptesicus serotinus,10167258.524822891
1602,88151044,Eptesicus taddeii,50563.624145282687
1603,7942,Eptesicus tatei,1128.0017012492019
1604,7949,Equus africanus,84850.720730251269
1605,41763,Equus ferus,26255.80119956479
1606,7950,Equus grevyi,90830.581927466934
1607,7951,Equus hemionus,390397.80911615299
1608,7953,Equus kiang,1785570.049460883
1609,41013,Equus quagga,2314222.0745170992
1610,7960,Equus zebra,321619.70864103042
1611,7994,Eremitalpa granti,50297.654570607439
1612,7995,Eremodipus lichtensteini,559489.21764792583
1613,15609,Eremoryzomys polius,30558.725683338511
1614,8004,Erethizon dorsatum,12063385.796017719
1615,8010,Erignathus barbatus,13109171.16552853
1616,40604,Erinaceus amurensis,4253524.6610215027
1617,40605,Erinaceus concolor,1346708.443748167
1618,29650,Erinaceus europaeus,3809261.744298426
1619,136344,Erinaceus roumanicus,6029388.2516125534
1620,8032,Eropeplus canus,12606.89594021588
1621,136247,Erophylla bombifrons,82891.950205139161
1622,8033,Erophylla sezekorni,122945.3856505439
1623,92252436,Erythrocebus baumstarki,14175.327748395899
1624,174391079,Erythrocebus patas,6602787.4696822064
1625,8097,Eschrichtius robustus,4123362.7650949061
1626,8153,Eubalaena australis,86277344.42556648
1627,41712,Eubalaena glacialis,16184131.84789435
1628,41711,Eubalaena japonica,6007077.4971140241
1629,8162,Euchoreutes naso,1675149.5382384909
1630,8166,Euderma maculatum,2104716.2699333881
1631,80263386,Eudiscoderma thongareeae,3.1234268929411502e-002
1632,8168,Eudiscopus denticulus,5126.2542424522653
1633,8992,Eudorcas albonotata,128522.478790266
1634,8973,Eudorcas rufifrons,2197816.024048124
1635,8982,Eudorcas thomsonii,157281.59083333929
1636,8991,Eudorcas tilonura,93842.801793087623
1637,8204,Eulemur albifrons,19643.242428128051
1638,8205,Eulemur cinereiceps,1817.020366695692
1639,8206,Eulemur collaris,8156.8497037329234
1640,8199,Eulemur coronatus,6521.7027404123492
1641,8211,Eulemur flavifrons,2450.8430821519469
1642,8207,Eulemur fulvus,48943.993843411947
1643,8212,Eulemur macaco,7963.7667051311537
1644,8202,Eulemur mongoz,8051.4890419162248
1645,8203,Eulemur rubriventer,51228.692544951497
1646,136269,Eulemur rufifrons,32695.95015254166
1647,8209,Eulemur rufus,37372.640359321493
1648,8210,Eulemur sanfordi,3830.351108457362
1649,8239,Eumetopias jubatus,6488486.4460094972
1650,8241,Eumops auripendulus,14106452.55535036
1651,87993837,Eumops bonariensis,1161571.8505878879
1652,8243,Eumops dabbenei,2407774.2351942658
1653,87993965,Eumops delticus,3023530.1462840522
1654,87994072,Eumops ferox,1127171.607433924
1655,136433,Eumops floridanus,999.17899380976269
1656,87994083,Eumops glaucinus,8971512.6453815941
1657,8245,Eumops hansae,6415905.4779705983
1658,8246,Eumops maurus,1223200.443383177
1659,87994060,Eumops nanus,48806.34274659244
1660,136825,Eumops patagonicus,1535929.096692512
1661,8247,Eumops perotis,11695040.311994029
1662,136809,Eumops trumbulli,4744187.4464709861
1663,8248,Eumops underwoodi,955587.08195347455
1664,87993523,Eumops wilsoni,751.10388586061936
1665,8256,Euneomys chinchilloides,52427.195824753981
1666,136261,Euneomys fossor,32631.09663444059
1667,8257,Euneomys mordax,52348.36834380692
1668,8258,Euneomys petersoni,591126.45595600735
1669,8265,Euoticus elegantulus,782194.90009983175
1670,8266,Euoticus pallidus,95101.72091204449
1671,8269,Eupetaurus cinereus,32784.54552238551
1672,8306,Euphractus sexcinctus,7716194.809657759
1673,68336601,Eupleres goudotii,83232.819604604607
1674,39547,Eupleres major,22366.978586162681
1675,41459,Euroscaptor grandis,114257.53725197881
1676,41460,Euroscaptor klossi,668534.13794602966
1677,41461,Euroscaptor longirostris,267574.84239788918
1678,41462,Euroscaptor micrura,38883.775658010127
1679,8385,Euroscaptor mizura,15898.04006869039
1680,8386,Euroscaptor parvidens,4751.092692293013
1681,45955241,Euroscaptor subanura,19096.972327011881
1682,29402,Euryoryzomys emmonsae,614952.21628582338
1683,15602,Euryoryzomys lamia,151708.13797497831
1684,15603,Euryoryzomys legatus,64134.659718307208
1685,15605,Euryoryzomys macconnelli,4294767.3786231363
1686,15607,Euryoryzomys nitidus,1304821.832879738
1687,29405,Euryoryzomys russatus,1009792.855985122
1688,8418,Euryzygomatomys spinosus,807854.61650404695
1689,21360,Eutamias sibiricus,14525261.366833249
