OBJECTID,id_no,binomial,orig_area_km2
3060,136684,Mirza zaza,9851.7893536520387
3061,48266217,Mirzamys louiseae,21787.831902833012
3062,48265836,Mirzamys norahae,7083.3474693034868
3063,13604,Mogera etigo,739.77859964055551
3064,41465,Mogera imaizumii,148183.04054811399
3065,41463,Mogera insularis,758879.64331848756
3066,41466,Mogera robusta,892058.46359284292
3067,13603,Mogera tokudae,886.18293656162393
3068,14563,Mogera uchidai,4.4596305016294533
3069,41467,Mogera wogura,138836.5963551751
3070,13638,Molossops aequatorianus,3326.7773988635722
3071,13640,Molossops mattogrossensis,6688713.4042086611
3072,13641,Molossops neglectus,3880272.9794204491
3073,13643,Molossops temminckii,11604509.992928989
3074,88087329,Molossus alvarezi,15249.78165520557
3075,13645,Molossus aztecus,20680.329624256399
3076,88087507,Molossus bondae,925797.07804237714
3077,102208365,Molossus coibensis,6799440.9279002976
3078,88087340,Molossus currentium,1057577.1337923901
3079,13648,Molossus molossus,15766600.841143301
3080,13649,Molossus pretiosus,2034441.4022677559
3081,13644,Molossus rufus,14799490.32415993
3082,13650,Molossus sinaloae,2024629.842091623
3083,13653,Monachus monachus,291796.42628182482
3084,51343071,Monodelphis adusta,1083724.0556299801
3085,96866849,Monodelphis americana,1595811.203579057
3086,40513,Monodelphis brevicaudata,1827964.9332415811
3087,13693,Monodelphis dimidiata,1931439.124485455
3088,40514,Monodelphis domestica,4111567.0307481899
3089,13694,Monodelphis emiliae,1139173.7904369319
3090,97249272,Monodelphis glirina,1635373.8341885949
3091,199833,Monodelphis handleyi,81.766979552174504
3092,13695,Monodelphis iheringi,677776.43610824621
3093,13696,Monodelphis kunsi,1203740.6255278301
3094,13698,Monodelphis osgoodi,98334.116266427271
3095,136516,Monodelphis palliolata,115708.9318701685
3096,51342998,Monodelphis peruviana,623571.13680702331
3097,136392,Monodelphis reigi,107.29591517093451
3098,136404,Monodelphis ronaldi,574.7999359103095
3099,97249078,Monodelphis scalops,353064.35510627058
3100,13703,Monodelphis unistriata,415.49837559569391
3101,13704,Monodon monoceros,3477854.4260706082
3102,13719,Monophyllus plethodon,5400.1928651008566
3103,13720,Monophyllus redmani,202239.2180699936
3104,136539,Monticolomys koopmani,20439.85493542573
3105,67363010,Mops bakarii,908.25279923455446
3106,13837,Mops brachypterus,1924564.418264783
3107,13838,Mops condylurus,9106039.1523108948
3108,13839,Mops congicus,528701.56533830392
3109,13840,Mops demonstrator,1884352.469263969
3110,40038,Mops leucogaster,183883.5541571647
3111,40024,Mops leucostigma,214042.25184589671
3112,13841,Mops midas,415317.10010534141
3113,13842,Mops mops,46636.41680720156
3114,13843,Mops nanulus,2774491.807801181
3115,13844,Mops niangarae,23144.409200529601
3116,13845,Mops niveiventer,1867533.3294251061
3117,13846,Mops petersoni,41532.274428356803
3118,4318,Mops pusillus,2161.369151888121
3119,13847,Mops sarasinorum,199384.28832360471
3120,13848,Mops spurrelli,1161655.144065243
3121,13849,Mops thersites,2247353.5704953861
3122,13850,Mops trevori,426441.64090226538
3123,13877,Mormoops blainvillei,200604.53665477599
3124,13878,Mormoops megalophylla,3738482.521358842
3125,71733227,Mormopterus acetabulosus,1872.581944793604
3126,13880,Mormopterus beccarii,90002.872315182743
3127,71536513,Mormopterus cobourgianus,288096.4315286568
3128,13881,Mormopterus doriae,1345.7185678645369
3129,71529901,Mormopterus eleryi,797567.83844201441
3130,71727235,Mormopterus francoismoutoui,2541.059503102023
3131,71532803,Mormopterus halli,13071.10475290401
3132,13882,Mormopterus jugularis,235442.69460848279
3133,13883,Mormopterus kalinowskii,390266.97267821018
3134,71532724,Mormopterus kitcheneri,220476.43852184009
3135,71531227,Mormopterus lumsdenae,2323876.4159287428
3136,13884,Mormopterus minutus,45074.068712225642
3137,13887,Mormopterus phrudus,1298.38794207717
3138,71533043,Mormopterus ridei,1164229.9345213471
3139,136585,Moschiola indica,2014796.2236020521
3140,136799,Moschiola kathygre,12893.526013319241
3141,41779,Moschiola meminna,53309.041234394041
3142,136643,Moschus anhuiensis,13000.900945534469
3143,13894,Moschus berezovskii,1605235.614213167
3144,13895,Moschus chrysogaster,1421168.9283030271
3145,136750,Moschus cupreus,127713.3596514586
3146,13896,Moschus fuscus,213166.1643676605
3147,13901,Moschus leucogaster,225840.75777196439
3148,13897,Moschus moschiferus,7223155.084615984
3149,13904,Mosia nigrescens,1090668.402662134
3150,13922,Mungos gambianus,1633974.560083122
3151,41621,Mungos mungo,10331008.949147381
3152,13923,Mungotictis decemlineata,13303.561931808639
3153,42189,Muntiacus atherodes,732628.33844745532
3154,13924,Muntiacus crinifrons,113895.2030239093
3155,13927,Muntiacus feae,86930.848882059785
3156,13926,Muntiacus gongshanensis,180852.22730193281
3157,136831,Muntiacus montanus,95307.587951477006
3158,42190,Muntiacus muntjak,1494965.716184366
3159,136293,Muntiacus puhoatensis,466.62488348068439
3160,136479,Muntiacus putaoensis,108080.6316068595
3161,42191,Muntiacus reevesi,2322085.995567814
3162,13928,Muntiacus rooseveltorum,422789.80150648212
3163,44704,Muntiacus truongsonensis,288734.29091894819
3164,136551,Muntiacus vaginalis,5871937.0942957094
3165,44703,Muntiacus vuquangensis,110001.6940416546
3166,1589,Murexia habbema,143836.80435428629
3167,13930,Murexia longicaudata,514957.02544876281
3168,1591,Murexia melanurus,330737.81616615661
3169,1587,Murexia naso,181093.46479417081
3170,13931,Murexia rothschildi,14840.64733608926
3171,13935,Muriculus imberbis,35840.146090844319
3172,13936,Murina aenea,200319.63763351791
3173,84487907,Murina annamitica,375921.19673401612
3174,13937,Murina aurata,347982.85258484847
3175,84487939,Murina balaensis,6.4180611792345285e-002
3176,84488085,Murina beelzebub,1052.436330016923
3177,84488443,Murina bicolor,16417.00900563717
3178,154196798,Murina cyclotis,1100618.9470659001
3179,84557696,Murina eleryi,1074.2572184193259
3180,84561002,Murina feae,1283935.796723468
3181,84500852,Murina fionae,131908.3949939828
3182,13939,Murina florium,158998.85788549471
3183,13940,Murina fusca,74.904696511764598
3184,84500832,Murina gracilis,8076.0251106480446
3185,84562293,Murina harpioloides,638.19747121141552
3186,99712630,Murina harrisoni,5103.0323410470191
3187,136409,Murina hilgendorfi,3713175.766710998
3188,13942,Murina huttoni,530285.74885792541
3189,13943,Murina leucogaster,1809691.4975158051
3190,84500876,Murina lorelieae,605.97471716442635
3191,13944,Murina puta,35902.51686078505
3192,84500842,Murina recondita,16947.704705566921
3193,13945,Murina rozendaali,736664.31096696155
3194,29485,Murina ryukyuana,1084.5704941693091
3195,84501698,Murina shuipuensis,297.11726180113772
3196,13947,Murina suilla,1442016.5973806379
3197,13948,Murina tenebrosa,449.93276738564902
3198,84560827,Murina tubinaris,56803.152831445688
3199,84562332,Murina ussuriensis,773051.98929052986
3200,84562267,Murina walstoni,173103.38449762721
3201,13952,Mus baoulei,106004.17256830521
3202,13953,Mus booduga,3186243.5125637548
3203,13954,Mus bufo,69837.517161499316
3204,13955,Mus callewaerti,13917.80592367282
3205,13956,Mus caroli,1841185.8527638339
3206,13957,Mus cervicolor,251411.96486105651
3207,13958,Mus cookii,863035.49921371217
3208,13959,Mus crociduroides,5576.3736129716717
3209,136641,Mus cypriacus,9272.6738703263127
3210,13960,Mus famulus,605.66865034512114
3211,13961,Mus fernandoni,4241.4980086733822
3212,136280,Mus fragilicauda,4661.4051217147362
3213,13962,Mus goundae,315.42157732448999
3214,13963,Mus haussa,2515790.3962632911
3215,13964,Mus indutus,1481733.31200386
3216,13966,Mus macedonicus,1386760.642606654
3217,13967,Mus mahomet,418701.22581803391
3218,13968,Mus mattheyi,335450.27949702513
3219,13969,Mus mayori,1122.551119738682
3220,13970,Mus minutoides,4215731.7060897676
3221,135725,Mus musculoides,5014802.8996312357
3222,13972,Mus musculus,84306316.202722743
3223,13973,Mus neavei,9119.7818918688899
3224,13975,Mus oubanguii,77707.868039302106
3225,13976,Mus pahari,1683148.47748508
3226,13977,Mus phillipsi,415263.44473882421
3227,13978,Mus platythrix,511770.86653690541
3228,13979,Mus saxicola,1145644.437381906
3229,13980,Mus setulosus,1024285.992134713
3230,13981,Mus setzeri,157439.7720890971
3231,13982,Mus shortridgei,268868.69558089209
3232,13983,Mus sorella,52516.0074963566
3233,13984,Mus spicilegus,828032.53811746789
3234,13985,Mus spretus,963962.5522495535
3235,13986,Mus tenellus,491700.40655114577
3236,13987,Mus terricolor,2890169.8972575939
3237,13988,Mus triton,1251167.1985680771
3238,13989,Mus vulcani,184.93916228930101
3239,13992,Muscardinus avellanarius,3612986.1634890311
3240,14003,Musonycteris harrisoni,54476.617735779117
3241,112041975,Musseromys anacuao,674.04344306238909
3242,112041990,Musseromys beneficus,614.84422407807358
3243,48298233,Musseromys gulantang,292.32477470784778
3244,112042008,Musseromys inopinatus,518.45563906151733
3245,14025,Mustela africana,5209393.5804940835
3246,41653,Mustela altaica,5660888.7064959276
3247,29674,Mustela erminea,41485268.8964362
3248,29679,Mustela eversmanii,13301369.520708241
3249,14026,Mustela felipei,57459.873067083332
3250,41654,Mustela frenata,12272178.411339629
3251,41656,Mustela itatsi,361776.19579842797
3252,41655,Mustela kathiah,2774211.3456694679
3253,14018,Mustela lutreola,7368806.9875024641
3254,14019,Mustela lutreolina,84499.131009002071
3255,14020,Mustela nigripes,2515460.7609150619
3256,70207409,Mustela nivalis,43234698.287105873
3257,41657,Mustela nudipes,1346099.1044734081
3258,41658,Mustela putorius,6011619.9688928472
3259,70207817,Mustela russelliana,22986.255947529869
3260,41659,Mustela sibirica,13303159.308807131
3261,14027,Mustela strigidorsa,1377927.9439371871
3262,41660,Mustela subpalmata,44128.314986563193
3263,70207949,Mustela tonkinensis,358.62355699221251
3264,41628,Mydaus javanensis,105559.30424154981
3265,14055,Mydaus marchei,12447.239313413
3266,42670,Mylomys dybowskii,1279705.378789007
3267,45199,Mylomys rex,314.30322202940721
3268,14085,Myocastor coypus,3902267.5772659169
3269,16899,Myodes andersoni,71605.202128680161
3270,42616,Myodes californicus,200391.32491169329
3271,4972,Myodes centralis,182569.115696942
3272,42617,Myodes gapperi,8370659.8661022121
3273,4973,Myodes glareolus,8679140.9534349777
3274,7804,Myodes regulus,149439.07521355979
3275,39591,Myodes rex,58397.30590825354
3276,4974,Myodes rufocanus,13113552.39470556
3277,4975,Myodes rutilus,18530209.131479729
3278,7805,Myodes shanseius,286027.01446159382
3279,16900,Myodes smithii,118615.5822730678
3280,136449,Myoictis leucura,408.99269944165542
3281,14086,Myoictis melas,398589.14474123379
3282,136839,Myoictis wallacei,56153.328161090431
3283,136829,Myoictis wavicus,108.7327383928295
3284,14088,Myomimus personatus,99194.727271940559
3285,14087,Myomimus roachi,20390.128191951451
3286,14089,Myomimus setzeri,161847.56814320671
3287,45091,Myomyscus angolensis,275633.1442591332
3288,45200,Myomyscus brockmani,1713161.3288309821
3289,45097,Myomyscus verreauxii,97868.057986255139
3290,14096,Myomyscus yemeni,77312.839427915489
3291,14097,Myonycteris brachycephala,690.85134129150197
3292,84463728,Myonycteris leptodon,834742.13734189956
3293,14098,Myonycteris relicta,142196.79139432879
3294,84463104,Myonycteris torquata,3650609.0345301349
3295,14100,Myoprocta acouchy,993241.73016074125
3296,136663,Myoprocta pratti,2337026.3980456372
3297,14102,Myopterus daubentonii,1597338.4827619621
3298,14103,Myopterus whitleyi,1913779.5158794119
3299,14104,Myopus schisticolor,10209784.131678591
3300,14105,Myosciurus pumilio,346126.41514410911
3301,41380,Myosorex babaulti,24423.863707330791
3302,14111,Myosorex blarina,2272.0055966902228
3303,45954374,Myosorex bururiensis,27.345184973915892
3304,110660763,Myosorex cafer,65161.530875835473
3305,14106,Myosorex eisentrauti,49.40685124170399
3306,14107,Myosorex geata,463.33039888094748
3307,45954382,Myosorex gnoskei,3117.4961764893578
3308,45954378,Myosorex jejei,37.614082880790733
3309,112042073,Myosorex kabogoensis,848.40832822297273
3310,45047,Myosorex kihaulei,1615.608930399608
3311,14108,Myosorex longicaudatus,7734.7679223219538
3312,14112,Myosorex okuensis,4126.7939145038617
3313,14113,Myosorex rumpii,254.12968905199409
3314,14110,Myosorex schalleri,98.902204402480422
3315,14114,Myosorex sclateri,20831.119856048339
3316,14115,Myosorex tenuis,2045.783352249432
3317,41382,Myosorex varius,424242.77150350338
3318,45048,Myosorex zinki,1169.6815217933549
3319,14116,Myospalax aspalax,674777.82299695711
3320,14119,Myospalax myospalax,321727.82524325617
3321,14120,Myospalax psilurus,3130295.129801908
3322,14138,Myotis adversus,242650.5844261804
3323,14139,Myotis aelleni,483.39923475117808
3324,14140,Myotis albescens,14594706.812962661
3325,136680,Myotis alcathoe,513357.71443159139
3326,14141,Myotis altarium,1646289.087323003
3327,44863,Myotis anjouanensis,426.26140228953739
3328,136279,Myotis annamiticus,109.8045967242163
3329,85342605,Myotis annatessae,4197.8764937621754
3330,14142,Myotis annectans,296124.22240093781
3331,14143,Myotis atacamensis,253602.2559563611
3332,14144,Myotis ater,125968.71287578389
3333,136553,Myotis aurascens,2607414.93104877
3334,14145,Myotis auriculus,617498.75471961731
3335,14146,Myotis australis,800562.00939938263
3336,14147,Myotis austroriparius,832796.04758893955
3337,85342628,Myotis badius,383387.94618127513
3338,14123,Myotis bechsteinii,2676047.80999219
3339,14124,Myotis blythii,6194786.6251133159
3340,14148,Myotis bocagii,1819108.8362081661
3341,14149,Myotis bombinus,1653332.2084273761
3342,85568289,Myotis borneoensis,92439.228376798448
3343,85566997,Myotis brandtii,5453703.0094833374
3344,136219,Myotis bucharensis,205344.20633139819
3345,14150,Myotis californicus,3984752.8283071239
3346,14126,Myotis capaccinii,1228990.1142491021
3347,14151,Myotis chiloensis,502233.91707751591
3348,14152,Myotis chinensis,2369441.1138932141
3349,14153,Myotis ciliolabrum,1388028.7066363981
3350,14154,Myotis cobanensis,206.49772466280871
3351,29420,Myotis csorbai,33432.583805155868
3352,14127,Myotis dasycneme,5448299.6667613778
3353,85342710,Myotis daubentonii,7013024.8058560574
3354,136250,Myotis davidii,4113992.8714538519
3355,136678,Myotis dieteri,311.91030904712858
3356,88151417,Myotis diminutus,685.91503291008337
3357,136204,Myotis dinellii,1666798.8685220671
3358,14155,Myotis dominicensis,2234.99325256057
3359,14156,Myotis elegans,587270.78834473738
3360,14129,Myotis emarginatus,4646845.3472936628
3361,85733126,Myotis escalerai,438889.95313904848
3362,14157,Myotis evotis,3163237.6214697049
3363,85568302,Myotis federatus,41719.404984551184
3364,85735587,Myotis fimbriatus,1861445.176633724
3365,14159,Myotis findleyi,396.7676037733695
3366,85736120,Myotis formosus,622795.47652804886
3367,14161,Myotis fortidens,474068.88988391089
3368,14162,Myotis frater,1329230.159983007
3369,40035,Myotis gomantongensis,732494.2153705965
3370,14163,Myotis goudoti,504544.4087912658
3371,14132,Myotis grisescens,852992.60192536504
3372,136288,Myotis hajastanicus,826.30383686795767
3373,14164,Myotis hasseltii,1330520.6552121891
3374,14165,Myotis hermani,3188.651955308495
3375,14166,Myotis horsfieldii,3207938.688210608
3376,14168,Myotis ikonnikovi,5167143.3877303544
3377,85342688,Myotis indochinensis,796066.8924135986
3378,14169,Myotis insularum,1136.155307954564
3379,88151563,Myotis izecksohni,42091.632166087809
3380,14170,Myotis keaysi,2736914.922293487
3381,14171,Myotis keenii,109311.345467997
3382,136429,Myotis laniger,5482252.7904101787
3383,88151601,Myotis lavali,4502.8047072534619
3384,14172,Myotis leibii,1422975.8650970459
3385,14174,Myotis levis,1394328.2037324109
3386,14175,Myotis longipes,61477.283224413783
3387,14176,Myotis lucifugus,12040523.241436889
3388,14177,Myotis macrodactylus,682516.31888566783
3389,136697,Myotis macropus,1326621.633444868
3390,14178,Myotis macrotarsus,282020.11147224222
3391,76435251,Myotis martiniquensis,3812.7935344294469
3392,136784,Myotis melanorhinus,3264222.568755527
3393,136770,Myotis moluccarum,825401.15855582326
3394,85567622,Myotis montivagus,89111.738440546105
3395,14182,Myotis morrisi,616.5364163908273
3396,85537578,Myotis muricola,4387071.7815192649
3397,14133,Myotis myotis,3874506.9331053072
3398,14134,Myotis mystacinus,4975172.0933478447
3399,85733032,Myotis nattereri,3817842.90058329
3400,14184,Myotis nesopolus,54644.326202661803
3401,14185,Myotis nigricans,14375612.199753361
3402,136495,Myotis nipalensis,4946924.0002970351
3403,76435059,Myotis nyctor,757.9908839324462
3404,136650,Myotis occultus,997054.45788989402
3405,14186,Myotis oreias,553.45031282107777
3406,14187,Myotis oxyotus,2601581.473077252
3407,14189,Myotis peninsularis,3012.5436636498739
3408,14190,Myotis pequinius,770406.18636106851
3409,85342726,Myotis petax,6355933.1366822887
3410,85568321,Myotis peytoni,292981.79239887558
3411,14193,Myotis pilosus,1162091.678354997
3412,14191,Myotis planiceps,12292.072754884461
3413,14192,Myotis pruinosus,67888.733494903587
3414,44864,Myotis punicus,654271.57842897007
3415,14194,Myotis ridleyi,864276.06389051548
3416,14195,Myotis riparius,14109922.21845256
3417,14196,Myotis rosseti,467833.77072947368
3418,14197,Myotis ruber,1469892.611741602
3419,85735909,Myotis rufoniger,218639.88484882211
3420,136411,Myotis rufopictus,45567.985499971801
3421,14198,Myotis schaubi,119114.1792675608
3422,14199,Myotis scotti,185916.5983903282
3423,85342651,Myotis secundus,17584.91324402262
3424,14201,Myotis septentrionalis,4946600.6912800567
3425,85567062,Myotis sibiricus,8379501.0050282106
3426,14202,Myotis sicarius,66159.190041188544
3427,14203,Myotis siligorensis,1309737.3519171551
3428,14204,Myotis simus,2000948.9718671329
3429,14136,Myotis sodalis,1565135.95451889
3430,85342662,Myotis soror,132.38297925884891
3431,14205,Myotis stalkeri,4156.525863268389
3432,14206,Myotis thysanodes,3472082.116468084
3433,14207,Myotis tricolor,4268586.3232428432
3434,14208,Myotis velifer,1954104.981846791
3435,14209,Myotis vivesi,6939.5342218082269
3436,14210,Myotis volans,4711735.4775610007
3437,14211,Myotis welwitschii,4311642.4984943932
3438,29484,Myotis yanbarensis,31.567480891490181
3439,14213,Myotis yumanensis,4063186.22673102
3440,14222,Myrmecobius fasciatus,2502.5126508238482
3441,14224,Myrmecophaga tridactyla,12924449.91864921
3442,14256,Mysateles melanurus,31192.014935805521
3443,14258,Mysateles prehensilis,106633.6043347652
3444,14260,Mystacina robusta,9.6522562986306575
3445,14261,Mystacina tuberculata,12604.16106210695
3446,14262,Mystromys albicaudatus,501159.1617077745
3447,14288,Myzopoda aurita,107294.94963613201
3448,136465,Myzopoda schliemanni,36338.125073352443
3449,14294,Naemorhedus baileyi,124540.2773807722
3450,14295,Naemorhedus caudatus,184734.8034217933
3451,14296,Naemorhedus goral,250561.42025349481
3452,41589,Nandinia binotata,6021560.2449494721
3453,8968,Nanger dama,230048.8426815565
3454,8971,Nanger granti,785166.75988496549
3455,63541,Nanger soemmerringii,291392.1651845749
3456,14325,Nannosciurus melanotis,1074969.9997147319
3457,14326,Nannospalax ehrenbergi,496763.17582173832
3458,14328,Nannospalax leucodon,533109.54170783795
3459,14327,Nannospalax xanthodon,596973.3038932262
3460,14333,Nanonycteris veldkampii,1711353.284094156
3461,42612,Napaeozapus insignis,2009724.0376920111
3462,14352,Nasalis larvatus,538835.88569343404
3463,41683,Nasua narica,2698757.0303614922
3464,41684,Nasua nasua,10629153.173422771
3465,72261777,Nasuella meridensis,18973.144013325611
3466,72261737,Nasuella olivacea,247824.59417144029
3467,136448,Natalus espiritosantensis,2483244.158326779
3468,136824,Natalus jamaicensis,11024.671905326781
3469,136548,Natalus major,74327.946874817644
3470,123984355,Natalus mexicanus,2430311.9705330972
3471,136777,Natalus primus,3130.3680202342321
3472,14360,Natalus stramineus,4059.9227683541458
3473,14362,Natalus tumidirostris,1390858.999754793
3474,136727,Neacomys dubosti,221432.2847293863
3475,14386,Neacomys guianae,289438.08272427588
3476,136570,Neacomys minutus,183729.1475129966
3477,136655,Neacomys musseri,140340.56908027831
3478,136352,Neacomys paracou,955489.77079336508
3479,14387,Neacomys pictus,484.13991815182169
3480,14388,Neacomys spinosus,3102221.4196920921
3481,42649,Neacomys tenuipes,224158.88198931131
3482,1087,Neamblysomus gunningi,9720.4485554987568
3483,1089,Neamblysomus julianae,11984.44819917829
3484,2857,Necromys amoenus,164452.4281834084
3485,136665,Necromys benefactus,386558.49074953533
3486,2858,Necromys lactens,163776.93134036369
3487,2859,Necromys lasiurus,5616827.8121883422
3488,136481,Necromys lenguarum,592289.67960859812
3489,2860,Necromys obscurus,45308.656644507442
3490,2861,Necromys punctulatus,159675.5854210915
3491,2862,Necromys temchuki,104126.54629510151
3492,765,Necromys urichi,339600.50137126597
3493,41455,Nectogale elegans,555477.93682131753
3494,136756,Nectomys apicalis,1077465.8152994721
3495,115555721,Nectomys grandis,141626.0948427823
3496,14473,Nectomys palmipes,165518.73830215729
3497,14474,Nectomys rattus,7114572.7129280558
3498,14475,Nectomys squamipes,2344383.387592582
3499,14486,Nelsonia goldmani,4224.2538600024236
3500,14487,Nelsonia neotomodon,77265.128559506775
3501,136554,Neodon forresti,8416.7855629454371
3502,13435,Neodon irene,635021.7463054629
3503,13436,Neodon juldaschi,311857.11273636483
3504,45959213,Neodon linzhiensis,1206.978854938661
3505,13457,Neodon sikimensis,159940.36669072721
3506,136603,Neofelis diardi,510006.39104872668
3507,14519,Neofelis nebulosa,1901876.14067887
3508,14520,Neofiber alleni,119931.1498798229
3509,10588,Neohylomys hainanensis,4593.5715237187414
3510,727,Neomicroxus bogotensis,60126.886474500199
3511,741,Neomicroxus latebricola,29917.153204609851
3512,13654,Neomonachus schauinslandi,284219.43785650982
3513,29657,Neomys anomalus,3282086.5827235002
3514,29658,Neomys fodiens,13067163.79215664
3515,29659,Neomys teres,252197.38249025529
3516,13382,Neonycteris pusilla,9047.8711999062507
3517,14541,Neophascogale lorentzii,120449.6701936559
3518,14549,Neophoca cinerea,426789.67317093653
3519,41754,Neophocaena asiaeorientalis,1082199.374961118
3520,198920,Neophocaena phocaenoides,2945916.8983960338
3521,14560,Neopteryx frosti,6744.0011371673927
3522,44917,Neoromicia brunnea,757125.00274151994
3523,44918,Neoromicia capensis,13742903.681254219
3524,44919,Neoromicia flavescens,11546.16717558798
3525,44920,Neoromicia guineensis,3582022.3510350999
3526,44921,Neoromicia helios,585821.93347111274
3527,95558146,Neoromicia isabella,8321.2327645095302
3528,136820,Neoromicia malagasyensis,7033.9561289552857
3529,40033,Neoromicia matroka,33577.386770459801
3530,44922,Neoromicia melckorum,906132.43507487932
3531,44923,Neoromicia nana,10441532.61539977
3532,44924,Neoromicia rendalli,8373907.4430045364
3533,67359364,Neoromicia robertsi,1494.576666198818
3534,67359375,Neoromicia roseveari,766.34931682806359
3535,44925,Neoromicia somalica,6069710.5526963901
3536,44926,Neoromicia tenuipinnis,4246867.801366088
3537,44927,Neoromicia zuluensis,3479498.899721581
3538,42568,Neotamias alpinus,8864.2745642953105
3539,42569,Neotamias amoenus,1102185.2576568529
3540,21356,Neotamias bulleri,15555.35488201608
3541,21364,Neotamias canipes,18918.22534111908
3542,42570,Neotamias cinereicollis,74133.425048546487
3543,42571,Neotamias dorsalis,632155.36071813479
3544,21357,Neotamias durangae,47079.515991005966
3545,21358,Neotamias merriami,72205.495098479063
3546,42572,Neotamias minimus,5243595.743700034
3547,21359,Neotamias obscurus,13472.240657425409
3548,42573,Neotamias ochrogenys,9533.2414233593063
3549,21355,Neotamias palmeri,303.95920430545709
3550,42574,Neotamias panamintinus,37380.247574435271
3551,42575,Neotamias quadrimaculatus,25543.096855873609
3552,42576,Neotamias quadrivittatus,296954.43878424692
3553,42577,Neotamias ruficaudus,147847.32680484231
3554,42578,Neotamias rufus,141462.75809333081
3555,42579,Neotamias senex,99351.17938825539
3556,42580,Neotamias siskiyou,22529.882670556301
3557,42581,Neotamias sonomae,45778.742516108803
3558,42582,Neotamias speciosus,67802.026283631873
3559,42584,Neotamias townsendii,151287.37561365589
3560,42585,Neotamias umbrinus,295476.39064667717
3561,10590,Neotetracus sinensis,251938.31253194169
3562,14582,Neotoma albigula,834323.5597639106
3563,14583,Neotoma angustapalata,3326.7805554720312
3564,117189944,Neotoma bryanti,271334.89679223968
3565,14585,Neotoma chrysomelas,30203.37598619832
3566,42673,Neotoma cinerea,3608106.189262839
3567,14586,Neotoma devia,73685.319854772242
3568,42650,Neotoma floridana,1870868.3750462469
3569,14587,Neotoma fuscipes,171574.80075341419
3570,14588,Neotoma goldmani,170750.35236639061
3571,116989038,Neotoma insularis,931.88265055244801
3572,116988741,Neotoma lepida,675854.64694569306
3573,136793,Neotoma leucodon,1076923.85201969
3574,14597,Neotoma macrotis,160324.08671847719
3575,14581,Neotoma magister,313403.39908294322
3576,14590,Neotoma mexicana,1784434.2372036879
3577,14591,Neotoma micropus,1063790.2096571571
3578,14592,Neotoma nelsoni,45.827812203625079
3579,14593,Neotoma palatina,16058.88923920968
3580,14594,Neotoma phenax,42617.5731830187
3581,42651,Neotoma stephensi,226733.4961606235
3582,14600,Neotomodon alstoni,27485.304913855671
3583,14601,Neotomys ebriosus,688530.12726416276
3584,14603,Neotragus batesi,802397.59388713061
3585,14602,Neotragus pygmaeus,455182.09371637169
3586,41661,Neovison vison,14573766.411224781
3587,15584,Nephelomys albigularis,398228.27918524173
3588,15586,Nephelomys auriventer,14415.63548625674
3589,136833,Nephelomys caracolus,4076.9192728464859
3590,15593,Nephelomys devius,9591.1346962297994
3591,15600,Nephelomys keaysi,66993.668004178151
3592,15604,Nephelomys levipes,157155.41275642291
3593,136328,Nephelomys meridensis,14352.57718937386
3594,14660,Nesokia bunnii,41877.200817383527
3595,14661,Nesokia indica,3594242.4898779741
3596,14662,Nesolagus netscheri,14525.99587887561
3597,41209,Nesolagus timminsi,24821.411829392211
3598,136475,Nesomys audeberti,90730.659028237016
3599,136330,Nesomys lambertoni,2220.5858726789161
3600,14671,Nesomys rufus,106782.5287302105
3601,20757,Nesoromys ceramicus,443.23905439620461
3602,14706,Nesoryzomys darwini,985.61123793892466
3603,14707,Nesoryzomys fernandinae,637.06871483969326
3604,40765,Nesoryzomys narboroughi,637.06871483969326
3605,14709,Nesoryzomys swarthi,573.59745745762041
3606,14604,Nesotragus moschatus,1370858.4414464789
3607,41468,Neurotrichus gibbsii,221364.7889545082
3608,136236,Neusticomys ferreirai,278748.93390018569
3609,14740,Neusticomys monticolus,65827.88651386222
3610,14741,Neusticomys mussoi,19038.66734444175
3611,14742,Neusticomys oyapocki,416605.92333200801
3612,14743,Neusticomys peruviensis,14428.96685179542
3613,14744,Neusticomys venezuelae,665718.34842983051
3614,9917,Nilgiritragus hylocrius,2096.8349150925769
3615,40766,Nilopegamys plumbeus,307.03057553792502
3616,40529,Ningaui ridei,2252214.5523569258
3617,40530,Ningaui timealeyi,250357.70357767621
3618,40531,Ningaui yvonneae,308571.55724522372
3619,14812,Niviventer andersoni,189079.48199824049
3620,14813,Niviventer brahma,32331.559179594329
3621,136512,Niviventer cameroni,9974.6803582739794
3622,14814,Niviventer confucianus,3970384.6660588491
3623,14815,Niviventer coninga,28365.700529785448
3624,14816,Niviventer cremoriventer,1248371.5429670271
3625,14817,Niviventer culturatus,3736.7549899314781
3626,14818,Niviventer eha,183504.61066760999
3627,14819,Niviventer excelsior,150780.11454845039
3628,136747,Niviventer fraternus,111954.42902477521
3629,14820,Niviventer fulvescens,4719961.0518325921
3630,14821,Niviventer hinpoon,2928.9464630240932
3631,14822,Niviventer langbianis,632423.89477114787
3632,14823,Niviventer lepturus,7576.8232064887516
3633,14824,Niviventer niviventer,252944.3826188583
3634,14825,Niviventer rapit,250763.40189426081
3635,14826,Niviventer tenaster,266057.25883095362
3636,14829,Noctilio albiventris,12854260.061567301
3637,14830,Noctilio leporinus,14625293.692384969
3638,120659170,Nomascus annamensis,38572.398990451031
3639,39775,Nomascus concolor,26324.99096021396
