OBJECTID,id_no,binomial,Shape_Length,Shape_Area,original_area_km2
838,54801,Capensibufo tradouwi,11.993192,2.68697689,27722.47221
839,54802,Churamiti maridadi,0.348344885,0.007748466,94.79973844
840,54803,Incilius epioticus,2.929429487,0.079008124,959.7496682
841,54804,Dendrophryniscus berthalutzae,8.102579944,1.5128895,16556.45944
842,54805,Amazophrynella bokermanni,8.227515843,1.469567138,18070.17492
843,54806,Dendrophryniscus brevipollicatus,20.41065873,3.886468803,44223.38398
844,54807,Dendrophryniscus carvalhoi,1.713455161,0.041318053,479.9915828
845,54808,Dendrophryniscus leucomystax,25.31137263,3.326858241,37517.23553
846,54809,Amazophrynella minuta,108.2928692,421.8230938,5165165.076
847,54810,Dendrophryniscus stawiarskyi,0.253463235,0.005112214,56.58077946
848,54811,Didynamipus sjostedti,5.379477674,0.622962008,7639.943577
849,54812,Frostius pernambucensis,19.67292168,5.890845037,71270.93471
850,54813,Laurentophryne parkeri,0.099985659,0.00079549,9.775628133
851,54814,Leptophryne borbonica,123.4907414,21.92278058,269261.1976
852,54816,Melanophryniscus atroluteus,33.96893239,24.32339057,259416.1247
853,54817,Melanophryniscus cambaraensis,1.239704437,0.072286876,779.2377242
854,54818,Melanophryniscus cupreuscapularis,5.966104798,2.344021197,25528.61069
855,54819,Melanophryniscus devincenzii,6.012191361,1.215179633,12793.23604
856,54820,Melanophryniscus dorsalis,6.683083613,0.707196454,7601.776724
857,54821,Melanophryniscus fulvoguttatus,11.14219012,4.764358499,53417.59413
858,54822,Melanophryniscus klappenbachi,26.97857743,36.14906178,406891.541
859,54823,Melanophryniscus macrogranulosus,0.182317258,0.002645055,28.4683298
860,54824,Melanophryniscus montevidensis,9.058568583,1.006203395,10266.84182
861,54825,Melanophryniscus orejasmirandai,0.497824051,0.019721088,200.0841727
862,54826,Melanophryniscus pachyrhynus,0.327139732,0.008516197,89.86097193
863,54827,Melanophryniscus rubriventris,17.7047369,7.698757569,89049.73512
864,54828,Melanophryniscus sanmartini,2.87627447,0.133388486,1379.050209
865,54829,Melanophryniscus simplex,0.433616744,0.014962053,162.3958612
866,54830,Melanophryniscus spectabilis,0.094523753,0.000710976,7.815003693
867,54831,Melanophryniscus stelzneri,20.99660725,6.58637949,66993.72433
868,54832,Melanophryniscus tumifrons,16.22083183,15.09977526,163933.5688
869,54833,Mertensophryne micranotis,29.2990451,10.16659927,124027.3583
870,54834,Metaphryniscus sosai,1.164448821,0.016476299,202.3956994
871,54835,Nectophryne afra,77.18081512,77.41084111,951359.4854
872,54836,Nectophryne batesii,61.18413877,76.99346487,946859.2539
873,54837,Nectophrynoides asperginis,0.008961254,4.2602E-06,0.051865014
874,54838,Nectophrynoides cryptus,0.582012171,0.006791535,83.00564249
875,54839,Nectophrynoides frontierei,0.036769129,9.64126E-05,1.182116366
876,54840,Nectophrynoides laevis,0.517238578,0.018907415,230.9807981
877,54841,Nectophrynoides minutus,0.870940299,0.035892758,438.555492
878,54842,Nectophrynoides poyntoni,0.05944966,0.000253546,3.088289643
879,54843,Nectophrynoides pseudotornieri,0.274452736,0.003121199,38.14708995
880,54844,Nectophrynoides tornieri,6.263753213,0.235843171,2879.841004
881,54845,Nectophrynoides vestergaardi,1.330914713,0.06303544,773.2518278
882,54846,Nectophrynoides viviparus,4.580748498,0.196635517,2397.683043
883,54847,Nectophrynoides wendyae,0.130584801,0.001235213,15.04599285
884,54849,Oreophrynella cryptica,3.629444444,0.039224846,480.3530019
885,54850,Oreophrynella huberi,0.064726225,0.000105973,1.297214004
886,54851,Oreophrynella macconnelli,1.769751855,0.025368308,311.0035742
887,54852,Oreophrynella nigra,0.322118577,0.001985887,24.34598122
888,54853,Oreophrynella quelchii,0.431886659,0.003305183,40.52117535
889,54854,Oreophrynella vasquezi,0.168732223,0.000591559,7.249978902
890,54855,Osornophryne antisana,1.729105078,0.072030361,886.5477111
891,54856,Osornophryne bufoniformis,12.5385962,1.649738549,20301.69284
892,54857,Osornophryne guacamayo,6.246964396,0.118048209,1452.933895
893,54858,Osornophryne percrassa,2.718922061,0.099686454,1223.174014
894,54859,Osornophryne sumacoensis,0.032192509,8.24686E-05,1.015068422
895,54860,Osornophryne talipes,7.633789203,0.302368129,3720.469342
896,54862,Rentapia hosii,86.89720023,23.92968748,293952.5631
897,54863,Sabahphrynus maculatus,2.696969779,0.126264419,1546.821429
898,54865,Pelophryne api,1.195726182,0.044998585,552.5183987
899,54868,Pelophryne lighti,4.393422138,0.338441868,4116.05606
900,54871,Pelophryne rhopophilia,2.761471444,0.269994031,3318.005283
901,54872,Parapelophryne scalpta,3.707639822,0.745728256,8696.375423
902,54874,Pseudobufo subasper,36.76845629,14.80948436,182213.5668
903,54875,Rhinella acrolopha,1.158107518,0.073858419,900.630704
904,54876,Rhinella festae,10.00314884,3.360841698,41335.85842
905,54877,Rhinella lindae,0.525548471,0.009962071,121.8151622
906,54878,Rhinella macrorhina,1.52231658,0.03691468,451.7530048
907,54879,Rhinella nicefori,1.038659765,0.050463058,616.7949805
908,54880,Dendrophryniscus proboscideus,0.570322313,0.008654186,103.1166052
909,54881,Rhinella rostrata,0.119314341,0.001064363,13.03028638
910,54882,Rhinella ruizi,3.654273538,0.338740436,4144.583809
911,54883,Rhinella tenrec,0.708772435,0.006923647,84.64943885
912,54885,Schismaderma carens,107.3981184,249.4984948,2960397.388
913,54886,Altiphrynoides osgoodi,1.341263647,0.004563384,55.80125536
914,54887,Mertensophryne anotis,10.39006799,1.259501981,15134.6788
915,54888,Mertensophryne howelli,0.565456741,0.00411468,50.32982906
916,54889,Mertensophryne loveridgei,10.40963146,4.705569242,57222.55517
917,54890,Mertensophryne usambarae,0.2286045,0.003468621,42.54067395
918,54891,Truebella skoptes,0.145253137,0.001678921,20.24986163
919,54892,Truebella tothastes,0.298716194,0.00337663,40.55447318
920,54893,Werneria bambutensis,2.160093749,0.128886195,1578.363235
921,54894,Werneria mertensiana,2.290060668,0.05821647,714.7196996
922,54895,Werneria preussi,1.547430198,0.075209528,918.6646661
923,54896,Werneria tandyi,0.690275504,0.018856892,231.2649793
924,54897,Wolterstorffina chirioi,0.054992142,0.000105129,1.286686395
925,54898,Wolterstorffina mirei,0.585741829,0.012027572,147.258271
926,54899,Wolterstorffina parvipalmata,4.431956355,0.201214742,2466.475014
927,54900,Centrolene acanthidiocephalum,0.065172012,0.000272074,3.330533028
928,54901,Centrolene altitudinalis,3.636212865,0.026511283,322.733131
929,54902,Espadarana andina,21.47212536,2.839968008,34642.72047
930,54903,Centrolene antioquiense,5.077359814,0.327216313,4004.222339
931,54905,Centrolene azulae,0.102380802,0.000834096,10.14352946
932,54906,Centrolene bacatum,0.598029028,0.009513967,117.0995618
933,54907,Centrolene ballux,1.471097797,0.039121723,481.5421164
934,54908,Centrolene buckleyi,39.51957337,7.754267148,95212.79443
935,54911,Centrolene geckoideum,11.64390993,0.698259413,8570.499549
936,54912,Centrolene gemmatum,0.196073882,0.003059276,37.65581927
937,54914,Nymphargus grandisonae,23.75053464,1.338483736,16429.98254
938,54915,Centrolene guanacarum,0.098579859,0.000505477,6.216032702
939,54916,Centrolene heloderma,6.316735316,0.385634386,4737.591665
940,54917,Centrolene hesperium,0.252864443,0.002544044,31.11431724
941,54918,Centrolene huilense,0.693212653,0.016718573,205.6899898
942,54919,Centrolene hybrida,11.80842893,0.448545587,5510.569147
943,54920,Sachatamia ilex,39.38913143,6.993132369,85354.5841
944,54921,Centrolene lema,0.144349669,0.0016581,20.30150467
945,54922,Centrolene lemniscatum,0.204024537,0.001656185,20.28769871
946,54923,Cochranella litoralis,6.418456347,0.541629587,6664.295217
947,54924,Centrolene lynchi,1.233711641,0.061293704,754.4592005
948,54926,Centrolene medemi,2.771479402,0.165216765,2031.58055
949,54927,Centrolene muelleri,0.865617615,0.011435393,140.04648
950,54928,Centrolene notosticta,10.9336305,0.457791643,5600.176424
951,54929,Centrolene paezorum,0.242013567,0.004660825,57.32101433
952,54931,Centrolene peristictum,15.18555978,0.885767338,10885.6126
953,54932,Centrolene petrophilum,1.777622956,0.025822065,316.5072598
954,54933,Centrolene pipilata,0.352413609,0.002870124,35.32840923
955,54935,Boana pulidoi,0.17119632,0.002332212,28.65583862
956,54937,Centrolene quindianum,2.654869201,0.090350847,1109.021613
957,54938,Centrolene robledoi,10.35886989,0.643173,7871.341245
958,54939,Centrolene sanchezi,0.104739837,0.000872968,10.73988067
959,54940,Centrolene scirtetes,0.545595577,0.00419469,51.62465779
960,54941,Ikakogi tayrona,6.524245467,0.338656576,4097.009735
961,54942,Centrolene venezuelense,50.05279643,0.642159674,7812.528659
962,54943,Rulyrana adiazeta,9.324793137,0.345982697,4240.907496
963,54944,Sachatamia albomaculata,42.41142955,6.717591617,81375.41979
964,54946,Nymphargus anomalus,0.109197243,0.000948861,11.67957125
965,54947,Nymphargus armatus,0.229003006,0.004173106,51.19042459
966,54948,Nymphargus balionotus,0.656481726,0.005597271,68.85239349
967,54949,Nymphargus bejaranoi,18.86410779,3.807638761,44875.85748
968,54950,Nymphargus cariticommatus,0.330196696,0.005101415,62.78131148
969,54951,Vitreorana castroviejoi,3.514083754,0.008036074,97.24655939
970,54952,Nymphargus chami,7.56609777,0.456522427,5579.037793
971,54953,Nymphargus chancas,0.229164995,0.004179032,51.15437786
972,54954,Nymphargus cochranae,10.25313379,0.326026065,4009.795604
973,54955,Nymphargus cristinae,0.618153375,0.003422374,41.86967907
974,54957,Centrolene daidalea,10.61093339,0.472811322,5780.989998
975,54958,Cochranella duidaeana,1.267563721,0.004008981,49.26484471
976,54959,Cochranella euhystrix,0.126432221,0.001272022,15.54906834
977,54960,Cochranella euknemos,16.499071,2.058727509,25146.33065
978,54961,Rulyrana flavopunctata,20.37894335,4.506335045,55413.44162
979,54962,Nymphargus garciae,10.55236276,0.821176573,10099.71478
980,54963,Cochranella geijskesi,0.711811691,0.013885711,170.642201
981,54964,Cochranella granulosa,47.0142907,7.835771198,94976.08319
982,54965,Nymphargus griffithsi,111.2077267,3.743067124,45958.75621
983,54966,Nymphargus ignotus,9.188474751,0.290892707,3565.859752
984,54967,Nymphargus luminosus,1.407857226,0.023017679,281.4472887
985,54968,Nymphargus luteopunctatus,0.856555646,0.038516027,473.5985275
986,54969,Nymphargus megacheirus,1.707764089,0.054433976,670.0147684
987,54970,Cochranella megistra,1.062660671,0.024846559,304.186236
988,54971,Teratohyla midas,41.26216121,114.0540988,1396232.661
989,54972,Nymphargus nephelophila,0.240025272,0.004584511,56.40649734
990,54973,Cochranella nola,20.3336015,3.183322424,37815.52067
991,54974,Nymphargus ocellatus,2.032786023,0.122390597,1480.697833
992,54975,Centrolene ocellifera,1.136375619,0.051391143,632.5179949
993,54976,Sachatamia orejuela,10.90360216,1.016138298,12499.87919
994,54977,Nymphargus oreonympha,0.451492779,0.011963263,147.1807943
995,54979,Nymphargus phenax,0.196476919,0.001535913,18.44638647
996,54980,Nymphargus pluvialis,12.09484684,0.90248866,10768.47571
997,54981,Nymphargus posadae,15.86679177,2.346791052,28832.1384
998,54982,Nymphargus prasinus,9.884887561,0.295897738,3627.112368
999,54983,Sachatamia punctulata,5.547168653,0.810632617,9923.216313
1000,54984,Cochranella ramirezi,6.572553901,1.40031952,17107.35484
1001,54985,Cochranella resplendens,128.3935489,11.94615706,146785.0082
1002,54986,Vitreorana ritae,2.497332223,0.168140192,2065.065799
1003,54987,Cochranella riveroi,0.696554558,0.004829588,59.4263118
1004,54988,Nymphargus rosada,2.623701994,0.081227028,994.4905856
1005,54989,Nymphargus ruizi,6.842061994,0.120608557,1481.031251
1006,54990,Centrolene savagei,7.845408138,0.520285371,6382.966587
1007,54992,Nymphargus siren,5.229687672,0.287312643,3511.202625
1008,54993,Centrolene solitaria,1.566802064,0.027425005,337.4030254
1009,54994,Rulyrana spiculata,25.91754772,3.086821967,37106.56127
1010,54995,Nymphargus spilotus,0.391352967,0.007365399,90.25727532
1011,54996,Teratohyla spinosa,56.35846805,8.189440383,100066.4989
1012,54997,Rulyrana susatamai,5.55610984,0.73490785,8993.848627
1013,54999,Nymphargus truebae,0.379527435,0.011462133,137.4712111
1014,55000,Celsiella vozmedianoi,1.153356691,0.003901038,47.20716127
1015,55001,Cochranella xanthocheridia,6.448449129,0.391090503,4785.25188
1016,55002,Vitreorana antisthenesi,6.822946528,0.310216629,3759.288712
1017,55003,Hyalinobatrachium aureoguttatum,14.68528391,2.063769431,25282.31101
1018,55006,Hyalinobatrachium chirripoi,7.576236997,0.741799127,9041.581217
1019,55008,Hyalinobatrachium crurifasciatum,25.78094853,11.76608705,144339.8593
1020,55010,Hyalinobatrachium duranti,4.131712992,0.056632492,689.3989451
1021,55011,Hyalinobatrachium eccentricum,0.076939392,0.00047106,5.76975971
1022,55012,Hyalinobatrachium esmeralda,4.098270498,0.178505859,2189.579794
1023,55013,Vitreorana eurygnatha,54.60587698,39.38138042,448103.6532
1024,55014,Hyalinobatrachium fleischmanni,127.4321731,33.85421755,405991.505
1025,55015,Hyalinobatrachium fragile,9.748568615,0.60818909,7370.811704
1026,55016,Hyalinobatrachium guairarepanense,40.773804,0.159700302,1934.253995
1027,55017,Vitreorana helenae,1.848652901,0.05244854,643.002434
1028,55018,Hyalinobatrachium iaspidiense,10.13440427,1.650480107,20155.90036
1029,55019,Hyalinobatrachium ibama,7.090116419,0.968325126,11846.17885
1030,55020,Hyalinobatrachium ignioculus,0.153376505,0.001871961,22.93002316
1031,55024,Hyalinobatrachium nouraguense,5.343640197,1.84995063,22718.22867
1032,55026,Hyalinobatrachium pallidum,15.11355914,0.211317808,2564.448507
1033,55027,Vitreorana parvula,0.888163876,0.062771907,685.623998
1034,55030,Teratohyla pulverata,63.79256048,9.661773829,117385.0496
1035,55031,Celsiella revocata,12.28403793,0.056497902,684.4142299
1036,55032,Hyalinobatrachium ruedai,4.597406956,0.953692954,11737.31154
1037,55033,Hyalinobatrachium talamancae,0.995345842,0.042795228,519.0642657
1038,55034,Hyalinobatrachium taylori,36.96045915,37.79524015,463783.7597
1039,55035,Vitreorana uranoscopa,55.91384772,51.854621,586459.9868
1040,55036,Hyalinobatrachium valerioi,33.94050464,5.697914848,69860.57844
1041,55037,Hyalinobatrachium vireovittatum,9.086356603,0.547362285,6654.33662
1042,55038,Allobates femoralis,169.5768445,458.2459893,5607573.775
1043,55039,Allobates zaparo,9.983666607,3.861041335,47502.84636
1044,55040,Aromobates nocturnus,0.183890613,0.001710904,20.76612762
1045,55041,Hyloxalus abditaurantius,9.959347139,0.639685177,7838.945766
1046,55042,Colostethus agilis,1.415732245,0.025815748,317.1479928
1047,55043,Colostethus alacris,0.174691607,0.002085704,25.6452026
1048,55045,Allobates alessandroi,2.569555883,0.092876302,1113.651335
1049,55046,Hyloxalus anthracinus,2.781948802,0.182813864,2246.769096
1050,55047,Leucostethus argyrogaster,6.538297809,1.495273681,18327.57067
1051,55048,Ectopoglossus atopoglossus,0.136196274,0.001288647,15.80903022
1052,55049,Hyloxalus awa,8.608912383,2.534964432,31201.52014
1053,55050,Anomaloglossus ayarzaguenai,0.605555548,0.004690972,57.54022191
1054,55051,Anomaloglossus baeobatrachus,28.48361779,55.54063798,682867.7147
1055,55052,Anomaloglossus beebei,1.87935989,0.164998188,2022.899254
1056,55053,Hyloxalus betancuri,0.232903723,0.004316542,52.72105673
1057,55054,Hyloxalus bocagei,12.45784479,4.640925936,57106.34432
1058,55055,Hyloxalus borjai,0.46474802,0.017187559,210.0666007
1059,55056,Leucostethus brachistriatus,7.171049198,0.239740449,2943.101971
1060,55057,Hyloxalus breviquartus,32.60360162,6.963651928,85489.65757
1061,55058,Allobates bromelicola,0.345403759,0.001158197,14.03088267
1062,55059,Allobates brunneus,75.48286507,156.7211284,1913466.76
1063,55060,Allobates caeruleodactylus,1.342703528,0.143462823,1762.668713
1064,55062,Aromobates capurinensis,0.238651052,0.002825793,34.43217315
1065,55064,Allobates cepedai,1.735722504,0.047555542,582.8564982
1066,55065,Hyloxalus cevallosi,1.147225345,0.051758359,636.8395424
1067,55066,Allobates chalcopis,0.14721348,0.000505719,6.024099094
1068,55068,Allobates conspicuus,22.60424687,30.15429456,367763.9381
1069,55069,Allobates crombiei,4.109057305,1.046076566,12849.30153
1070,55071,Hyloxalus delatorreae,0.507875366,0.009258512,113.9521124
1071,55072,Prostherapis dunni,0.412805178,0.00146448,17.73126559
1072,55073,Colostethus dysprosium,0.1176062,0.001100618,13.46153699
1073,55074,Hyloxalus edwardsi,0.315030064,0.003949923,48.471584
1074,55075,Hyloxalus elachyhistus,9.446827382,2.036854482,24992.20015
1075,55076,Silverstoneia erasmios,2.173476269,0.075368946,922.4762202
1076,55077,Hyloxalus exasperatus,1.723758418,0.078076366,959.7224201
1077,55078,Hyloxalus excisus,0.106163403,0.00089686,10.97722813
1078,55079,Hyloxalus faciopunctulatus,0.107740552,0.000923705,11.34628547
1079,55080,Hyloxalus fallax,2.449021082,0.025084592,308.7035976
1080,55081,Hyloxalus fascianigrus,2.385891628,0.086109032,1057.69097
1081,55082,Silverstoneia flotator,33.38722679,4.734945778,57612.68615
1082,55083,Leucostethus fraterdanieli,10.11314579,3.468771503,42538.02014
1083,55084,Allobates fratisenescus,0.378916856,0.011425283,140.5977445
1084,55085,Leucostethus fugax,3.506852586,0.062795463,772.365969
1085,55086,Hyloxalus fuliginosus,1.656941244,0.048663752,598.9957442
1086,55087,Colostethus furviventris,0.106039819,0.000894773,10.92835569
1087,55088,Allobates fuscellus,32.21233192,55.11294866,673214.3947
1088,55089,Allobates gasconi,13.50625086,7.927267005,96786.86187
1089,55090,Allobates goianus,7.774351833,2.161543114,25693.92701
1090,55091,Anomaloglossus guanayensis,1.718333302,0.006249614,76.53397468
1091,55092,Allobates humilis,1.417991338,0.043000263,522.8263725
1092,55093,Hyloxalus idiomelus,1.813535399,0.177086356,2168.37315
1093,55094,Colostethus imbricolus,1.539667107,0.092457828,1131.683343
1094,55095,Hyloxalus infraguttatus,12.10742352,3.023754885,37199.50912
1095,55096,Colostethus inguinalis,11.53820272,2.06448779,25223.21567
1096,55097,Allobates insperatus,41.56940172,6.069042166,74682.18532
1097,55098,Colostethus jacobuspetersi,8.376748557,1.611957868,19838.7799
1098,55099,Allobates juanii,2.042477291,0.076966185,945.2526962
1099,55100,Allobates kingsburyi,5.135193537,0.116025072,1428.029633
1100,55101,Ectopoglossus lacrimosus,5.475263058,0.206822012,2540.703858
1101,55102,Colostethus latinasus,1.244894202,0.023050333,281.0823521
1102,55103,Hyloxalus lehmanni,25.48463335,5.246198264,64425.7818
1103,55104,Aromobates leopardalis,0.207427002,0.003423835,41.66040195
1104,55105,Hyloxalus littoralis,5.333397819,0.282468859,3439.570961
1105,55106,Colostethus lynchi,0.107380559,0.000917543,11.18993866
1106,55107,Epipedobates machalilla,14.34702076,3.011131176,37054.52695
1107,55108,Allobates mandelorum,3.517222201,0.017096991,207.2806835
1108,55109,Hyloxalus maquipucuna,0.114188745,0.00103759,12.77176675
1109,55110,Allobates marchesianus,72.93021563,276.2380932,3381502.82
1110,55111,Hyloxalus marmoreoventris,0.068005623,0.000368018,4.528623641
1111,55112,Allobates masniger,3.457634518,0.845797187,10388.52284
1112,55113,Allobates mcdiarmidi,9.119687896,1.743214101,20649.0258
1113,55114,Allobates melanolaemus,5.965868614,2.208637785,27127.97084
1114,55115,Colostethus mertensi,2.249168673,0.064265959,790.3184243
1115,55116,Hyloxalus mittermeieri,0.489928315,0.00806578,98.79600759
1116,55117,Anomaloglossus murisipanensis,0.051020819,0.000146694,1.796456583
1117,55118,Hyloxalus mystax,0.064880749,0.000334974,4.11611122
1118,55119,Hyloxalus nexipus,88.91905198,2.539856198,31137.31335
1119,55120,Allobates nidicola,0.117647794,0.001101404,13.53092315
1120,55121,Silverstoneia nubicola,36.21490063,5.508486111,67282.3564
1121,55122,Allobates olfersioides,50.08234308,21.87909209,256943.1015
1122,55123,Allobates ornatus,0.298517676,0.007091282,86.74281506
1123,55124,Rheobates palmatus,14.28686873,4.045634347,49585.93078
1124,55125,Colostethus panamansis,17.13794735,2.338786784,28472.85492
1125,55126,Anomaloglossus parimae,0.061135512,0.000153511,1.888120458
1126,55127,Anomaloglossus parkerae,0.683256138,0.003999329,48.9830357
1127,55128,Hyloxalus patitae,0.078189708,0.000486495,5.900075355
1128,55129,Hyloxalus peculiaris,0.045449765,0.000164378,2.021044852
1129,55130,Hyloxalus peruvianus,35.24153412,37.73873393,460124.9455
1130,55131,Allobates picachos,1.27951739,0.029188782,358.9000533
1131,55132,Hyloxalus pinguis,0.370479874,0.008564934,105.3295623
1132,55133,Colostethus poecilonotus,0.81752505,0.051681767,633.1077349
1133,55134,Anomaloglossus praderioi,1.103479566,0.02021218,247.7185646
1134,55135,Colostethus pratti,26.34952889,3.290604632,40070.60772
1135,55136,Rheobates pseudopalmatus,14.57699771,3.206542543,39242.03309
1136,55137,Hyloxalus pulchellus,76.56977045,1.101515038,13555.53949
1137,55138,Hyloxalus pumilus,0.053928516,0.000231428,2.844804998
1138,55139,Leucostethus ramirezi,0.907876912,0.026859768,328.5226298
1139,55140,Hyloxalus ramosi,0.892555884,0.023424725,286.6721589
1140,55141,Allobates ranoides,0.101648891,0.000822204,10.09365301
1141,55142,Anomaloglossus roraima,0.961708253,0.020275246,248.5698321
1142,55143,Hyloxalus ruizi,0.287331125,0.006569684,80.62865736
1143,55144,Colostethus ruthveni,6.218898994,0.491035413,5938.502774
1144,55145,Hyloxalus saltuarius,0.537215152,0.009484949,116.6336018
1145,55146,Aromobates saltuensis,1.195279094,0.015717708,191.7226196
1146,55147,Allobates sanmartini,0.742549249,0.024705772,301.8115387
1147,55148,Hyloxalus sauli,7.326754005,2.488568664,30626.21915
1148,55149,Anomaloglossus shrevei,10.80685717,0.198815098,2442.461244
1149,55150,Hyloxalus shuar,8.481853291,0.682075646,8388.166794
1150,55151,Anomaloglossus stepheni,5.637131087,1.96483821,24168.65812
1151,55152,Hyloxalus subpunctatus,5.95060415,0.89962911,11032.54685
1152,55153,Allobates sumtuosus,22.98665229,12.83092649,157729.9409
1153,55154,Hyloxalus sylvaticus,1.012219728,0.063995073,784.3496498
1154,55155,Allobates talamancae,61.03645939,9.621699058,117497.1007
1155,55156,Anomaloglossus tamacuarensis,1.159537064,0.043580232,536.2932785
1156,55157,Anomaloglossus tepuyensis,1.416137283,0.13780569,1687.437675
1157,55158,Colostethus thorntoni,1.144591252,0.024783652,303.4661784
1158,55159,Hyloxalus toachi,4.526598019,0.348194215,4285.756583
1159,55160,Allobates trilineatus,63.34407496,65.6531802,796759.0117
1160,55161,Allobates undulatus,2.693333318,0.019944367,244.2889775
1161,55162,Hyloxalus utcubambensis,0.541728803,0.022468312,274.8785361
1162,55163,Allobates vanzolinius,11.93663275,7.553438583,92625.61115
1163,55164,Hyloxalus vergeli,5.749892791,1.110270129,13625.43249
1164,55165,Hyloxalus vertebralis,3.535276928,0.483222989,5940.464548
1165,55166,Allobates wayuu,0.823562142,0.022189166,267.1726652
1166,55167,Paruwrobates whymperi,0.331471828,0.002745411,33.7928006
1167,55168,Colostethus yaguara,0.75462462,0.013882634,169.5331977
1168,55169,Hyloxalus azureiventris,0.950048018,0.024608535,301.0375461
1169,55170,Andinobates abditus,0.314656228,0.007020187,86.41183733
1170,55171,Andinobates altobueyensis,0.303473067,0.007328573,89.69924287
1171,55172,Ranitomeya amazonica,3.216462449,0.790881994,9705.452731
1172,55174,Dendrobates auratus,60.77936956,9.607519717,116891.8307
1173,55177,Andinobates bombetes,2.420992711,0.046432672,569.9915495
1174,55178,Excidobates captivus,3.632929321,0.745190799,9146.583902
1175,55179,Adelphobates castaneoticus,9.93829675,1.979003161,24244.25786
1176,55180,Andinobates claudiae,0.658593227,0.005709177,69.39946594
1177,55181,Ranitomeya duellmani,14.44240161,8.750988958,107579.2841
1178,55182,Ranitomeya fantastica,3.150671866,0.576646729,7057.573699
1179,55183,Ranitomeya flavovittata,3.725095802,0.842987984,10343.75476
1180,55184,Andinobates fulguritus,20.843729,3.263470287,39940.50344
1181,55185,Adelphobates galactonotus,36.71053577,46.40713716,568844.9164
1182,55186,Oophaga granulifera,8.043675374,0.521963865,6349.612935
1183,55191,Dendrobates leucomelas,35.96880261,67.82021518,831948.8552
1184,55192,Andinobates minutus,29.4906209,4.574219705,55926.21519
1185,55193,Excidobates mysteriosus,1.950782526,0.106621165,1306.159719
1186,55194,Oophaga occultator,0.224593198,0.004013988,49.35173838
1187,55196,Oophaga pumilio,22.284883,5.134948425,61973.81685
1188,55197,Adelphobates quinquevittatus,42.53482983,118.0534787,1439497.903
1189,55201,Oophaga speciosa,0.757155945,0.030950488,376.5856203
1190,55202,Minyobates steyermarki,0.127520068,0.000766654,9.417813525
1191,55203,Oophaga sylvatica,11.88280001,3.948003821,48578.29826
1192,55204,Dendrobates tinctorius,28.72855048,42.69687493,525078.1176
1193,55205,Dendrobates truncatus,20.15385986,5.400288756,66001.84712
1194,55206,Ranitomeya vanzolinii,13.4442379,10.59988565,128659.2425
1195,55207,Ranitomeya variabilis,1.533184779,0.187054478,2287.969375
1196,55208,Ranitomeya ventrimaculata,98.12806289,206.19217,2527198.942
1197,55209,Oophaga vicentei,2.879429632,0.241822083,2942.174203
1198,55210,Andinobates viridis,1.61234344,0.073996856,909.2895034
1199,55211,Andinobates virolinensis,4.479494323,0.258042034,3158.115957
1200,55212,Paruwrobates andinus,0.413215417,0.00339516,41.78317263
1201,55213,Epipedobates anthonyi,6.581545802,1.691879243,20770.83697
1202,55214,Ameerega bassleri,4.732893753,1.44941778,17729.52854
1203,55215,Ameerega bilinguis,15.13866708,5.63916347,69393.41054
1204,55216,Ameerega boliviana,6.926534674,1.075779502,12764.90607
1205,55217,Epipedobates boulengeri,18.86423761,4.379644965,53878.9567
1206,55218,Ameerega braccata,19.78803982,23.6066245,277724.8128
1207,55219,Ameerega cainarachi,1.971424957,0.184583846,2256.921198
1208,55220,Paruwrobates erythromos,0.256471188,0.002645526,32.56326267
1209,55221,Epipedobates espinosai,0.106143607,0.000896534,11.03538544
1210,55222,Ameerega flavopicta,53.13073951,75.70077485,902086.8195
1211,55223,Ameerega hahneli,91.57364984,322.6274796,3955793.283
1212,55224,Ameerega ingeri,0.127306878,0.001289683,15.87049976
1213,55226,Ameerega macero,20.99843455,6.740577505,81524.75901
1214,55228,Allobates myersi,22.50322031,6.037121765,74288.22194
1215,55229,Ameerega parvula,26.63361556,15.62268822,192110.2535
1216,55230,Ameerega petersi,27.86011967,7.448741283,90703.54859
1217,55231,Ameerega picta,74.24761114,195.7393634,2360362.935
1218,55232,Ameerega pongoensis,4.405130974,0.82654429,10105.99575
1219,55233,Ameerega pulchripecta,2.6778591,0.570629941,7021.820973
1220,55234,Ameerega rubriventris,0.933552575,0.06193526,753.3002004
1221,55235,Anomaloglossus rufulus,3.712222216,0.039054938,478.7243299
1222,55236,Ameerega silverstonei,2.224982792,0.227214975,2764.053694
1223,55237,Ameerega simulans,7.480774972,1.740228698,20899.89163
1224,55238,Ameerega smaragdina,0.207003091,0.001188519,14.40348733
1225,55239,Epipedobates tricolor,10.52793787,0.379565121,4671.191663
1226,55240,Ameerega trivittata,118.3626674,353.4098697,4331927.881
1227,55241,Mannophryne caquetio,7.650056511,0.04895798,592.2425679
1228,55242,Mannophryne collaris,11.78998379,0.138601203,1687.609249
1229,55243,Mannophryne cordilleriana,1.57455639,0.070542443,858.6164162
1230,55245,Mannophryne lamarcai,2.74989233,0.068087056,824.8539382
1231,55246,Mannophryne larandina,0.10371788,0.000856016,10.3872595
1232,55247,Mannophryne neblina,0.113576022,0.000284831,3.450489387
1233,55248,Mannophryne oblitterata,6.90551574,0.108670317,1317.39641
