OBJECTID,id_no,binomial,orig_area_km2,final_area_km2
843,8004,Erethizon dorsatum,12063385.796017719,619755.02175569721
844,8010,Erignathus barbatus,13109171.16552853,10029123.1362333
845,8033,Erophylla sezekorni,122945.3856505439,52992.328548502999
846,8097,Eschrichtius robustus,4123362.7650949061,3628472.314097086
847,8153,Eubalaena australis,86277344.42556648,9753535.9522663318
848,8162,Euchoreutes naso,1675149.5382384909,1090616.7985504209
849,8166,Euderma maculatum,2104716.2699333881,367761.76903115452
850,8199,Eulemur coronatus,6521.7027404123492,43.656374684444771
851,8202,Eulemur mongoz,8051.4890419162248,453.02001394150011
852,8203,Eulemur rubriventer,51228.692544951497,18.84242988187053
853,8204,Eulemur albifrons,19643.242428128051,337.0800756961977
854,8205,Eulemur cinereiceps,1817.020366695692,17.58011983784483
855,8206,Eulemur collaris,8156.8497037329234,1.7455822982718819e-002
856,8207,Eulemur fulvus,48943.993843411947,959.08373373574102
857,8209,Eulemur rufus,37372.640359321493,3833.9496244964521
858,8210,Eulemur sanfordi,3830.351108457362,156.06476765688089
859,8211,Eulemur flavifrons,2450.8430821519469,25.413427997059799
860,8212,Eulemur macaco,7963.7667051311537,105.78625432044809
861,8239,Eumetopias jubatus,6488486.4460094972,4406900.4304861361
862,8241,Eumops auripendulus,14106452.55535036,2026088.567788719
863,8243,Eumops dabbenei,2407774.2351942658,1302587.4671732171
864,8245,Eumops hansae,6415905.4779705983,795529.2189458739
865,8246,Eumops maurus,1223200.443383177,63657.40194042799
866,8247,Eumops perotis,11695040.311994029,2366369.961431202
867,8248,Eumops underwoodi,955587.08195347455,104848.5645922801
868,8256,Euneomys chinchilloides,52427.195824753981,1818.983405438282
869,8258,Euneomys petersoni,591126.45595600735,40686.385974110453
870,8265,Euoticus elegantulus,782194.90009983175,67790.447582610708
871,8266,Euoticus pallidus,95101.72091204449,18692.250356693279
872,8306,Euphractus sexcinctus,7716194.809657759,1593643.374233519
873,8385,Euroscaptor mizura,15898.04006869039,47.953757079250472
874,8418,Euryzygomatomys spinosus,807854.61650404695,17311.43928075533
875,8436,Exilisciurus concinnus,120457.56773801699,3457.5452326284799
876,8437,Exilisciurus exilis,692681.00746987865,104493.7313948824
877,8438,Exilisciurus whiteheadi,155449.56638898511,104.94741172691501
878,8539,Felis bieti,620462.27790203656,279508.68947972258
879,8540,Felis chaus,7009421.4875226077,2562495.3443489522
880,8541,Felis margarita,3700851.6495605619,1856239.8002094841
881,8542,Felis nigripes,1948152.9359695101,158513.32610027169
882,8548,Felovia vae,183977.23796597801,54671.075434317609
883,8551,Feresa attenuata,206124635.98095861,28326615.878495999
884,8668,Fossa fossana,91104.767358784316,496.42557754186419
885,8701,Funambulus palmarum,1262934.2131464861,166976.58474875471
886,8702,Funambulus pennantii,2908095.5079195732,1166843.111243902
887,8704,Funambulus tristriatus,79436.356584302019,1030.2679726883621
888,8755,Funisciurus carruthersi,93369.070913734016,8041.8709819034784
889,8756,Funisciurus anerythrus,2279757.1506765932,133070.94298835759
890,8757,Funisciurus bayonii,385069.13227118371,19025.937262899461
891,8758,Funisciurus congicus,1734998.7478100469,152086.68465733971
892,8759,Funisciurus isabella,570174.21364876034,3368.531595035025
893,8760,Funisciurus lemniscatus,610756.02960606548,6589.9543595665273
894,8761,Funisciurus leucogenys,411995.79355462658,73065.804975520252
895,8762,Funisciurus pyrropus,2153122.3116114712,62194.840759976512
896,8763,Funisciurus substriatus,224763.8693283496,1996.782783764118
897,8771,Furipterus horrens,9815885.6711444501,840739.34442548023
898,8785,Sciurocheirus alleni,94725.972968777263,17482.251391498939
899,8786,Galago gallarum,307917.35645519011,108909.21728177481
900,8787,Galago matschiei,86725.362808043443,4017.5794824194609
901,8788,Galago moholi,4127474.314318669,549802.36452881771
902,8789,Galago senegalensis,7757798.346310256,1719145.349153169
903,8790,Paragalago zanzibaricus,7077.6343307102597,91.997370258569418
904,8825,Galea spixii,1699234.411322095,107635.7926669794
905,8826,Galemys pyrenaicus,163329.42263706739,910.60817461162253
906,8827,Galenomys garleppi,50911.034042540232,7048.0323951989076
907,8833,Galidictis fasciata,82607.275352735029,588.24609536438788
908,8834,Galidictis grandidieri,995.70477869656031,77.513793139620248
909,8967,Gazella cuvieri,152444.46503523891,12288.222972568159
910,8968,Nanger dama,230048.8426815565,166117.23335640889
911,8969,Gazella dorcas,9906092.4108665697,3411875.4092934821
912,8971,Nanger granti,785166.75988496549,254595.39974686041
913,8972,Gazella leptoceros,1224708.922171179,483875.91319120501
914,8973,Eudorcas rufifrons,2197816.024048124,1024255.467741139
915,8975,Gazella spekei,180958.71800590129,30951.652766913139
916,8976,Gazella subgutturosa,7107834.1970689241,3464547.8254957572
917,8977,Gazella marica,2614051.4446657659,824435.02254892408
918,8978,Gazella bennettii,2764397.2401159848,1252852.401607194
919,8982,Eudorcas thomsonii,157281.59083333929,23409.64134393635
920,8989,Gazella gazella,14845.642434666919,3454.9854693791999
921,8991,Eudorcas tilonura,93842.801793087623,14983.5197058835
922,8992,Eudorcas albonotata,128522.478790266,4997.0114909052772
923,8994,Genetta abyssinica,501114.05419998028,56995.668571875402
924,8997,Genetta johnstoni,307023.63261850388,9901.4576439506091
925,8998,Genetta cristata,100906.4924055661,39005.910637772497
926,9001,Geocapromys brownii,987.87339503864484,49.222548867328683
927,9002,Geocapromys ingrahami,20.591732047115269,15.27529235611752
928,9048,Geogale aurita,10984.98129459791,321.57080396698308
929,9054,Geomys arenarius,120528.64536112751,34740.672951797002
930,9055,Geomys personatus,35465.668327835563,23517.86729219295
931,9056,Geomys tropicalis,1683.783386675668,1266.0205518147891
932,9062,Geomys texensis,18190.06495107228,288.38375211779112
933,9077,Georychus capensis,159410.7743014757,1500.243880550426
934,9089,Geoxus valdivianus,232671.6419703901,3444.6924747664598
935,9092,Gerbillurus paeba,2191074.281462498,311760.07620664942
936,9093,Gerbillurus setzeri,48796.137770064852,4952.6612360965182
937,9094,Gerbillurus tytonis,56157.400635825143,40728.958910194509
938,9095,Gerbillurus vallinus,286817.80861139012,35473.013750690421
939,9096,Gerbillus acticola,22931.60653821312,11338.32326696931
940,9097,Gerbillus maghrebi,55236.783577465103,4142.0820719297462
941,9099,Gerbillus muriculus,523.94472974710004,342.35544840484999
942,9100,Gerbillus nancillus,1763926.151110572,938142.1914561101
943,9101,Gerbillus rosalinda,166255.988597202,49043.072451542117
944,9104,Gerbillus amoenus,854939.94294639071,333018.77301143733
945,9105,Gerbillus andersoni,117668.9814543298,51562.020906953359
946,9106,Gerbillus aquilus,559409.43057632761,404649.57619209948
947,9109,Gerbillus bottai,31778.620298492271,22645.920070556509
948,9110,Gerbillus brockmani,308.69066550379398,308.69066550379398
949,9113,Gerbillus cheesmani,2286489.2046070802,839665.1831152729
950,9114,Gerbillus cosensis,138823.88756306071,31408.70151541242
951,9116,Gerbillus dasyurus,1541910.715774087,178922.3566519747
952,9119,Gerbillus dunni,359429.22084325302,63850.595202870238
953,9120,Gerbillus famulus,52557.098884798121,11171.91381902327
954,9121,Gerbillus floweri,78487.011596793323,22905.076064220932
955,9123,Gerbillus gerbillus,9384476.1067651026,3283982.1934036301
956,9124,Gerbillus gleadowi,183764.9485844124,177326.2862608021
957,9125,Gerbillus grobbeni,1140.153155884545,14.961590772104531
958,9126,Gerbillus harwoodi,205252.88426970551,29490.290539213522
959,9127,Gerbillus henleyi,3842515.7155285589,1134101.850365995
960,9128,Gerbillus hesperinus,724.56167902269976,4.7090738186489576
961,9129,Gerbillus hoogstraali,9460.502092540286,2444.4185964967719
962,9130,Gerbillus jamesi,812.51041359839678,382.86779436413212
963,9131,Gerbillus juliani,67877.549664127961,5417.6165698913228
964,9132,Gerbillus latastei,176514.57605908791,58475.987608065429
965,9134,Gerbillus mackilligini,200387.14062697679,33781.884171812548
966,9135,Gerbillus mesopotamiae,219911.5238254361,150475.28644329941
967,9136,Gerbillus nanus,10211883.786855871,4128626.683975169
968,9137,Gerbillus nigeriae,71421.665018915679,57894.588610222068
969,9138,Gerbillus occiduus,49817.213269942942,1665.906845607735
970,9140,Gerbillus perpallidus,24839.615503385561,7877.6057506910747
971,9141,Gerbillus poecilops,102033.3609884279,30425.794325707731
972,9142,Gerbillus principulus,2405.2090954041992,391.72383396880662
973,9143,Gerbillus pulvinatus,34345.84539786369,19714.10232227539
974,9144,Gerbillus pusillus,570299.05063514051,100301.57021735649
975,9145,Gerbillus pyramidum,3346744.092325734,1291484.1527112499
976,9149,Gerbillus simoni,259948.7528774846,83729.922378548057
977,9150,Gerbillus somalicus,52590.946637115812,19624.36387373861
978,9151,Gerbillus stigmonyx,28879.901289043391,21379.57759169408
979,9153,Gerbillus tarabuli,6328900.1645503538,2335654.330421268
980,9155,Gerbillus watersi,123292.9482785682,30304.58784626134
981,9194,Giraffa camelopardalis,1794020.819878154,451184.36844879802
982,9240,Glaucomys volans,3848374.7391846511,254321.000591591
983,9245,Glironia venusta,2883460.1867597699,428944.2357192958
984,9246,Glirulus japonicus,211087.78514412779,6812.8757520007894
985,9248,Glischropus tylopus,2451379.1726536229,465813.96990977612
986,9249,Globicephala macrorhynchus,225720232.01220179,33008875.05400807
987,9250,Globicephala melas,131022493.19605111,16879886.337279219
988,9273,Glossophaga commissarisi,3716220.6704903292,296010.21292101342
989,9274,Glossophaga leachii,480795.87546434603,31657.339811497481
990,9275,Glossophaga longirostris,1533797.722915953,332452.62755534658
991,9276,Glossophaga morenoi,327053.9590006622,10916.61253588442
992,9277,Glossophaga soricina,14858292.40227513,1670343.517207582
993,9303,Golunda ellioti,2864354.8159469361,1081380.104079803
994,9404,Gorilla gorilla,696515.94023050077,63720.104051527182
995,9417,Gracilinanus agilis,3608998.3933140449,583569.23619973077
996,9418,Gracilinanus dryas,30098.983010699911,46.231358212538431
997,9419,Gracilinanus emiliae,174116.3623075322,50272.897191675962
998,9420,Gracilinanus marica,329108.86230526131,48957.045402810763
999,9421,Gracilinanus microtarsus,631916.55057797336,7644.3079238610071
1000,9422,Hyladelphys kalinowskii,2404135.3312357678,66282.061111897769
1001,9450,Grammomys aridulus,25446.25130013144,606.52469579729154
1002,9451,Grammomys buntingi,174578.90781868229,1883.5584278705239
1003,9452,Grammomys caniceps,41169.217137262909,35615.8456947136
1004,9453,Grammomys cometes,418006.20276162989,154703.92969056641
1005,9454,Grammomys dolichurus,3257241.2266444978,649931.95786495088
1006,9455,Grammomys dryas,16649.382897623069,101.7030673718349
1007,9457,Grammomys ibeanus,215705.8386583346,6212.5575177558958
1008,9458,Grammomys macmillani,243987.07736254751,5601.4100990718262
1009,9459,Grammomys minnae,10922.712796086509,1634.7607173664651
1010,9460,Grammomys kuru,2284465.0168461902,206382.39684293669
1011,9461,Grampus griseus,236068485.69915611,41080032.019087203
1012,9465,Graomys domorum,101516.30396649901,8449.7063828850369
1013,9466,Graomys edithae,22424.339638511621,14021.67981336083
1014,9467,Graomys griseoflavus,2012552.1598823939,1259782.541722229
1015,9480,Graphiurus christyi,394069.49492554693,5186.8910098341494
1016,9481,Graphiurus crassicaudatus,509771.47225229209,63856.251597855357
1017,9483,Graphiurus kelleni,2773729.8090157639,330207.77448897052
1018,9484,Graphiurus lorraineus,3472126.5591568751,212027.91742463139
1019,9485,Graphiurus microtis,3300437.536483407,572919.5729841732
1020,9487,Graphiurus murinus,966168.34760992345,46005.146067902373
1021,9488,Graphiurus ocularis,323149.70422016172,15926.967065880701
1022,9491,Graphiurus platyops,340553.68748763233,9538.8414985951513
1023,9492,Graphiurus rupicola,54373.782220315741,4670.9710127587796
1024,9493,Graphiurus surdus,68788.339505051626,87.618518138446646
1025,9561,Gulo gulo,24396285.729752701,957400.04378299741
1026,9581,Gymnuromys roberti,77430.571106834526,27.69758218327711
1027,9611,Habromys simulatus,18413.701294143681,483.92909788009422
1028,9618,Hadromys humei,2051.000374297178,713.61539662409393
1029,9630,Haeromys margarettae,2172.9462810117138,8.9519299986513853e-002
1030,9631,Haeromys minahassae,43679.087162627948,500.41925007610172
1031,9632,Haeromys pusillus,51651.615406556237,170.74055494033871
1032,9660,Halichoerus grypus,3403347.0862099272,3183835.2866220688
1033,9673,Hapalemur griseus,90255.313154850111,3452.5894675229069
1034,9676,Hapalemur alaotrensis,216.32751009553229,211.76657208629629
1035,9678,Hapalemur occidentalis,26197.046908973261,502.98519992671118
1036,9679,Hapalomys delacouri,388110.72887155617,1339.2615805280141
1037,9680,Hapalomys longicaudatus,2090.61718465073,719.61194752456686
1038,9690,Haplonycteris fischeri,264779.30428443622,16431.678325770928
1039,9740,Harpyionycteris whiteheadi,171865.4914142254,6573.8245810108556
1040,9759,Heimyscus fumosus,504706.52580715629,54574.600989187376
1041,9760,Helarctos malayanus,3561901.590836531,564187.42305112351
1042,9828,Heliophobius argenteocinereus,2122608.4343646909,324768.16296022729
1043,9830,Heliosciurus gambianus,4714266.9240694148,462997.31224902859
1044,9831,Heliosciurus mutabilis,1063839.698237905,120079.0077293286
1045,9832,Heliosciurus punctatus,325698.48078801611,8281.0334812845485
1046,9833,Heliosciurus rufobrachium,2935755.9738816321,228320.6356897045
1047,9834,Heliosciurus ruwenzorii,140580.8483466082,7440.8516448207383
1048,9835,Heliosciurus undulatus,129267.0820383433,19649.236251197872
1049,9917,Nilgiritragus hylocrius,2096.8349150925769,2.3126464515536558
1050,9918,Arabitragus jayakari,28012.143222728311,16.713302793620901
1051,9948,Herpailurus yagouaroundi,14850563.31381782,2943767.6862398782
1052,9975,Hesperoptenus blanfordi,460423.55112889298,66680.007586118183
1053,9976,Hesperoptenus doriae,6902.0631113622458,40.743347300388223
1054,9978,Hesperoptenus tickelli,1051809.0419180531,165792.98128646749
1055,9979,Hesperoptenus tomesi,44815.278948907719,2986.8682847300529
1056,9987,Heterocephalus glaber,1349742.348140229,303338.27948939858
1057,9997,Heterohyrax brucei,5937549.9786018478,926373.35000543448
1058,10005,Heteromys australis,226890.4077382962,9044.6737937878297
1059,10007,Heteromys gaumeri,167160.39243372789,67911.870927533251
1060,10032,Choeropsis liberiensis,155980.24234744071,15281.407705622911
1061,10053,Hippocamelus antisensis,424661.97811078251,37696.940974496378
1062,10054,Hippocamelus bisulcus,129672.5691745029,3527.8886571994949
1063,10103,Hippopotamus amphibius,1233040.0368571701,270896.8983993475
1064,10107,Hipposideros papua,23023.671415549092,360.12429139328202
1065,10108,Hipposideros ridleyi,218978.50834436671,19779.068303180949
1066,10109,Hipposideros abae,2324170.1991044879,102676.78387060649
1067,10110,Hipposideros armiger,4499020.0596168777,528377.93693327857
1068,10111,Hipposideros ater,3677429.5475173998,584080.52677298116
1069,10112,Hipposideros beatus,1635941.4909043161,136777.54159530901
1070,10114,Hipposideros breviceps,626.41638770479972,33.677938502703917
1071,10116,Hipposideros calcaratus,217479.2211546289,10402.18481403063
1072,10117,Hipposideros camerunensis,11192.43915065311,1118.0459599291521
1073,10118,Hipposideros cervinus,1964909.02367078,229872.52346192469
1074,10119,Hipposideros cineraceus,2205971.5760263889,354711.29712986079
1075,10120,Macronycteris commersoni,366163.4469504024,27061.21976274288
1076,10121,Hipposideros coronatus,986.31648468297317,7.3533883741437392e-002
1077,10123,Hipposideros coxi,2684.5698861974161,744.18612510775972
1078,10125,Hipposideros curtus,136017.84360584,1001.554550216717
1079,10126,Hipposideros cyclops,2331042.2799054259,227806.46415853401
1080,10127,Hipposideros demissus,3048.080248108934,37.536184501052652
1081,10128,Hipposideros diadema,3318720.2498808461,499812.15779066592
1082,10129,Hipposideros dinops,24099.25961430286,473.02510235844318
1083,10130,Hipposideros doriae,1251661.242333984,199472.52403188919
1084,10131,Hipposideros durgadasi,19888.69833325435,351.2145819024675
1085,10132,Hipposideros dyacorum,764978.73342027061,107850.8293766517
1086,10134,Hipposideros fuliginosus,1334561.0434735219,108018.86827440521
1087,10135,Hipposideros fulvus,2454988.395292772,669442.38040119503
1088,10136,Hipposideros galeritus,2774986.4419447859,547760.08146219817
1089,10137,Hipposideros halophyllus,23215.779127365699,4779.5153304019786
1090,10139,Hipposideros inexpectatus,475.03203321388281,0.69434415766260482
1091,10140,Hipposideros jonesi,1271097.5480252239,35081.323299181517
1092,10142,Hipposideros lankadiva,1547878.3487370741,197609.23008206821
1093,10144,Hipposideros lekaguli,95997.803767917372,11759.49547238694
1094,10145,Hipposideros lylei,1013830.220189951,90688.439219262553
1095,10146,Hipposideros macrobullatus,12286.42704464503,972.13737558026912
1096,10147,Hipposideros madurae,66492.74789998772,10041.013698497571
1097,10148,Hipposideros maggietaylorae,242434.34767864869,20013.561306228599
1098,10150,Hipposideros megalotis,943714.96677864017,114281.66021011119
1099,10151,Hipposideros muscinus,116527.8857818494,6356.2281558037776
1100,10152,Hipposideros nequam,68.407703095027699,23.088102989420928
1101,10153,Hipposideros obscurus,276180.19130520982,17048.224280560749
1102,10155,Hipposideros pratti,2242903.6726811882,144079.98493421011
1103,10156,Hipposideros pygmaeus,90616.048608220633,4577.2825842293914
1104,10157,Hipposideros ruber,9060141.5459905975,925841.01014884072
1105,10160,Hipposideros semoni,76336.555145420891,10837.269197680669
1106,10161,Hipposideros sorenseni,254.475790875527,1.5099754542507611
1107,10162,Hipposideros speoris,1221069.1530686819,186438.5087380672
1108,10163,Hipposideros stenotis,489366.14638315112,90035.974847115984
1109,10164,Hipposideros sumbae,42530.24596044045,455.64209351528677
1110,10166,Hipposideros wollastoni,33299.627230350547,131.06448766509169
1111,10167,Hippotragus equinus,5571009.1612863746,885354.64410852967
1112,10170,Hippotragus niger,3013924.7589774751,439689.56261121162
1113,10200,Histiotus alienus,697274.35822041275,378909.34225533961
1114,10201,Histiotus macrotus,462108.87278275588,106880.7131173009
1115,10202,Histiotus montanus,3290831.9748356161,629134.21788394358
1116,10203,Histiotus velatus,3134423.4966636249,403650.06460261031
1117,10211,Hodomys alleni,214197.60552957901,8237.0419607868498
1118,10217,Holochilus brasiliensis,2878757.6267899862,802975.23239725211
1119,10218,Holochilus chacarius,766916.55775097304,721591.10293313989
1120,10219,Lundomys molitor,295556.55178517161,29750.163187855
1121,10220,Holochilus sciureus,9319316.4491012283,1172988.4661643901
1122,10259,Hoplomys gymnurus,332785.62093049701,25655.82939272387
1123,10274,Hyaena hyaena,23460514.330261711,7359393.4513073759
1124,10276,Parahyaena brunnea,2290237.821005566,268623.52360868832
1125,10281,Hybomys planifrons,239877.2474686541,6409.3529626126583
1126,10282,Hybomys trivirgatus,387197.03651058557,28680.196205373421
1127,10283,Hybomys univittatus,2240773.0114893811,175304.6625396724
1128,10300,Hydrochoerus hydrochaeris,13395765.30981232,2330003.0562937502
1129,10310,Hydromys chrysogaster,3705306.3850740381,1122635.4260061439
1130,10313,Hydromys neobritannicus,35333.443691321321,196.1343083404239
1131,10329,Hydropotes inermis,181924.51017559299,78436.635828377606
1132,10340,Hydrurga leptonyx,21456326.202467561,5027823.3403558182
1133,10341,Hyemoschus aquaticus,2450315.7762276079,175448.26940337851
1134,10543,Hylobates agilis,385727.55792451359,82036.28242449963
1135,10547,Hylobates klossii,6004.4798567368443,316.1144598791625
1136,10548,Hylobates lar,638113.44365362194,98581.232205955428
1137,10550,Hylobates moloch,39232.420801812987,150.01396402703901
1138,10552,Hylobates pileatus,121559.0168280287,21145.506937139799
1139,10590,Neotetracus sinensis,251938.31253194169,261.89972332108528
1140,10591,Hylomyscus baeri,53951.238559673613,1685.25311306192
1141,10592,Hylomyscus parvus,491928.08487160271,13429.62208163958
1142,10593,Hylomyscus aeta,2618019.0736185438,208870.75971860989
1143,10594,Hylomyscus alleni,1510855.6078020011,91752.70792547075
1144,10595,Hylomyscus carillus,280113.06443312962,20216.98670485519
1145,10598,Hylonycteris underwoodi,201151.32561443941,10711.380168156669
1146,10600,Hylopetes alboniger,1398882.2754801339,18728.57886194178
1147,10604,Hylopetes nigripes,11504.737564595431,173.4571541761471
1148,10605,Hylopetes phayrei,1105464.370459039,74549.272548977999
1149,10606,Hylopetes sipora,616.07475946658474,36.067323919417753
1150,10607,Hylopetes spadiceus,1145161.961827568,152266.68473763671
1151,10642,Hyperacrius fertilis,76374.484097218316,767.12281706802912
1152,10643,Hyperacrius wynnei,26481.73316215854,586.99435170258857
1153,10707,Hyperoodon ampullatus,24439525.03879714,5317988.139312746
1154,10708,Hyperoodon planifrons,91929663.481844574,12282858.99227052
1155,10714,Hypogeomys antimena,333.31948391508519,35.645384763571663
1156,10734,Hypsignathus monstrosus,2860337.671628633,214225.96786021459
1157,10746,Hystrix cristata,5343646.5651544826,550939.18279942707
1158,10748,Hystrix africaeaustralis,7623756.5437412867,999099.06084923551
1159,10749,Hystrix brachyura,5785924.6840146957,726337.04397235077
1160,10750,Hystrix crassispinis,732627.50203292235,104469.9412215097
1161,10751,Hystrix indica,7062950.5464049634,2563628.1695210021
1162,10752,Hystrix javanica,168922.87945522909,21607.564392246601
1163,10753,Hystrix pumila,12398.137094972521,184.94289175233001
1164,10754,Hystrix sumatrae,429467.74499692552,84503.927097209817
1165,10755,Ia io,1506484.6445798471,61197.64542171947
1166,10761,Ichthyomys hydrobates,160031.48633706989,4450.1561854149668
1167,10762,Ichthyomys pittieri,28382.62100606519,1830.8151263675909
1168,10763,Ichthyomys stolzmanni,246733.0695954171,639.04900853656932
1169,10764,Ichthyomys tweedii,57714.425423097797,3357.1944823300159
1170,10790,Idionycteris phyllotis,1390518.3740783669,155020.43166311129
1171,10794,Idiurus macrotis,619574.89864526689,8622.8423741142051
1172,10796,Idiurus zenkeri,277784.24828480638,4082.2518890803349
1173,10826,Indri indri,30054.831893282779,88.860865448212067
1174,10831,Inia geoffrensis,676639.69611447689,130593.09608921209
1175,10845,Iomys horsfieldii,806687.89923246671,118637.98623410449
1176,10846,Iomys sipora,1242.491147171384,69.745262422121669
1177,10851,Irenomys tarsalis,145042.08998485451,803.86877225099306
1178,10863,Isoodon auratus,20995.461453453769,342.21623247586831
1179,10879,Isothrix pagurus,351392.89342165273,25635.11969990408
1180,10911,Jaculus blanfordi,1305310.1323970719,763884.10453732242
1181,10912,Jaculus jaculus,8111186.0542747304,2520360.6066640569
1182,10913,Jaculus orientalis,434151.40283595148,68190.63670013455
1183,10957,Kannabateomys amblyonyx,916207.6369663144,16155.89852418338
1184,10966,Kerivoula africana,31520.568109307769,6337.9641889918203
1185,10968,Kerivoula agnella,3220.9143808712029,26.189953557861141
1186,10969,Kerivoula argentata,2952033.946283964,372706.6996273775
1187,10970,Phoniscus atrox,198710.3514765744,29549.20699037809
1188,10971,Kerivoula cuprosa,593866.6902766726,95273.73823773941
1189,10973,Kerivoula flora,52244.151671780688,504.75030352927479
1190,10975,Kerivoula intermedia,867949.86989501561,119869.7774876817
1191,10976,Phoniscus jagorii,347828.93325267639,31413.062787566061
1192,10977,Kerivoula lanosa,9069050.3644236624,1104332.0293556079
1193,10978,Kerivoula minuta,808994.17267913569,106773.60224847611
1194,10979,Kerivoula muscina,216617.39265235039,21120.704396918609
1195,10980,Kerivoula myrella,38091.102125338373,224.3158497811491
1196,10981,Kerivoula papillosa,789929.85000470269,81724.633698637641
1197,10982,Phoniscus papuensis,474623.37377707148,28329.575969826841
1198,10983,Kerivoula pellucida,1213323.9676258131,187132.21112490239
1199,10984,Kerivoula phalaena,1206135.0081859529,114585.10364645319
1200,10985,Kerivoula picta,2925210.157336405,561879.78278565174
1201,10986,Kerivoula smithii,1100031.3375838811,115376.7315576461
1202,10987,Kerivoula whiteheadi,242485.20287384011,13118.81082844728
1203,10988,Kerodon rupestris,708722.74353786046,64038.150961045772
1204,11033,Kobus leche,202159.0347317358,99329.090818030178
1205,11034,Kobus megaceros,110602.9205445477,54771.264285908532
1206,11035,Kobus ellipsiprymnus,8949675.5713594202,1296140.506660104
1207,11036,Kobus kob,3004362.7419439028,345593.0557336745
1208,11037,Kobus vardonii,376055.81653144758,87045.414585604842
1209,11047,Kogia breviceps,253205605.08585051,37767626.06660752
1210,11048,Kogia sima,237742346.48269251,34451927.696762033
1211,11050,Komodomys rintjanus,16442.847038711479,366.26214930711171
1212,11061,Kunsia tomentosus,405923.70661316958,88508.902728365952
1213,11062,Gyldenstolpia fronto,37194.695978529329,36042.469157913038
1214,11135,Laephotis angolensis,82081.17631947012,5221.0135571550609
1215,11136,Laephotis botswanae,330446.41417420458,10844.824075192941
1216,11137,Laephotis namibensis,27770.35730851988,8684.5311926982722
1217,11138,Laephotis wintoni,1918214.4626577571,434657.70120843011
1218,11140,Lagenodelphis hosei,175030890.9756003,27591184.976250321
1219,11141,Lagenorhynchus acutus,10341080.570474541,4469753.736764865
1220,11142,Lagenorhynchus albirostris,12822935.24916728,5863230.1821586061
1221,11143,Lagenorhynchus australis,1670354.01195701,1284411.821891549
1222,11144,Lagenorhynchus cruciger,62513076.79883036,4767112.6559331138
1223,11145,Lagenorhynchus obliquidens,15317519.430488231,4107424.9532044199
1224,11146,Lagenorhynchus obscurus,5313796.640357201,3244210.9823961621
1225,11148,Lagidium viscacia,1777417.4748420799,232478.7296321115
1226,11149,Lagidium wolffsohni,52864.870669060903,3030.628774085515
1227,11161,Lagorchestes conspicillatus,1883878.8612205531,478729.96545090532
1228,11162,Lagorchestes hirsutus,95.234756206030525,20.846928541202519
1229,11170,Lagostomus maximus,1466498.0029920179,1105845.2292703111
1230,11171,Lagostrophus fasciatus,137.02444640799399,30.154158034061009
1231,11179,Lagurus lagurus,4713795.928296444,1019204.1876919169
1232,11186,Lama guanicoe,1658698.162069364,384451.65223790391
1233,11305,Lariscus insignis,1276285.6325945079,225298.4573213596
1234,11306,Lariscus niobe,113527.87175196881,1115.4333982645919
1235,11307,Lariscus obscurus,6004.2607398777609,315.35663150561419
1236,11339,Lasionycteris noctivagans,10110465.75610836,559485.47247919731
1237,11340,Lasiopodomys brandtii,819072.3767947352,159239.60053805259
1238,11341,Lasiopodomys fuscus,48445.832050333651,3645.52268387707
1239,11342,Lasiopodomys mandarinus,771615.79746929766,200504.0058641872
1240,11345,Lasiurus cinereus,21077429.695633169,3469736.6132105091
1241,11347,Lasiurus borealis,4881932.288371088,349266.30958693998
1242,11348,Lasiurus castaneus,7397.6414678255787,2.839249942721187
1243,11349,Lasiurus ebenus,8.6115209417134597,0.93783349219279089
1244,11350,Lasiurus ega,13205005.01549607,2742004.925035398
1245,11351,Lasiurus egregius,1322645.818493716,146796.87902774941
1246,11352,Lasiurus intermedius,1748607.864571461,344840.13344157941
1247,11353,Lasiurus seminolus,1193318.4620467201,200422.49048820601
1248,11374,Latidens salimalii,18948.1194589775,0.65181500118798086
1249,11378,Lavia frons,7565596.7471653484,1191193.32873558
1250,11384,Leggadina lakedownensis,1323345.3029566151,195200.44365473991
1251,11385,Leggadina forresti,1980989.902391569,1070628.844309045
1252,11480,Lemmus amurensis,2123006.1578592742,17513.05907325905
1253,11481,Lemmus lemmus,758607.1401257331,4024.7834213769661
1254,11482,Lemmus sibiricus,2178148.5300605451,179803.37171577869
1255,11487,Lemniscomys barbarus,249196.6627848387,15342.714597218721
1256,11489,Lemniscomys griselda,599552.2085744926,70628.511980016207
1257,11490,Lemniscomys hoogstraali,317.2724516776758,312.73053474363269
1258,11491,Lemniscomys linulus,266533.5988799425,2565.1438666295562
1259,11492,Lemniscomys macculus,750781.62590454216,79841.028853512966
1260,11493,Lemniscomys rosalia,2429399.975030622,453063.24808713648
1261,11494,Lemniscomys roseveari,640.16305165742597,160.9307767534699
1262,11495,Lemniscomys striatus,4422584.5063626124,289905.9157445358
1263,11496,Lemur catta,99812.717297074574,9690.8452808221173
1264,11498,Lenomys meyeri,116927.07236581021,6227.4909805767084
1265,11499,Lenothrix canus,238774.89888416641,24350.023549047819
1266,11503,Leontopithecus caissara,205.64316742379529,0.40550770966073713
1267,11506,Leontopithecus rosalia,3990.7487592336811,643.36829283913619
