OBJECTID,FID_modeled_reptiles,Binomial,Group,Area (km2)
3365,4530,Hemidactylus laticaudatus,lizard,1558.845478
3366,4532,Hemidactylus lemurinus,lizard,779.8655545
3367,4533,Hemidactylus leschenaultii,lizard,416922.8372
3368,4534,Hemidactylus longicephalus,lizard,11587.69938
3369,4537,Hemidactylus mabouia,lizard,1381809.389
3370,4538,Hemidactylus macropholis,lizard,203812.5781
3371,4539,Hemidactylus maculatus,lizard,78805.42188
3372,4542,Hemidactylus masirahensis,lizard,3.959320326
3373,4543,Hemidactylus matschiei,lizard,2221.531482
3374,4545,Hemidactylus mercatorius,lizard,43180.70996
3375,4547,Hemidactylus minutus,lizard,17.92996386
3376,4548,Hemidactylus modestus,lizard,1454.433728
3377,4549,Hemidactylus mrimaensis,lizard,413.8617225
3378,4550,Hemidactylus muriceus,lizard,72608.37073
3379,4552,Hemidactylus ophiolepis,lizard,215.3510498
3380,4555,Hemidactylus palaichthus,lizard,406421.7109
3381,4556,Hemidactylus parvimaculatus,lizard,4397.924056
3382,4557,Hemidactylus paucituberculatus,lizard,8.992477211
3383,4559,Hemidactylus platycephalus,lizard,360006.3939
3384,4560,Hemidactylus platyurus,lizard,1073563.591
3385,4561,Hemidactylus prashadi,lizard,438.8791724
3386,4563,Hemidactylus pseudomuriceus,lizard,1174.998648
3387,4564,Hemidactylus puccionii,lizard,33289.45434
3388,4566,Hemidactylus reticulatus,lizard,118243.8548
3389,4567,Hemidactylus richardsonii,lizard,18225.57015
3390,4569,Hemidactylus ruspolii,lizard,171514.7053
3391,4572,Hemidactylus scabriceps,lizard,52817.80193
3392,4574,Hemidactylus sinaitus,lizard,178462.2443
3393,4575,Hemidactylus smithi,lizard,31477.26635
3394,4576,Hemidactylus somalicus,lizard,20148.37021
3395,4577,Hemidactylus squamulatus,lizard,191712.5319
3396,4578,Hemidactylus stejnegeri,lizard,15592.70867
3397,4579,Hemidactylus tanganicus,lizard,583.9416159
3398,4580,Hemidactylus tasmani,lizard,3523.776572
3399,4582,Hemidactylus tenkatei,lizard,1055.867828
3400,4583,Hemidactylus thayene,lizard,2135.969952
3401,4584,Hemidactylus treutleri,lizard,62208.36437
3402,4585,Hemidactylus triedrus,lizard,71102.20756
3403,4586,Hemidactylus tropidolepis,lizard,82798.31256
3404,4587,Hemidactylus ulii,lizard,57.73457926
3405,4588,Hemidactylus vietnamensis,lizard,2417.746885
3406,4589,Hemidactylus yerburii,lizard,175006.713
3407,4590,Hemiergis decresiensis,lizard,584785.2932
3408,4591,Hemiergis gracilipes,lizard,143.5982686
3409,4592,Hemiergis initialis,lizard,1348.372531
3410,4593,Hemiergis millewae,lizard,156281.2969
3411,4594,Hemiergis peronii,lizard,80701.30596
3412,4595,Hemiergis quadrilineata,lizard,81.94684801
3413,4596,Hemiergis talbingoensis,lizard,90501.04303
3414,4597,Hemiphyllodactylus aurantiacus,lizard,20810.26419
3415,4601,Hemiphyllodactylus chiangmaiensis,lizard,9.996280691
3416,4603,Hemiphyllodactylus ganoklonis,lizard,31.48454656
3417,4605,Hemiphyllodactylus insularis,lizard,1543.401989
3418,4608,Hemiphyllodactylus margarethae,lizard,2504.946675
3419,4611,Hemiphyllodactylus typus,lizard,393500.016
3420,4612,Hemiphyllodactylus yunnanensis,lizard,2392.08256
3421,4614,Hemirhagerrhis hildebrandtii,snake,32401.20411
3422,4615,Hemirhagerrhis kelleri,snake,122065.0252
3423,4616,Hemirhagerrhis nototaenia,snake,1124271.432
3424,4617,Hemirhagerrhis viperina,snake,18424.51221
3425,4618,Hemisphaeriodon gerrardii,lizard,14231.70725
3426,4619,Hemitheconyx caudicinctus,lizard,125446.578
3427,4620,Hemitheconyx taylori,lizard,37868.58152
3428,4621,Hemorrhois algirus,snake,302338.4501
3429,4622,Hemorrhois hippocrepis,snake,73603.61682
3430,4623,Heosemys annandalii,turtle,176454.3793
3431,4624,Heosemys depressa,turtle,4516.091746
3432,4625,Heosemys grandis,turtle,298885.0094
3433,4626,Heosemys spinosa,turtle,220765.065
3434,4628,Herpetoreas platyceps,snake,31403.05586
3435,4629,Herpetoreas sieboldii,snake,74978.15849
3436,4631,Heterodactylus imbricatus,lizard,1256.345811
3437,4633,Heterodactylus septentrionalis,lizard,3788.189598
3438,4634,Heterodon gloydi,snake,35094.39495
3439,4635,Heterodon kennerlyi,snake,204380.8383
3440,4636,Heterodon nasicus,snake,73124.20525
3441,4637,Heterodon platirhinos,snake,235168.3453
3442,4638,Heterodon simus,snake,23135.57083
3443,4641,Heteroliodon occipitalis,snake,17009.6736
3444,4642,Heteronotia atra,lizard,1194.176481
3445,4643,Heteronotia binoei,lizard,2397214.838
3446,4644,Heteronotia fasciolatus,lizard,8879.63808
3447,4645,Heteronotia planiceps,lizard,22972.12933
3448,4646,Heteronotia spelea,lizard,450768.0543
3449,4647,Heurnia ventromaculata,snake,72.95188584
3450,4648,Hierophis andreanus,snake,16364.16795
3451,4650,Hierophis gemonensis,snake,4740.556954
3452,4651,Hierophis viridiflavus,snake,44444.69037
3453,4652,Holaspis guentheri,lizard,194340.5501
3454,4653,Holaspis laevis,lizard,59299.38508
3455,4654,Holbrookia approximans,lizard,141781.876
3456,4655,Holbrookia elegans,lizard,38300.48301
3457,4656,Holbrookia lacerata,lizard,79985.66808
3458,4657,Holbrookia maculata,lizard,217303.6168
3459,4658,Holbrookia propinqua,lizard,57127.22262
3460,4659,Holcosus anomalus,lizard,311.1769105
3461,4660,Holcosus bridgesii,lizard,1136.791884
3462,4662,Holcosus festivus,lizard,49939.56631
3463,4663,Holcosus leptophrys,lizard,3047.402464
3464,4665,Holcosus orcesi,lizard,7849.091047
3465,4666,Holcosus quadrilineatus,lizard,2249.775539
3466,4667,Holcosus septemlineatus,lizard,11420.67377
3467,4668,Holcosus undulatus,lizard,148439.1513
3468,4669,Holodactylus africanus,lizard,10972.71027
3469,4670,Holodactylus cornii,lizard,30923.69376
3470,4672,Hologerrhum philippinum,snake,10392.64701
3471,4673,Homalophis doriae,snake,1527.584547
3472,4675,Homalopsis buccata,snake,226342.6828
3473,4676,Homalopsis mereljcoxi,snake,8310.05329
3474,4678,Homalopsis semizonata,snake,29630.15441
3475,4679,Homonota andicola,lizard,708.966337
3476,4680,Homonota borellii,lizard,218834.4908
3477,4681,Homonota darwinii,lizard,55611.02289
3478,4682,Homonota fasciata,lizard,1144112.475
3479,4684,Homonota taragui,lizard,19.99256125
3480,4685,Homonota underwoodi,lizard,30569.35365
3481,4686,Homonota uruguayensis,lizard,6490.212671
3482,4687,Homonota whitii,lizard,327.5678531
3483,4688,Homonota williamsii,lizard,34.77963496
3484,4689,Homopholis arnoldi,lizard,70682.00454
3485,4690,Homopholis fasciata,lizard,45658.40786
3486,4692,Homopholis wahlbergii,lizard,919.2983093
3487,4693,Homopholis walbergii,lizard,80801.84612
3488,4694,Homopus areolatus,turtle,14950.85817
3489,4695,Homopus boulengeri,turtle,10291.05769
3490,4696,Homopus femoralis,turtle,2395.811911
3491,4697,Homopus signatus,turtle,3647.896888
3492,4698,Homopus solus,turtle,14250.10749
3493,4699,Homoroselaps dorsalis,snake,977.1105022
3494,4700,Homoroselaps lacteus,snake,16389.24424
3495,4701,Hoplocephalus bitorquatus,snake,45617.44119
3496,4702,Hoplocephalus bungaroides,snake,805.0078378
3497,4703,Hoplocephalus stephensii,snake,3863.031337
3498,4704,Hoplocercus spinosus,lizard,303215.78
3499,4705,Hoplodactylus duvaucelii,lizard,411.5373886
3500,4706,Hormonotus modestus,snake,282060.1014
3501,4707,Hydrablabes periops,snake,104444.0627
3502,4710,Hydraethiops melanogaster,snake,74171.06159
3503,4711,Hydrodynastes bicinctus,snake,445519.1029
3504,4712,Hydrodynastes gigas,snake,1397242.334
3505,4714,Hydromedusa maximiliani,turtle,7160.023149
3506,4715,Hydromedusa tectifera,turtle,389749.4189
3507,4716,Hydromorphus concolor,snake,19544.88594
3508,4718,Hydrops caesurus,snake,375902.1022
3509,4719,Hydrops martii,snake,218755.3148
3510,4720,Hydrops triangularis,snake,845925.9156
3511,4721,Hydrosaurus amboinensis,lizard,26980.85073
3512,4722,Hydrosaurus pustulatus,lizard,13127.00224
3513,4723,Hydrosaurus weberi,lizard,64.74332516
3514,4724,Hypnale hypnale,snake,9265.415324
3515,4727,Hypoptophis wilsonii,snake,42425.48621
3516,4729,Hypsiglena affinis,snake,424.1451858
3517,4731,Hypsiglena chlorophaea,snake,400394.2938
3518,4732,Hypsiglena jani,snake,301688.3248
3519,4733,Hypsiglena ochrorhyncha,snake,55958.70912
3520,4734,Hypsiglena slevini,snake,1988.788615
3521,4736,Hypsiglena torquata,snake,15760.77398
3522,4738,Hypsilurus auritus,lizard,16530.00825
3523,4739,Hypsilurus binotatus,lizard,87058.56223
3524,4740,Hypsilurus boydii,lizard,1644.266337
3525,4741,Hypsilurus bruijnii,lizard,27.94120747
3526,4742,Hypsilurus capreolatus,lizard,1.148424657
3527,4743,Hypsilurus dilophus,lizard,140768.1676
3528,4744,Hypsilurus geelvinkianus,lizard,2022.871639
3529,4745,Hypsilurus godeffroyi,lizard,11.56661137
3530,4747,Hypsilurus longi,lizard,163.2033494
3531,4748,Hypsilurus macrolepis,lizard,21.08153133
3532,4749,Hypsilurus magnus,lizard,46583.05329
3533,4750,Hypsilurus modestus,lizard,113146.8875
3534,4753,Hypsilurus papuensis,lizard,1074.49887
3535,4754,Hypsilurus schoedei,lizard,2.54010882
3536,4756,Hypsilurus spinipes,lizard,1172.445803
3537,4757,Hypsirhynchus ater,snake,130.6670001
3538,4758,Hypsirhynchus callilaemus,snake,329.4842136
3539,4759,Hypsirhynchus ferox,snake,2699.985723
3540,4760,Hypsirhynchus funereus,snake,60.57751116
3541,4762,Hypsirhynchus parvifrons,snake,5429.427046
3542,4763,Hypsirhynchus polylepis,snake,52.34192767
3543,4764,Hypsirhynchus scalaris,snake,34.19795157
3544,4765,Hypsiscopus matannensis,snake,93.43932351
3545,4766,Hypsiscopus plumbea,snake,228092.5601
3546,4767,Ialtris agyrtes,snake,148.3649616
3547,4768,Ialtris dorsalis,snake,2392.685402
3548,4769,Ialtris haetianus,snake,100.9262177
3549,4775,Iberolacerta galani,lizard,70.45428172
3550,4776,Iberolacerta horvathi,lizard,844.5300832
3551,4778,Iberolacerta monticola,lizard,291.7742659
3552,4779,Ichnotropis bivittata,lizard,109778.3404
3553,4780,Ichnotropis capensis,lizard,352126.3746
3554,4782,Ichnotropis grandiceps,lizard,255.2839611
3555,4785,Iguana delicatissima,lizard,150.3498419
3556,4786,Iguana iguana,lizard,1759878.036
3557,4787,Iguanognathus werneri,snake,84507.69919
3558,4788,Imantodes cenchoa,snake,1904132.531
3559,4789,Imantodes chocoensis,snake,273.4618102
3560,4790,Imantodes gemmistratus,snake,102995.742
3561,4791,Imantodes inornatus,snake,37786.4934
3562,4792,Imantodes lentiferus,snake,463768.7876
3563,4794,Imantodes tenuissimus,snake,59606.2133
3564,4795,Indotestudo elongata,turtle,754862.1459
3565,4796,Indotestudo forstenii,turtle,951.6605725
3566,4797,Indotestudo travancorica,turtle,4616.086882
3567,4799,Indotyphlops albiceps,snake,84242.8527
3568,4800,Indotyphlops braminus,snake,1201303.649
3569,4802,Indotyphlops jerdoni,snake,69110.781
3570,4804,Indotyphlops lazelli,snake,1.933684164
3571,4805,Indotyphlops leucomelas,snake,0.071664651
3572,4806,Indotyphlops loveridgei,snake,9.996280666
3573,4811,Indotyphlops pammeces,snake,27345.83694
3574,4812,Indotyphlops porrectus,snake,433176.8678
3575,4813,Indotyphlops schmutzi,snake,766.6785515
3576,4815,Indotyphlops tenuicollis,snake,1.515000839
3577,4816,Indotyphlops veddae,snake,0.989166688
3578,4817,Indotyphlops violaceus,snake,0.315932094
3579,4818,Insulasaurus arborens,lizard,2008.482881
3580,4819,Insulasaurus traanorum,lizard,6.714832253
3581,4820,Insulasaurus victoria,lizard,2.209196143
3582,4821,Insulasaurus wrighti,lizard,5.050905007
3583,4822,Intellagama lesueurii,lizard,94393.88815
3584,4824,Iphisa elegans,lizard,477354.099
3585,4826,Isopachys anguinoides,lizard,4157.114807
3586,4827,Isopachys borealis,lizard,8591.821277
3587,4828,Isopachys gyldenstolpei,lizard,1873.225854
3588,4829,Isopachys roulei,lizard,525.4527742
3589,4831,Ithycyphus goudoti,snake,4000.003159
3590,4832,Ithycyphus miniatus,snake,13959.56516
3591,4833,Ithycyphus oursi,snake,10705.23036
3592,4834,Ithycyphus perineti,snake,2004.381421
3593,4835,Janetaescincus braueri,lizard,2.75631897
3594,4836,Janetaescincus veseyfitzgeraldi,lizard,7.1014265
3595,4837,Japalura andersoniana,lizard,1218.611463
3596,4840,Japalura brevipes,lizard,4253.534681
3597,4841,Japalura chapaensis,lizard,1689.423471
3598,4843,Japalura dymondi,lizard,76.11955179
3599,4844,Japalura fasciata,lizard,6190.511153
3600,4845,Japalura flaviceps,lizard,100576.4374
3601,4848,Japalura kumaonensis,lizard,34841.41096
3602,4850,Japalura major,lizard,580.8858301
3603,4851,Japalura makii,lizard,853.3642496
3604,4852,Japalura micangshanensis,lizard,263.4300997
3605,4853,Japalura otai,lizard,196.1793106
3606,4854,Japalura planidorsata,lizard,16085.3391
3607,4855,Japalura polygonata,lizard,261.8050663
3608,4856,Japalura sagittifera,lizard,2.304167638
3609,4857,Japalura splendida,lizard,88482.53062
3610,4858,Japalura swinhonis,lizard,4401.356796
3611,4859,Japalura tricarinata,lizard,20905.70302
3612,4860,Japalura varcoae,lizard,551.8026153
3613,4861,Japalura variegata,lizard,47607.46938
3614,4863,Japalura yunnanensis,lizard,466.31739
3615,4868,Kaestlea laterimaculata,lizard,7575.576301
3616,4869,Kaestlea palnica,lizard,1.219531682
3617,4870,Kaestlea travancorica,lizard,9516.064873
3618,4872,Kanakysaurus viviparus,lizard,52.80295468
3619,4873,Kanakysaurus zebratus,lizard,6.563907698
3620,4875,Karusasaurus jordani,lizard,5926.190494
3621,4876,Karusasaurus polyzonus,lizard,46139.1924
3622,4877,Kentropyx altamazonica,lizard,269554.6518
3623,4878,Kentropyx borckiana,lizard,28627.4474
3624,4879,Kentropyx calcarata,lizard,803349.6509
3625,4880,Kentropyx lagartija,lizard,10176.72911
3626,4881,Kentropyx paulensis,lizard,96475.33916
3627,4882,Kentropyx pelviceps,lizard,170427.1484
3628,4883,Kentropyx striata,lizard,299450.8503
3629,4884,Kentropyx vanzoi,lizard,205970.1935
3630,4885,Kentropyx viridistriga,lizard,864559.4752
3631,4886,Kinixys belliana,turtle,477177.1388
3632,4887,Kinixys erosa,turtle,311735.0574
3633,4888,Kinixys homeana,turtle,86927.61022
3634,4889,Kinixys lobatsiana,turtle,8740.131475
3635,4890,Kinixys natalensis,turtle,3762.132288
3636,4891,Kinixys nogueyi,turtle,308490.1877
3637,4892,Kinixys spekii,turtle,517738.5533
3638,4893,Kinixys zombensis,turtle,179442.0027
3639,4895,Kinosternon acutum,turtle,43239.48368
3640,4896,Kinosternon alamosae,turtle,23258.84388
3641,4897,Kinosternon angustipons,turtle,856.4167958
3642,4898,Kinosternon arizonense,turtle,14026.5239
3643,4899,Kinosternon baurii,turtle,65377.5383
3644,4900,Kinosternon chimalhuaca,turtle,3404.5622
3645,4901,Kinosternon creaseri,turtle,46125.95364
3646,4902,Kinosternon dunni,turtle,433.0393609
3647,4903,Kinosternon durangoense,turtle,13636.30014
3648,4904,Kinosternon flavescens,turtle,381706.0405
3649,4905,Kinosternon herrerai,turtle,11674.79704
3650,4906,Kinosternon hirtipes,turtle,93943.3319
3651,4907,Kinosternon integrum,turtle,65395.94026
3652,4908,Kinosternon leucostomum,turtle,170257.0621
3653,4909,Kinosternon oaxacae,turtle,1022.060222
3654,4910,Kinosternon scorpioides,turtle,1471477.191
3655,4911,Kinosternon sonoriense,turtle,71819.9553
3656,4912,Kinosternon subrubrum,turtle,267277.4418
3657,4913,Kinyongia adolfifriderici,lizard,9730.970925
3658,4916,Kinyongia carpenteri,lizard,362.926757
3659,4924,Kinyongia oxyrhina,lizard,555.2358091
3660,4925,Kinyongia tavetana,lizard,2289.643314
3661,4926,Kinyongia tenuis,lizard,763.7395836
3662,4928,Kinyongia uthmoelleri,lizard,3416.151079
3663,4931,Kinyongia xenorhina,lizard,540.2081163
3664,4933,Kualatahan pahangensis,snake,1020.257414
3665,4934,Lacerta bilineata,lizard,49006.31315
3666,4935,Lacerta mostoufii,lizard,4306.304717
3667,4936,Lacerta pamphylica,lizard,446.4996243
3668,4937,Lacerta schreiberi,lizard,1967.714899
3669,4938,Lacerta trilineata,lizard,41533.82883
3670,4939,Lacerta viridis,lizard,200573.8706
3671,4940,Lacertaspis chriswildi,lizard,232.3898018
3672,4941,Lacertaspis gemmiventris,lizard,222.0875171
3673,4942,Lacertaspis lepesmei,lizard,314.9173976
3674,4943,Lacertaspis reichenowi,lizard,14314.53139
3675,4944,Lacertaspis rohdei,lizard,423.9431249
3676,4946,Lachesis acrochorda,snake,38039.54229
3677,4947,Lachesis melanocephala,snake,253.3420025
3678,4948,Lachesis muta,snake,904400.0802
3679,4949,Lachesis stenophrys,snake,1379.812683
3680,4950,Laemanctus longipes,lizard,22675.83187
3681,4951,Laemanctus serratus,lizard,66885.97149
3682,4953,Lamprolepis nieuwenhuisii,lizard,9842.715667
3683,4954,Lamprolepis smaragdina,lizard,52761.41186
3684,4955,Lamprolepis vyneri,lizard,239.6868585
3685,4956,Lampropeltis abnorma,snake,115441.3724
3686,4957,Lampropeltis alterna,snake,45025.39212
3687,4958,Lampropeltis annulata,snake,101186.675
3688,4959,Lampropeltis californiae,snake,323343.7806
3689,4960,Lampropeltis calligaster,snake,150051.9196
3690,4961,Lampropeltis elapsoides,snake,72197.05438
3691,4962,Lampropeltis extenuata,snake,1955.356862
3692,4964,Lampropeltis getula,snake,70520.2722
3693,4965,Lampropeltis holbrooki,snake,262103.63
3694,4966,Lampropeltis mexicana,snake,19024.13326
3695,4967,Lampropeltis micropholis,snake,95810.80558
3696,4968,Lampropeltis nigra,snake,40535.50268
3697,4969,Lampropeltis polyzona,snake,17642.67367
3698,4970,Lampropeltis pyromelana,snake,12261.35185
3699,4971,Lampropeltis ruthveni,snake,3405.522928
3700,4972,Lampropeltis splendida,snake,139808.4122
3701,4973,Lampropeltis triangulum,snake,178602.5292
3702,4975,Lampropeltis zonata,snake,7683.344122
3703,4976,Lamprophis abyssinicus,snake,891.5423621
3704,4977,Lamprophis aurora,snake,10704.09026
3705,4979,Lamprophis fiskii,snake,388.6150707
3706,4980,Lamprophis fuscus,snake,155.3115378
3707,4981,Lamprophis geometricus,snake,0.624562327
3708,4982,Lamprophis guttatus,snake,21983.38119
3709,4983,Lampropholis adonis,lizard,4870.022285
3710,4984,Lampropholis amicula,lizard,2475.86591
3711,4986,Lampropholis coggeri,lizard,2029.525228
3712,4988,Lampropholis couperi,lizard,1001.566475
3713,4989,Lampropholis delicata,lizard,54928.77237
3714,4991,Lampropholis guichenoti,lizard,94319.64133
3715,4992,Lampropholis mirabilis,lizard,4792.03333
3716,4993,Lampropholis robertsi,lizard,27.1542285
3717,4994,Langaha alluaudi,snake,14121.40616
3718,4995,Langaha madagascariensis,snake,8089.586056
3719,4996,Langaha pseudoalluaudi,snake,6915.261215
3720,5000,Lankascincus fallax,lizard,4337.616806
3721,5007,Lanthanotus borneensis,lizard,2047.977011
3722,5012,Larutia puehensis,lizard,1.94538778
3723,5013,Larutia seribuatensis,lizard,9.795650726
3724,5014,Larutia sumatrensis,lizard,209.845699
3725,5016,Latastia boscai,lizard,106372.928
3726,5017,Latastia caeruleopunctata,lizard,38135.9183
3727,5018,Latastia cherchii,lizard,31810.59555
3728,5019,Latastia doriai,lizard,21434.04581
3729,5020,Latastia johnstonii,lizard,68920.97474
3730,5021,Latastia longicaudata,lizard,2329379.074
3731,5022,Latastia ornata,lizard,204.2959241
3732,5023,Latastia petersiana,lizard,60331.67818
3733,5024,Latastia siebenrocki,lizard,5974.056549
3734,5025,Latastia taylori,lizard,4844.081283
3735,5026,Laudakia agrorensis,lizard,108748.0735
3736,5027,Laudakia dayana,lizard,1520.481126
3737,5028,Laudakia melanura,lizard,360354.6918
3738,5032,Laudakia sacra,lizard,210.1998574
3739,5033,Laudakia tuberculata,lizard,23022.28592
3740,5037,Leiocephalus barahonensis,lizard,165.0174069
3741,5038,Leiocephalus carinatus,lizard,61452.48228
3742,5039,Leiocephalus cubensis,lizard,32532.3829
3743,5040,Leiocephalus cuneus,lizard,22.59615381
3744,5043,Leiocephalus greenwayi,lizard,7.972949517
3745,5044,Leiocephalus inaguae,lizard,1098.741527
3746,5045,Leiocephalus jamaicensis,lizard,137.1033392
3747,5046,Leiocephalus loxogrammus,lizard,24.81056765
3748,5047,Leiocephalus lunatus,lizard,1063.798954
3749,5048,Leiocephalus macropus,lizard,38556.45117
3750,5049,Leiocephalus melanochlorus,lizard,122.9129515
3751,5051,Leiocephalus partidus,lizard,0.069321574
3752,5052,Leiocephalus personatus,lizard,4443.847866
3753,5053,Leiocephalus pratensis,lizard,604.4604874
3754,5054,Leiocephalus psammodromus,lizard,158.72455
3755,5055,Leiocephalus punctatus,lizard,544.8055276
3756,5056,Leiocephalus raviceps,lizard,1216.988406
3757,5058,Leiocephalus schreibersii,lizard,2562.258864
3758,5059,Leiocephalus semilineatus,lizard,875.8009642
3759,5060,Leiocephalus stictigaster,lizard,23356.27102
3760,5061,Leiocephalus vinculum,lizard,25.46612298
3761,5062,Leioheterodon geayi,snake,14638.98743
3762,5063,Leioheterodon madagascariensis,snake,24872.29525
3763,5064,Leioheterodon modestus,snake,2689.421823
3764,5065,Leiolepis belliana,lizard,204643.9928
3765,5066,Leiolepis boehmei,lizard,4894.483518
3766,5067,Leiolepis guentherpetersi,lizard,1222.547078
3767,5068,Leiolepis guttata,lizard,3508.134467
3768,5069,Leiolepis ngovantrii,lizard,4266.19682
3769,5070,Leiolepis peguensis,lizard,58391.55015
3770,5071,Leiolepis reevesii,lizard,125654.1318
3771,5072,Leiolepis rubritaeniata,lizard,69274.12968
3772,5073,Leiolepis triploida,lizard,2467.258842
3773,5077,Leiosaurus bellii,lizard,70231.87165
3774,5078,Leiosaurus catamarcensis,lizard,108132.733
3775,5079,Leiosaurus jaguaris,lizard,1319.860862
3776,5080,Leiosaurus paronae,lizard,116770.9378
3777,5084,Lepidoblepharis buchwaldi,lizard,4138.405677
3778,5085,Lepidoblepharis colombianus,lizard,351.2812042
3779,5088,Lepidoblepharis emberawoundule,lizard,47.584625
3780,5089,Lepidoblepharis festae,lizard,218584.4955
3781,5091,Lepidoblepharis heyerorum,lizard,123587.3056
3782,5092,Lepidoblepharis hoogmoedi,lizard,14140.28174
3783,5093,Lepidoblepharis intermedius,lizard,3507.914931
3784,5094,Lepidoblepharis microlepis,lizard,614.0489375
3785,5095,Lepidoblepharis miyatai,lizard,808.5991778
3786,5096,Lepidoblepharis montecanoensis,lizard,1405.451618
3787,5097,Lepidoblepharis peraccae,lizard,1841.231944
3788,5099,Lepidoblepharis ruthveni,lizard,7376.17719
3789,5100,Lepidoblepharis sanctaemartae,lizard,156130.8388
3790,5103,Lepidoblepharis xanthostigma,lizard,51590.95784
3791,5104,Lepidodactylus aureolineatus,lizard,3361.500834
3792,5105,Lepidodactylus balioburius,lizard,12.85482254
3793,5106,Lepidodactylus browni,lizard,5.535182096
3794,5108,Lepidodactylus christiani,lizard,708.0351259
3795,5110,Lepidodactylus flaviocularis,lizard,6.996540939
3796,5111,Lepidodactylus gardineri,lizard,1.198575408
3797,5112,Lepidodactylus guppyi,lizard,651.864602
3798,5113,Lepidodactylus herrei,lizard,1245.217963
3799,5114,Lepidodactylus intermedius,lizard,0.526435523
3800,5115,Lepidodactylus labialis,lizard,3053.537491
3801,5117,Lepidodactylus lombocensis,lizard,90.12203547
3802,5118,Lepidodactylus lugubris,lizard,1237326.703
3803,5120,Lepidodactylus manni,lizard,232.4536771
3804,5121,Lepidodactylus moestus,lizard,14.11818068
3805,5122,Lepidodactylus mutahi,lizard,60.22986219
3806,5123,Lepidodactylus novaeguineae,lizard,110.0926084
3807,5125,Lepidodactylus oortii,lizard,121.0842464
3808,5126,Lepidodactylus orientalis,lizard,374.2219925
3809,5127,Lepidodactylus paurolepis,lizard,1.168574868
3810,5128,Lepidodactylus planicaudus,lizard,1875.932041
3811,5129,Lepidodactylus pulcher,lizard,11.52893726
3812,5130,Lepidodactylus pumilus,lizard,3658.366602
3813,5132,Lepidodactylus shebae,lizard,6.996540939
3814,5134,Lepidodactylus vanuatuensis,lizard,166.5841269
3815,5135,Lepidodactylus woodfordi,lizard,36.81183374
3816,5136,Lepidodactylus yami,lizard,4.528075259
3817,5140,Lepidophyma flavimaculatum,lizard,40460.99136
3818,5146,Lepidophyma micropholis,lizard,1070.996203
3819,5147,Lepidophyma occulor,lizard,12.58824371
3820,5148,Lepidophyma pajapanensis,lizard,7.46188093
3821,5150,Lepidophyma reticulatum,lizard,518.2673444
3822,5151,Lepidophyma smithii,lizard,11461.52684
3823,5152,Lepidophyma sylvaticum,lizard,4798.706167
3824,5154,Lepidophyma tuxtlae,lizard,1979.262183
3825,5156,Lepidothyris fernandi,lizard,88851.73975
3826,5157,Lepidothyris hinkeli,lizard,8607.626454
3827,5158,Lepidothyris striatus,lizard,7327.726357
3828,5159,Leposoma annectans,lizard,1021.219008
3829,5160,Leposoma baturitensis,lizard,5486.141039
3830,5161,Leposoma caparensis,lizard,9.99628068
3831,5163,Leposoma guianense,lizard,116071.4364
3832,5164,Leposoma hexalepis,lizard,313.788027
3833,5166,Leposoma nanodactylus,lizard,1382.914299
3834,5167,Leposoma osvaldoi,lizard,28984.76223
3835,5168,Leposoma parietale,lizard,81695.21655
3836,5169,Leposoma percarinatum,lizard,154001.0273
3837,5170,Leposoma puk,lizard,1559.609125
3838,5171,Leposoma rugiceps,lizard,44166.82901
3839,5172,Leposoma scincoides,lizard,202.649696
3840,5174,Leposoma snethlageae,lizard,929.45362
3841,5175,Leposoma southi,lizard,10022.20213
3842,5176,Leptodeira annulata,snake,2584048.663
3843,5178,Leptodeira frenata,snake,93013.2756
3844,5179,Leptodeira maculata,snake,7460.991113
3845,5180,Leptodeira nigrofasciata,snake,28918.71369
3846,5181,Leptodeira punctata,snake,2914.093784
3847,5182,Leptodeira rubricata,snake,451.4874232
3848,5183,Leptodeira septentrionalis,snake,191354.1566
3849,5184,Leptodeira splendida,snake,22571.16626
3850,5185,Leptodeira uribei,snake,84.30685335
3851,5186,Leptodrymus pulcherrimus,snake,21635.42019
3852,5187,Leptophis ahaetulla,snake,2305146.259
3853,5188,Leptophis coeruleodorsus,snake,96.5678941
3854,5189,Leptophis cupreus,snake,46072.57653
3855,5190,Leptophis depressirostris,snake,10877.97727
3856,5191,Leptophis diplotropis,snake,16761.08308
3857,5192,Leptophis haileyi,snake,1.798793896
3858,5193,Leptophis mexicanus,snake,130456.1896
3859,5195,Leptophis nebulosus,snake,3460.856891
3860,5196,Leptophis riveti,snake,80.38252166
3861,5198,Leptoseps osellai,lizard,422.9498836
3862,5199,Leptoseps poilani,lizard,354.5468514
3863,5200,Leptosiaphos aloysiisabaudiae,lizard,186027.6029
3864,5201,Leptosiaphos amieti,lizard,222.0875171
3865,5202,Leptosiaphos blochmanni,lizard,2567.16222
3866,5203,Leptosiaphos dewittei,lizard,904.7769936
3867,5206,Leptosiaphos graueri,lizard,10242.17993
3868,5207,Leptosiaphos hackarsi,lizard,5.127687744
3869,5208,Leptosiaphos hylophilus,lizard,1544.659929
3870,5209,Leptosiaphos ianthinoxantha,lizard,325.485295
3871,5210,Leptosiaphos kilimensis,lizard,11320.42175
3872,5213,Leptosiaphos meleagris,lizard,943.6578301
