OBJECTID,FID_modeled_reptiles,Binomial,Group,Area (km2)
1367,1946,Calyptotis ruficauda,lizard,1024.686321
1368,1947,Calyptotis scutirostrum,lizard,6049.89837
1369,1948,Calyptotis temporalis,lizard,2817.719833
1370,1949,Calyptotis thorntonensis,lizard,0.057586052
1371,1950,Candoia aspera,snake,43415.72885
1372,1951,Candoia bibroni,snake,109.1437542
1373,1952,Candoia carinata,snake,37530.46716
1374,1953,Candoia paulsoni,snake,818.7473141
1375,1954,Candoia superciliosa,snake,127.1069561
1376,1955,Cantoria violacea,snake,214309.8648
1377,1956,Caparaonia itaiquara,lizard,2967.059242
1378,1958,Capitellum metallicum,lizard,24.5300793
1379,1959,Capitellum parvicruzae,lizard,30.73334011
1380,1960,Caraiba andreae,snake,45719.62023
1381,1961,Carettochelys insculpta,turtle,114209.8875
1382,1962,Carlia aenigma,lizard,8179.316366
1383,1963,Carlia ailanpalai,lizard,10.52903604
1384,1964,Carlia amax,lizard,80245.82995
1385,1965,Carlia aramia,lizard,9645.011378
1386,1966,Carlia babarensis,lizard,100.4326471
1387,1967,Carlia beccarii,lizard,109.6039938
1388,1968,Carlia bicarinata,lizard,389.1768825
1389,1969,Carlia bomberai,lizard,399.2111516
1390,1970,Carlia caesius,lizard,42566.35437
1391,1971,Carlia decora,lizard,8251.186139
1392,1972,Carlia diguliensis,lizard,396.2695179
1393,1973,Carlia dogare,lizard,1173.189259
1394,1974,Carlia eothen,lizard,41.05698734
1395,1975,Carlia fusca,lizard,50259.86489
1396,1976,Carlia gracilis,lizard,69727.7657
1397,1977,Carlia inconnexa,lizard,33.94358148
1398,1978,Carlia jarnoldae,lizard,17294.41493
1399,1979,Carlia johnstonei,lizard,181.7077797
1400,1980,Carlia leucotaenia,lizard,221.250821
1401,1981,Carlia longipes,lizard,106683.0458
1402,1982,Carlia luctuosa,lizard,369.0850015
1403,1983,Carlia munda,lizard,690832.8735
1404,1984,Carlia mysi,lizard,1284.961185
1405,1985,Carlia nigrauris,lizard,0.917076468
1406,1986,Carlia pectoralis,lizard,29029.40693
1407,1987,Carlia peronii,lizard,234.2376859
1408,1988,Carlia pulla,lizard,27.37636296
1409,1989,Carlia quinquecarinata,lizard,2.489569811
1410,1990,Carlia rhomboidalis,lizard,8569.867679
1411,1991,Carlia rimula,lizard,721.0136606
1412,1992,Carlia rostralis,lizard,119546.711
1413,1993,Carlia rubigo,lizard,38113.99031
1414,1994,Carlia rubrigularis,lizard,2985.359689
1415,1995,Carlia rufilatus,lizard,49499.93832
1416,1996,Carlia schmeltzii,lizard,91304.58789
1417,1997,Carlia sexdentata,lizard,12681.44362
1418,1999,Carlia storri,lizard,16592.95948
1419,2000,Carlia sukur,lizard,7.08112667
1420,2001,Carlia tetradactyla,lizard,78686.50716
1421,2002,Carlia triacantha,lizard,642202.0442
1422,2003,Carlia tutela,lizard,22.25585784
1423,2004,Carlia vivax,lizard,89863.3336
1424,2005,Carlia wundalthini,lizard,3.332961709
1425,2006,Carphodactylus laevis,lizard,40.13418268
1426,2007,Carphophis amoenus,snake,40107.98744
1427,2008,Carphophis vermis,snake,9325.463094
1428,2010,Causus bilineatus,snake,125089.3
1429,2011,Causus defilippii,snake,319251.4104
1430,2012,Causus lichtensteinii,snake,295138.2351
1431,2013,Causus maculatus,snake,1091210.934
1432,2015,Causus resimus,snake,368837.176
1433,2016,Causus rhombeatus,snake,971814.8625
1434,2017,Celatiscincus euryotis,lizard,10.81877306
1435,2018,Celatiscincus similis,lizard,9.370822872
1436,2020,Celestus agasepsoides,lizard,93.24834495
1437,2022,Celestus badius,lizard,1.221492866
1438,2023,Celestus barbouri,lizard,2.944876685
1439,2024,Celestus bivittatus,lizard,2002.273527
1440,2026,Celestus costatus,lizard,5211.20466
1441,2027,Celestus crusculus,lizard,381.703475
1442,2028,Celestus curtissi,lizard,2883.488891
1443,2031,Celestus duquesneyi,lizard,1.881686266
1444,2034,Celestus haetianus,lizard,118.2450591
1445,2035,Celestus hewardi,lizard,7.828603598
1446,2040,Celestus montanus,lizard,8.376584909
1447,2042,Celestus rozellae,lizard,10924.47642
1448,2044,Celestus sepsoides,lizard,3776.716957
1449,2045,Celestus stenurus,lizard,5167.590101
1450,2046,Celestus warreni,lizard,101.0993737
1451,2047,Cemophora coccinea,snake,158684.8634
1452,2048,Centrochelys sulcata,turtle,1343909.602
1453,2049,Cerastes boehmei,snake,2553.560159
1454,2050,Cerastes cerastes,snake,2967825.907
1455,2051,Cerastes gasperettii,snake,953453.5824
1456,2052,Cerastes vipera,snake,3188553.675
1457,2053,Ceratophora aspera,lizard,4.577894599
1458,2058,Cerberus australis,snake,101046.4162
1459,2059,Cerberus dunsoni,snake,0.394194297
1460,2060,Cerberus microlepis,snake,1052.358682
1461,2061,Cerberus rynchops,snake,121002.6841
1462,2062,Cercophis auratus,snake,9.996280709
1463,2063,Cercosaura argulus,lizard,815845.1904
1464,2065,Cercosaura eigenmanni,lizard,297641.8976
1465,2067,Cercosaura manicata,lizard,61669.80257
1466,2069,Cercosaura ocellata,lizard,1368246.072
1467,2070,Cercosaura parkeri,lizard,392271.4147
1468,2072,Cercosaura quadrilineata,lizard,3136.086532
1469,2073,Cercosaura schreibersii,lizard,1706732.941
1470,2074,Cercosaura steyeri,lizard,9.996280694
1471,2075,Cercosaura vertebralis,lizard,13959.37749
1472,2076,Cerrophidion godmani,snake,366.4516317
1473,2080,Cerrophidion wilsoni,snake,188.1210509
1474,2081,Chalarodon madagascariensis,lizard,16067.45221
1475,2083,Chalcides armitagei,lizard,523.7331022
1476,2084,Chalcides bedriagai,lizard,12492.86138
1477,2085,Chalcides bottegi,lizard,39668.19442
1478,2086,Chalcides boulengeri,lizard,650681.622
1479,2087,Chalcides chalcides,lizard,23195.08617
1480,2089,Chalcides colosii,lizard,234.1869188
1481,2090,Chalcides delislei,lizard,2040497.087
1482,2092,Chalcides guentheri,lizard,2357.776328
1483,2094,Chalcides levitoni,lizard,12498.75077
1484,2095,Chalcides manueli,lizard,2996.552327
1485,2096,Chalcides mauritanicus,lizard,2718.97058
1486,2097,Chalcides mertensi,lizard,25537.81664
1487,2098,Chalcides minutus,lizard,1963.312411
1488,2099,Chalcides mionecton,lizard,11876.21174
1489,2100,Chalcides montanus,lizard,6318.018048
1490,2101,Chalcides parallelus,lizard,214.1521456
1491,2102,Chalcides pentadactylus,lizard,7.167533375
1492,2103,Chalcides polylepis,lizard,12130.64694
1493,2104,Chalcides pseudostriatus,lizard,4686.406569
1494,2105,Chalcides pulchellus,lizard,18508.63639
1495,2106,Chalcides ragazzii,lizard,108388.8444
1496,2107,Chalcides sepsoides,lizard,335796.5825
1497,2109,Chalcides sphenopsiformis,lizard,56074.84336
1498,2110,Chalcides striatus,lizard,14742.62646
1499,2111,Chalcides thierryi,lizard,9048.589439
1500,2114,Chamaeleo africanus,lizard,2840750.424
1501,2115,Chamaeleo anchietae,lizard,7826.393712
1502,2116,Chamaeleo arabicus,lizard,3886.406859
1503,2117,Chamaeleo calcaricarens,lizard,12230.58453
1504,2118,Chamaeleo calyptratus,lizard,7780.170156
1505,2119,Chamaeleo chamaeleon,lizard,287506.6177
1506,2120,Chamaeleo dilepis,lizard,1499832.577
1507,2121,Chamaeleo gracilis,lizard,1556072.125
1508,2122,Chamaeleo laevigatus,lizard,971371.809
1509,2124,Chamaeleo namaquensis,lizard,141416.1274
1510,2125,Chamaeleo necasi,lizard,8862.247613
1511,2126,Chamaeleo senegalensis,lizard,279761.2802
1512,2127,Chamaeleo zeylanicus,lizard,422164.6897
1513,2128,Chamaelycus christyi,snake,580.2623265
1514,2129,Chamaelycus fasciatus,snake,283811.4219
1515,2130,Chamaelycus parkeri,snake,158105.5158
1516,2132,Chamaesaura aenea,lizard,882.5762529
1517,2133,Chamaesaura anguina,lizard,7039.62263
1518,2134,Chamaesaura macrolepis,lizard,3522.227709
1519,2135,Chamaesaura miopropus,lizard,21134.47882
1520,2136,Chamaesaura tenuior,lizard,9336.353644
1521,2138,Charina bottae,snake,98230.89427
1522,2139,Charina umbratica,snake,1681.85711
1523,2140,Chatogekko amazonicus,lizard,358498.0004
1524,2141,Chelodina burrungandjii,turtle,515.1972653
1525,2142,Chelodina canni,turtle,176961.5548
1526,2143,Chelodina colliei,turtle,467.368936
1527,2144,Chelodina expansa,turtle,628134.5252
1528,2145,Chelodina gunaleni,turtle,20808.8278
1529,2146,Chelodina kuchlingi,turtle,2792.492677
1530,2147,Chelodina longicollis,turtle,704735.4467
1531,2148,Chelodina mccordi,turtle,59.7229576
1532,2149,Chelodina novaeguineae,turtle,160626.5371
1533,2150,Chelodina oblonga,turtle,347811.8917
1534,2151,Chelodina parkeri,turtle,4967.598012
1535,2152,Chelodina pritchardi,turtle,6.251509406
1536,2153,Chelodina reimanni,turtle,18221.8535
1537,2154,Chelodina steindachneri,turtle,189994.9518
1538,2155,Chelodina walloyarrina,turtle,3938.402935
1539,2158,Chelonoidis carbonaria,turtle,1469469.239
1540,2160,Chelonoidis chilensis,turtle,991920.2304
1541,2162,Chelonoidis denticulata,turtle,954736.3123
1542,2169,Chelosania brunnea,lizard,72410.6043
1543,2170,Chelus fimbriata,turtle,887754.9637
1544,2171,Chelydra acutirostris,turtle,55140.69208
1545,2172,Chelydra rossignonii,turtle,34526.28486
1546,2173,Chelydra serpentina,turtle,311474.6559
1547,2174,Chersina angulata,turtle,33714.35556
1548,2177,Chilabothrus angulifer,snake,16261.51806
1549,2178,Chilabothrus chrysogaster,snake,690.7179547
1550,2179,Chilabothrus exsul,snake,350.4078362
1551,2180,Chilabothrus fordii,snake,2518.040334
1552,2181,Chilabothrus gracilis,snake,2099.307541
1553,2182,Chilabothrus inornatus,snake,321.1683417
1554,2183,Chilabothrus monensis,snake,29.91313064
1555,2184,Chilabothrus striatus,snake,5313.44203
1556,2185,Chilabothrus strigilatus,snake,974.6061784
1557,2186,Chilabothrus subflavus,snake,314.4695979
1558,2187,Chilomeniscus savagei,snake,11.93299344
1559,2188,Chilomeniscus stramineus,snake,79990.29971
1560,2189,Chilorhinophis butleri,snake,10537.88691
1561,2190,Chilorhinophis gerardi,snake,129870.5856
1562,2191,Chionactis annulata,snake,93653.1063
1563,2192,Chionactis occipitalis,snake,67496.97607
1564,2193,Chionactis palarostris,snake,23930.95633
1565,2201,Chirindia ewerbecki,worm lizard,344.9978902
1566,2202,Chirindia langi,worm lizard,10.31175821
1567,2204,Chirindia rondoensis,worm lizard,302.7296608
1568,2205,Chirindia swynnertoni,worm lizard,10057.04423
1569,2206,Chironius bicarinatus,snake,270737.3415
1570,2207,Chironius carinatus,snake,1255348.601
1571,2210,Chironius exoletus,snake,1650569.033
1572,2211,Chironius flavolineatus,snake,782638.4733
1573,2212,Chironius flavopictus,snake,2853.978243
1574,2213,Chironius foveatus,snake,7732.074372
1575,2214,Chironius fuscus,snake,697059.0798
1576,2215,Chironius grandisquamis,snake,18242.76949
1577,2216,Chironius laevicollis,snake,21876.8177
1578,2217,Chironius laurenti,snake,322655.6352
1579,2218,Chironius leucometapus,snake,20.29648632
1580,2219,Chironius maculoventris,snake,521220.2219
1581,2220,Chironius monticola,snake,21213.78014
1582,2221,Chironius multiventris,snake,775772.4645
1583,2222,Chironius quadricarinatus,snake,1097137.006
1584,2223,Chironius scurrulus,snake,916780.7182
1585,2224,Chironius septentrionalis,snake,105800.3586
1586,2225,Chironius vincenti,snake,13.83504984
1587,2226,Chitra chitra,turtle,128857.34
1588,2227,Chitra indica,turtle,1161944.54
1589,2228,Chitra vandijki,turtle,54683.56436
1590,2229,Chlamydosaurus kingii,lizard,398258.7328
1591,2230,Chondrodactylus angulifer,lizard,136828.2665
1592,2231,Chondrodactylus bibronii,lizard,63774.38226
1593,2232,Chondrodactylus fitzsimonsi,lizard,17119.7868
1594,2233,Chondrodactylus pulitzerae,lizard,30409.53349
1595,2234,Chondrodactylus turneri,lizard,480182.4436
1596,2235,Christinus alexanderi,lizard,47.10744547
1597,2236,Christinus guentheri,lizard,0.704195847
1598,2237,Christinus marmoratus,lizard,261826.9676
1599,2238,Chrysemys dorsalis,turtle,124503.1581
1600,2239,Chrysemys picta,turtle,212104.6795
1601,2240,Chrysopelea ornata,snake,1282267.842
1602,2241,Chrysopelea paradisi,snake,265581.7498
1603,2242,Chrysopelea pelias,snake,238406.6999
1604,2243,Chrysopelea rhodopleuron,snake,1.553306414
1605,2244,Chrysopelea taprobanica,snake,190.5058019
1606,2245,Claudius angustatus,turtle,39436.59171
1607,2246,Clelia clelia,snake,2711288.104
1608,2251,Clelia plumbea,snake,28661.77333
1609,2252,Clelia scytalina,snake,9057.118014
1610,2253,Clemmys guttata,turtle,17818.94515
1611,2257,Cnemaspis africana,lizard,4370.798676
1612,2258,Cnemaspis alantika,lizard,224.5196704
1613,2260,Cnemaspis anaikattiensis,lizard,408.138101
1614,2261,Cnemaspis andersonii,lizard,0.686350369
1615,2262,Cnemaspis argus,lizard,48.43317928
1616,2263,Cnemaspis assamensis,lizard,8735.198313
1617,2264,Cnemaspis aurantiacopes,lizard,9.996280679
1618,2265,Cnemaspis australis,lizard,4624.998462
1619,2266,Cnemaspis barbouri,lizard,804.7718764
1620,2267,Cnemaspis baueri,lizard,0.670721215
1621,2269,Cnemaspis beddomei,lizard,6.043545563
1622,2270,Cnemaspis bidongensis,lizard,0.668064962
1623,2271,Cnemaspis biocellata,lizard,283.1064822
1624,2272,Cnemaspis boulengerii,lizard,0.060590812
1625,2273,Cnemaspis caudanivea,lizard,10.37599729
1626,2274,Cnemaspis chanardi,lizard,165.6140318
1627,2275,Cnemaspis chanthaburiensis,lizard,1270.420993
1628,2277,Cnemaspis dezwaani,lizard,119.3526854
1629,2278,Cnemaspis dickersonae,lizard,10619.7841
1630,2281,Cnemaspis elgonensis,lizard,503.5334607
1631,2285,Cnemaspis gigas,lizard,26.53246282
1632,2287,Cnemaspis goaensis,lizard,30.07144518
1633,2288,Cnemaspis gracilis,lizard,12079.08855
1634,2291,Cnemaspis harimau,lizard,5.668314801
1635,2292,Cnemaspis heteropholis,lizard,730.4928359
1636,2295,Cnemaspis indraneildasii,lizard,914.9237521
1637,2296,Cnemaspis jacobsoni,lizard,119.3350996
1638,2297,Cnemaspis jerdonii,lizard,30586.2003
1639,2299,Cnemaspis kamolnorranathi,lizard,2.817087667
1640,2302,Cnemaspis kendallii,lizard,1808.695879
1641,2303,Cnemaspis koehleri,lizard,893.1242784
1642,2304,Cnemaspis kolhapurensis,lizard,272.1210122
1643,2305,Cnemaspis kottiyoorensis,lizard,55.24106203
1644,2307,Cnemaspis kumpoli,lizard,248.8095668
1645,2308,Cnemaspis laoensis,lizard,16178.10179
1646,2310,Cnemaspis limi,lizard,25.10630598
1647,2311,Cnemaspis littoralis,lizard,13265.62748
1648,2313,Cnemaspis mcguirei,lizard,2.070003423
1649,2315,Cnemaspis modiglianii,lizard,24.1468309
1650,2318,Cnemaspis monticola,lizard,195.9440863
1651,2319,Cnemaspis mumpuniae,lizard,42.37311619
1652,2320,Cnemaspis mysoriensis,lizard,416.9292616
1653,2321,Cnemaspis nairi,lizard,7263.218952
1654,2322,Cnemaspis narathiwatensis,lizard,30.24443695
1655,2324,Cnemaspis nigridia,lizard,289.6833926
1656,2326,Cnemaspis niyomwanae,lizard,195.1846341
1657,2327,Cnemaspis nuicamensis,lizard,9.996280699
1658,2330,Cnemaspis ornata,lizard,104.9601155
1659,2331,Cnemaspis otai,lizard,178.6735913
1660,2334,Cnemaspis pemanggilensis,lizard,0.928925376
1661,2335,Cnemaspis peninsularis,lizard,1609.942832
1662,2336,Cnemaspis perhentianensis,lizard,3.323324477
1663,2337,Cnemaspis petrodroma,lizard,4556.018528
1664,2340,Cnemaspis podihuna,lizard,4351.932986
1665,2341,Cnemaspis pseudomcguirei,lizard,1.57141578
1666,2342,Cnemaspis psychedelica,lizard,488.1753253
1667,2345,Cnemaspis punctatonuchalis,lizard,4.840250478
1668,2346,Cnemaspis quattuorseriata,lizard,6008.274583
1669,2354,Cnemaspis shahruli,lizard,28.07609507
1670,2355,Cnemaspis siamensis,lizard,1881.140976
1671,2356,Cnemaspis silvula,lizard,0.071664651
1672,2357,Cnemaspis sisparensis,lizard,2923.934403
1673,2358,Cnemaspis spinicollis,lizard,4060.860591
1674,2361,Cnemaspis sundainsula,lizard,2.785117339
1675,2362,Cnemaspis temiah,lizard,9.996280702
1676,2363,Cnemaspis timoriensis,lizard,258.9223989
1677,2364,Cnemaspis tropidogaster,lizard,10714.31616
1678,2365,Cnemaspis tucdupensis,lizard,9.996280706
1679,2367,Cnemaspis uzungwae,lizard,1581.348444
1680,2368,Cnemaspis vandeventeri,lizard,54.01014766
1681,2369,Cnemaspis whittenorum,lizard,226.0301479
1682,2370,Cnemaspis wicksi,lizard,0.800306756
1683,2371,Cnemaspis wynadensis,lizard,15769.51158
1684,2372,Cnemaspis yercaudensis,lizard,5.889048383
1685,2373,Cnemidophorus arenivagus,lizard,7481.932913
1686,2374,Cnemidophorus arubensis,lizard,11.92487852
1687,2375,Cnemidophorus cryptus,lizard,31213.70949
1688,2377,Cnemidophorus flavissimus,lizard,8.618630047
1689,2378,Cnemidophorus gaigei,lizard,4472.351372
1690,2379,Cnemidophorus gramivagus,lizard,197390.6348
1691,2380,Cnemidophorus lemniscatus,lizard,573246.0481
1692,2381,Cnemidophorus leucopsammus,lizard,38.36187164
1693,2383,Cnemidophorus murinus,lizard,47.11800589
1694,2384,Cnemidophorus nigricolor,lizard,85.65440243
1695,2386,Cnemidophorus rostralis,lizard,13.81835285
1696,2387,Cnemidophorus ruatanus,lizard,3737.421674
1697,2388,Cnemidophorus ruthveni,lizard,4.729374621
1698,2389,Cnemidophorus senectus,lizard,53.51674298
1699,2390,Cnemidophorus splendidus,lizard,281.3294927
1700,2391,Cnemidophorus vanzoi,lizard,0.769957171
1701,2393,Coelognathus erythrurus,snake,13782.10221
1702,2394,Coelognathus flavolineatus,snake,259662.5144
1703,2395,Coelognathus helena,snake,1171117.559
1704,2396,Coelognathus radiatus,snake,1324514.879
1705,2397,Coelognathus subradiatus,snake,855.6949328
1706,2399,Coeranoscincus reticulatus,lizard,2541.467471
1707,2400,Coggeria naufragus,lizard,88.36843833
1708,2401,Coleodactylus brachystoma,lizard,136234.1707
1709,2403,Coleodactylus meridionalis,lizard,83317.18447
1710,2404,Coleodactylus natalensis,lizard,3252.6356
1711,2405,Coleodactylus septentrionalis,lizard,39047.5637
1712,2406,Coleonyx brevis,lizard,161386.8518
1713,2407,Coleonyx elegans,lizard,112331.398
1714,2408,Coleonyx fasciatus,lizard,5264.970556
1715,2409,Coleonyx gypsicolus,lizard,1.41549051
1716,2410,Coleonyx mitratus,lizard,13088.41944
1717,2411,Coleonyx reticulatus,lizard,1024.680162
1718,2412,Coleonyx switaki,lizard,2399.646694
1719,2413,Coleonyx variegatus,lizard,210724.2025
1720,2415,Colobodactylus dalcyanus,lizard,1146.600881
1721,2416,Colobodactylus taunayi,lizard,122.8391459
1722,2417,Colobosaura modesta,lizard,251174.272
1723,2418,Colobosauroides carvalhoi,lizard,9746.559564
1724,2420,Coloptychon rhombifer,lizard,412.3308833
1725,2421,Colopus kochii,lizard,5005.889012
1726,2422,Colopus wahlbergii,lizard,97449.27626
1727,2424,Coluber aurigulus,snake,89.40263906
1728,2427,Coluber bilineatus,snake,76184.89238
1729,2428,Coluber constrictor,snake,467728.1777
1730,2429,Coluber flagellum,snake,680707.3829
1731,2430,Coluber fuliginosus,snake,8020.844015
1732,2431,Coluber lateralis,snake,13936.78162
1733,2432,Coluber mentovarius,snake,725321.9597
1734,2433,Coluber schotti,snake,127801.5081
1735,2435,Coluber taeniatus,snake,384930.8104
1736,2436,Coluber zebrinus,snake,19891.86981
1737,2440,Compsophis boulengeri,snake,121.7103225
1738,2442,Compsophis infralineatus,snake,255.2540556
1739,2443,Compsophis laphystius,snake,263.8627504
1740,2446,Concinnia amplus,lizard,837.9831921
1741,2447,Concinnia brachyosoma,lizard,17292.41333
1742,2448,Concinnia frerei,lizard,1678.272965
1743,2449,Concinnia martini,lizard,5288.425779
1744,2450,Concinnia queenslandiae,lizard,1694.671944
1745,2451,Concinnia sokosoma,lizard,13593.47236
1746,2452,Concinnia tenuis,lizard,19660.85733
1747,2453,Concinnia tigrinus,lizard,417.6807537
1748,2455,Congolacerta vauereselli,lizard,13945.55121
1749,2457,Coniophanes andresensis,snake,13.37061889
1750,2458,Coniophanes bipunctatus,snake,60122.17554
1751,2459,Coniophanes dromiciformis,snake,3377.69695
1752,2460,Coniophanes fissidens,snake,49252.02776
1753,2461,Coniophanes imperialis,snake,130902.0311
1754,2463,Coniophanes lateritius,snake,707.3184338
1755,2464,Coniophanes longinquus,snake,3979.54616
1756,2466,Coniophanes meridanus,snake,47931.75219
1757,2467,Coniophanes michoacanensis,snake,4.215350735
1758,2468,Coniophanes piceivittis,snake,34050.64978
1759,2469,Coniophanes quinquevittatus,snake,10476.05
1760,2471,Coniophanes schmidti,snake,60830.4616
1761,2477,Conophis vittatus,snake,10384.65704
1762,2480,Conopsis biserialis,snake,11463.26178
1763,2481,Conopsis lineata,snake,100124.6138
1764,2483,Conopsis nasus,snake,23267.24391
1765,2484,Contia longicaudae,snake,0.017520205
1766,2485,Contia tenuis,snake,2942.276052
1767,2486,Contomastix lacertoides,lizard,160843.1229
1768,2487,Contomastix leachei,lizard,19761.10263
1769,2489,Contomastix vacariensis,lizard,10977.36926
1770,2490,Contomastix vittata,lizard,274.5772925
1771,2491,Copeoglossum arajara,lizard,2403.581627
1772,2492,Copeoglossum aurae,lizard,85.81670072
1773,2494,Copeoglossum nigropunctatum,lizard,1110515.495
1774,2495,Copeoglossum redondae,lizard,0.41289466
1775,2496,Cophosaurus texanus,lizard,262340.6219
1776,2497,Cophoscincopus durus,lizard,7095.683384
1777,2498,Cophoscincopus greeri,lizard,1519.401531
1778,2499,Cophoscincopus senegalensis,lizard,178.5067894
1779,2500,Cophoscincopus simulans,lizard,13513.98031
1780,2503,Corallus annulatus,snake,5536.493511
1781,2504,Corallus batesii,snake,630779.15
1782,2505,Corallus blombergi,snake,34.67759462
1783,2506,Corallus caninus,snake,36416.23471
1784,2508,Corallus cropanii,snake,1428.724583
1785,2510,Corallus hortulanus,snake,1402581.37
1786,2511,Corallus ruschenbergerii,snake,2988.802528
1787,2512,Cordylosaurus subtessellatus,lizard,100935.1117
1788,2514,Cordylus aridus,lizard,123.2650589
1789,2515,Cordylus beraduccii,lizard,3229.248353
1790,2516,Cordylus cloetei,lizard,153.6453914
1791,2517,Cordylus cordylus,lizard,10410.70652
1792,2519,Cordylus jonesii,lizard,148569.1332
1793,2520,Cordylus machadoi,lizard,1156.400116
1794,2521,Cordylus macropholis,lizard,264.1736902
1795,2523,Cordylus mclachlani,lizard,15.76981664
1796,2525,Cordylus minor,lizard,170.9939642
1797,2526,Cordylus niger,lizard,145.6889724
1798,2527,Cordylus nyikae,lizard,3762.753258
1799,2528,Cordylus oelofseni,lizard,95.46146717
1800,2529,Cordylus rhodesianus,lizard,2401.754272
1801,2530,Cordylus rivae,lizard,8911.157858
1802,2531,Cordylus tropidosternum,lizard,212933.2932
1803,2532,Cordylus ukingensis,lizard,7.246284073
1804,2533,Cordylus vittifer,lizard,8966.736657
1805,2534,Coronelaps lepidus,snake,78823.1848
1806,2535,Coronella brachyura,snake,4366.00326
1807,2536,Coronella girondica,snake,82261.44939
1808,2538,Correlophus ciliatus,lizard,83.8978133
1809,2539,Correlophus sarasinorum,lizard,37.31110969
1810,2540,Corucia zebrata,lizard,269.4320802
1811,2541,Coryphophylax brevicaudus,lizard,0.066186948
1812,2542,Coryphophylax subcristatus,lizard,581.3137007
1813,2543,Corytophanes cristatus,lizard,36776.09339
1814,2544,Corytophanes hernandesii,lizard,41477.6083
1815,2545,Corytophanes percarinatus,lizard,462.2005438
1816,2546,Crenadactylus ocellatus,lizard,859047.888
1817,2547,Cricosaura typica,lizard,860.5405146
1818,2548,Crisantophis nevermanni,snake,19467.04431
1819,2549,Crocodilurus amazonicus,lizard,367217.7205
1820,2550,Crocodylus acutus,croc,489380.6755
1821,2551,Crocodylus intermedius,croc,234448.3893
1822,2552,Crocodylus johnsoni,croc,254055.0969
1823,2553,Crocodylus mindorensis,croc,22814.71595
1824,2554,Crocodylus moreletii,croc,107904.0084
1825,2555,Crocodylus niloticus,croc,1979742.697
1826,2556,Crocodylus novaeguineae,croc,123200.0681
1827,2557,Crocodylus palustris,croc,1464014.178
1828,2558,Crocodylus porosus,croc,1243423.634
1829,2559,Crocodylus rhombifer,croc,2750.935686
1830,2560,Crocodylus siamensis,croc,383818.8377
1831,2561,Crocodylus suchus,croc,563380.0544
1832,2562,Crossobamon orientalis,lizard,239140.4796
1833,2563,Crotalus adamanteus,snake,66893.08602
1834,2564,Crotalus aquilus,snake,2694.331952
1835,2565,Crotalus armstrongi,snake,515.9563066
1836,2566,Crotalus atrox,snake,417070.3269
1837,2567,Crotalus basiliscus,snake,17105.45325
1838,2569,Crotalus catalinensis,snake,3.588722543
1839,2570,Crotalus cerastes,snake,175261.9633
1840,2571,Crotalus cerberus,snake,4529.31602
1841,2572,Crotalus culminatus,snake,3372.538372
1842,2573,Crotalus durissus,snake,2721361.37
1843,2574,Crotalus enyo,snake,11979.63404
1844,2576,Crotalus horridus,snake,148648.9918
1845,2579,Crotalus lepidus,snake,122425.5504
1846,2580,Crotalus mitchellii,snake,152350.5271
1847,2581,Crotalus molossus,snake,214142.5611
1848,2582,Crotalus oreganus,snake,259269.2344
1849,2583,Crotalus polystictus,snake,7489.871649
1850,2584,Crotalus pricei,snake,7596.310441
1851,2586,Crotalus ravus,snake,2095.440417
1852,2587,Crotalus ruber,snake,12707.6439
1853,2588,Crotalus scutulatus,snake,241410.5575
1854,2589,Crotalus simus,snake,21994.01784
1855,2591,Crotalus stephensi,snake,55482.61553
1856,2593,Crotalus tigris,snake,45378.17779
1857,2595,Crotalus totonacus,snake,11346.88477
1858,2597,Crotalus triseriatus,snake,2192.559921
1859,2598,Crotalus tzabcan,snake,65405.29258
1860,2599,Crotalus viridis,snake,113851.1266
1861,2600,Crotalus willardi,snake,4851.339823
1862,2601,Crotaphopeltis barotseensis,snake,50026.5088
1863,2602,Crotaphopeltis braestrupi,snake,8772.385176
1864,2603,Crotaphopeltis degeni,snake,393131.0629
1865,2604,Crotaphopeltis hippocrepis,snake,426408.2078
1866,2605,Crotaphopeltis hotamboeia,snake,2089756.188
1867,2606,Crotaphopeltis tornieri,snake,10833.1638
1868,2607,Crotaphytus antiquus,lizard,974.0797688
1869,2608,Crotaphytus bicinctores,lizard,274825.1138
1870,2609,Crotaphytus collaris,lizard,204010.3501
1871,2610,Crotaphytus dickersonae,lizard,59.76615597
1872,2611,Crotaphytus grismeri,lizard,492.3546772
1873,2612,Crotaphytus insularis,lizard,7.359055952
1874,2613,Crotaphytus nebrius,lizard,34612.81862
1875,2614,Crotaphytus reticulatus,lizard,46860.15352
1876,2615,Crotaphytus vestigium,lizard,1086.788909
1877,2617,Cryptactites peringueyi,lizard,33.69953965
1878,2618,Cryptagama aurita,lizard,6916.322854
1879,2619,Cryptoblepharus adamsi,lizard,7092.035007
1880,2620,Cryptoblepharus africanus,lizard,83078.63607
1881,2621,Cryptoblepharus ahli,lizard,1.044678933
1882,2624,Cryptoblepharus australis,lizard,1526981.73
1883,2625,Cryptoblepharus balinensis,lizard,20555.57901
1884,2627,Cryptoblepharus boutonii,lizard,3.554927718
1885,2628,Cryptoblepharus buchananii,lizard,5473.741592
1886,2629,Cryptoblepharus burdeni,lizard,41.73363214
1887,2631,Cryptoblepharus cognatus,lizard,30.22852086
1888,2632,Cryptoblepharus cursor,lizard,126.8056642
